規模,産業,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
５人以上,調査産業計,416060,397824,371337,26487,18236,106421,106026,101544,4482,395
５人以上,鉱業,509270,506021,472032,33989,3249,97308,97308,97154,154,0
５人以上,建設業,407264,389967,364153,25814,17297,153726,152609,147415,5194,1117
５人以上,製造業,415431,406739,381802,24937,8692,118981,117656,113183,4473,1325
５人以上,電気・ガス・熱供給・水道業,493927,493763,448495,45268,164,211410,211410,204001,7409,0
５人以上,情報通信業,415515,400984,364373,36611,14531,132875,132262,118511,13751,613
５人以上,運輸業,425703,378934,325761,53173,46769,124571,124570,111525,13045,1
５人以上,卸売・小売業,438609,406757,389499,17258,31852,101497,101338,97975,3363,159
５人以上,金融・保険業,497789,490274,458704,31570,7515,143079,142891,137773,5118,188
５人以上,不動産業,410714,385290,366856,18434,25424,98487,98331,96039,2292,156
５人以上,"飲食店,宿泊業",327223,301355,280324,21031,25868,83067,82830,78464,4366,237
５人以上,"医療,福祉",374276,369028,348182,20846,5248,120924,120357,116513,3844,567
５人以上,"教育,学習支援業",441577,425567,406285,19282,16010,101500,100884,99544,1340,616
５人以上,複合サービス事業,429223,428005,408202,19803,1218,125994,125938,116758,9180,56
５人以上,サービス業（他に分類されないもの）,381422,369107,342119,26988,12315,122867,122255,116883,5372,612
30人以上,調査産業計,440097,421492,390597,30895,18605,121514,121139,115171,5968,375
30人以上,鉱業,509270,506021,472032,33989,3249,97308,97308,97154,154,0
30人以上,建設業,429188,409499,377474,32025,19689,161922,161835,155161,6674,87
30人以上,製造業,439390,433905,404585,29320,5485,129746,129384,122237,7147,362
30人以上,電気・ガス・熱供給・水道業,507221,507043,458596,48447,178,215517,215517,207792,7725,0
30人以上,情報通信業,429731,412942,371875,41067,16789,128238,128110,115965,12145,128
30人以上,運輸業,437035,381635,327947,53688,55400,136756,136755,121994,14761,1
30人以上,卸売・小売業,478401,440200,419385,20815,38201,120822,120504,115548,4956,318
30人以上,金融・保険業,523931,518567,485699,32868,5364,149692,149444,144014,5430,248
30人以上,不動産業,416610,406061,379976,26085,10549,91504,91185,89089,2096,319
30人以上,"飲食店,宿泊業",417399,375285,351993,23292,42114,90654,90492,84695,5797,162
30人以上,"医療,福祉",382910,381811,356218,25593,1099,140746,140573,134997,5576,173
30人以上,"教育,学習支援業",475021,455424,432719,22705,19597,109872,109132,108068,1064,740
30人以上,複合サービス事業,460375,459665,441219,18446,710,136418,136418,124266,12152,0
30人以上,サービス業（他に分類されないもの）,388476,379908,348629,31279,8568,125828,125121,119092,6029,707
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２０年８月分,,,,,,,,,,,
第５表  産業、就業形態別労働者の１人平均月間現金給与額,,,,,,,,,,,
