規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,18.6,19.2,17.6,147.7,157.8,130.8,136.2,144.2,122.9,11.5,13.6,7.9
５人以上,鉱業,19,19.3,17.8,153.3,156.3,139.8,137.9,140.4,126.7,15.4,15.9,13.1
５人以上,建設業,19.9,20.1,18.7,166,169,149.8,151.6,153.7,140.3,14.4,15.3,9.5
５人以上,製造業,18.6,18.8,17.8,150.8,155.8,136.7,139.4,143.2,128.8,11.4,12.6,7.9
５人以上,電気・ガス・熱供給・水道業,18,18.2,17.1,149.9,153.1,135.3,137,139.3,126.4,12.9,13.8,8.9
５人以上,情報通信業,19.2,19.4,18.7,165.6,168.9,153.9,146.1,148,139.2,19.5,20.9,14.7
５人以上,運輸業,19.5,19.6,18.3,170.8,175.2,143,148.6,151.5,130.1,22.2,23.7,12.9
５人以上,卸売・小売業,18.7,19.2,17.9,143.7,153.6,128.7,136.3,145.2,122.7,7.4,8.4,6
５人以上,金融・保険業,19.1,19.5,18.6,155,160,148.8,140.1,144.2,135,14.9,15.8,13.8
５人以上,不動産業,19.6,20,18.5,157.8,164.4,142.2,146,151.5,132.9,11.8,12.9,9.3
５人以上,"飲食店,宿泊業",16.6,18.3,15,115.9,138.5,95.2,110.6,130.6,92.4,5.3,7.9,2.8
５人以上,"医療,福祉",17.5,17.4,17.6,127,132.4,125.5,120.3,125.9,118.7,6.7,6.5,6.8
５人以上,"教育,学習支援業",17.4,18,16.7,127.6,132.2,122.3,121.5,125.7,116.5,6.1,6.5,5.8
５人以上,複合サービス事業,18.1,18,18.4,141.9,145.4,132.6,132.1,135.2,123.8,9.8,10.2,8.8
５人以上,サービス業（他に分類されないもの）,18.8,19.3,18,151.9,160.8,138.1,139,145.6,128.8,12.9,15.2,9.3
30人以上,調査産業計,18.9,19.2,18.2,153.3,160.3,139.4,139.7,145,129.2,13.6,15.3,10.2
30人以上,鉱業,19,19.3,17.8,153.3,156.3,139.8,137.9,140.4,126.7,15.4,15.9,13.1
30人以上,建設業,20,20.1,19.2,167.6,169.1,157.5,152.4,153.5,145,15.2,15.6,12.5
30人以上,製造業,18.5,18.7,18,152.6,155.9,142.4,139.6,142,132,13,13.9,10.4
30人以上,電気・ガス・熱供給・水道業,18,18.2,17.2,149.9,153,136.1,136.6,138.8,126.9,13.3,14.2,9.2
30人以上,情報通信業,19.2,19.3,18.5,165.9,169.3,153.1,144.9,147.2,136.1,21,22.1,17
30人以上,運輸業,19.2,19.4,17.8,170.2,174.4,141.8,147.8,150.8,127.2,22.4,23.6,14.6
30人以上,卸売・小売業,19.2,19.5,18.8,150.7,157,139.4,142,147.5,132.2,8.7,9.5,7.2
30人以上,金融・保険業,19.1,19.5,18.6,155.5,159.2,150.3,139.5,143.1,134.5,16,16.1,15.8
30人以上,不動産業,19.4,19.7,18.8,157,161.4,146.7,143,146.8,134,14,14.6,12.7
30人以上,"飲食店,宿泊業",17.7,19,16,135,154.3,109.5,126,142.7,103.8,9,11.6,5.7
30人以上,"医療,福祉",17.9,17.4,18,133.8,134.2,133.7,126.4,126.1,126.5,7.4,8.1,7.2
30人以上,"教育,学習支援業",18.2,18.7,17.5,133.8,137.3,128.5,126.4,130.1,120.9,7.4,7.2,7.6
30人以上,複合サービス事業,17.8,17.8,17.8,139.5,143.6,119.6,129.2,132.8,112,10.3,10.8,7.6
30人以上,サービス業（他に分類されないもの）,18.9,19.4,18.1,155,163.6,141,140.1,146.4,129.8,14.9,17.2,11.2
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２０年５月分,,,,,,,,,,,,,
第２表  産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
