規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,17.2,17.8,16.3,137.1,147,120.3,126,133.8,112.8,11.1,13.2,7.5
５人以上,鉱業,18.4,18.6,17.4,148.3,151,135.5,135,137,125.5,13.3,14,10
５人以上,建設業,18.2,18.5,16.8,151.4,154.6,133.2,138.2,140.4,125.6,13.2,14.2,7.6
５人以上,製造業,16.8,17.1,16,137.1,142.2,122.2,126.4,130.4,114.9,10.7,11.8,7.3
５人以上,電気・ガス・熱供給・水道業,17.3,17.5,16.3,145.1,148.6,129.1,131.5,134,120.1,13.6,14.6,9
５人以上,情報通信業,17.7,17.9,16.8,152.7,156.4,139,133.4,135.8,124.8,19.3,20.6,14.2
５人以上,運輸業,18.6,18.9,16.9,164.8,169.7,133.5,142,145.4,120.1,22.8,24.3,13.4
５人以上,卸売・小売業,17.4,17.8,16.7,133.3,143.1,118.6,126.1,134.8,113,7.2,8.3,5.6
５人以上,金融・保険業,17.6,17.9,17.2,143.5,147.3,138.4,129.5,132.7,125.2,14,14.6,13.2
５人以上,不動産業,18.2,18.7,17,144.6,151.1,128.8,134.1,139.5,121,10.5,11.6,7.8
５人以上,"飲食店,宿泊業",15.8,17.6,14.3,112,136.9,90.5,106.3,128.5,87.2,5.7,8.4,3.3
５人以上,"医療,福祉",16.3,16.3,16.2,118.7,124.2,117.1,112.6,118.6,110.9,6.1,5.6,6.2
５人以上,"教育,学習支援業",15.7,16.3,14.9,114.4,119.7,108.4,108.6,113.4,103.1,5.8,6.3,5.3
５人以上,複合サービス事業,17.5,17.6,17.1,140.5,145.5,126.5,130.9,135.5,118.1,9.6,10,8.4
５人以上,サービス業（他に分類されないもの）,17.6,18.1,16.8,141.9,149.6,128.8,129.4,135.1,119.8,12.5,14.5,9
30人以上,調査産業計,17.6,18,17,143.6,150.7,129.5,130.5,135.8,119.9,13.1,14.9,9.6
30人以上,鉱業,18.4,18.6,17.4,148.3,151,135.5,135,137,125.5,13.3,14,10
30人以上,建設業,18.5,18.7,17.6,155.1,156.9,143.2,140.6,141.8,132.4,14.5,15.1,10.8
30人以上,製造業,17,17.2,16.4,140.7,144.1,129.3,128.3,130.9,119.6,12.4,13.2,9.7
30人以上,電気・ガス・熱供給・水道業,17.4,17.6,16.1,144.9,148.7,128,131.4,134.1,119.2,13.5,14.6,8.8
30人以上,情報通信業,17.8,18,16.9,155.2,158.8,141,134.6,137,125.2,20.6,21.8,15.8
30人以上,運輸業,18.5,18.8,16.7,164.9,169.2,134.2,142.2,145.4,119.3,22.7,23.8,14.9
30人以上,卸売・小売業,18.1,18.2,18,141.9,148.2,130.6,133.4,138.8,123.7,8.5,9.4,6.9
30人以上,金融・保険業,17.5,17.8,17.1,143.6,146.1,140.1,128.9,131.6,125,14.7,14.5,15.1
30人以上,不動産業,17.8,18.2,16.9,142.1,148,128,129.6,134.8,117.1,12.5,13.2,10.9
30人以上,"飲食店,宿泊業",17.3,18.7,15.4,134.7,154,109.8,124.7,141.6,102.9,10,12.4,6.9
30人以上,"医療,福祉",16.9,16.3,17.1,126.7,125.9,127,119.8,119.3,120,6.9,6.6,7
30人以上,"教育,学習支援業",16.2,16.8,15.5,119.8,123.9,114,112.7,116.6,107.3,7.1,7.3,6.7
30人以上,複合サービス事業,17.8,17.8,17.7,143,147.3,120.9,132.5,136.5,111.9,10.5,10.8,9
30人以上,サービス業（他に分類されないもの）,17.7,18.2,16.9,144.9,153.8,130.6,130.9,137.4,120.4,14,16.4,10.2
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２０年１月分,,,,,,,,,,,,,
第２表  産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
