規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,6490477,4072868,2417609,130911,70397,60514,135386,69904,65482,6486002,4073361,2412641,20.4,10.4,37.2
５人以上,鉱業,2083,1727,356,17,17,0,33,33,0,2067,1711,356,1.9,0.1,10.4
５人以上,建設業,346900,293676,53224,2846,2466,380,3621,3078,543,346125,293064,53061,4.2,2,16.4
５人以上,製造業,721741,535706,186035,8890,5920,2970,8456,5706,2750,722175,535920,186255,8.9,2.5,27.3
５人以上,電気・ガス・熱供給・水道業,39152,32162,6990,225,192,33,121,104,17,39256,32250,7006,8.6,6.7,17.1
５人以上,情報通信業,603422,474829,128593,9757,7411,2346,7123,4858,2265,606056,477382,128674,5.2,2.4,15.5
５人以上,運輸業,325217,282417,42800,5758,4854,904,5409,4244,1165,325566,283027,42539,12,9.1,31.7
５人以上,卸売・小売業,1414708,852937,561771,30745,17136,13609,29296,15322,13974,1416157,854751,561406,26.5,12.1,48.5
５人以上,金融・保険業,400069,223509,176560,9512,5209,4303,8423,4738,3685,401158,223980,177178,7.3,1.9,14.2
５人以上,不動産業,112491,79424,33067,1227,818,409,2174,1496,678,111544,78746,32798,12,5.9,26.6
５人以上,"飲食店,宿泊業",478157,226954,251203,22615,10607,12008,22885,11733,11152,477887,225828,252059,65.7,49.4,80.4
５人以上,"医療,福祉",407487,86041,321446,9018,1927,7091,10855,1539,9316,405650,86429,319221,31,19.5,34.1
５人以上,"教育,学習支援業",342153,184104,158049,4636,1867,2769,11991,5531,6460,334798,180440,154358,24.6,19.5,30.6
５人以上,複合サービス事業,55511,40497,15014,394,150,244,1163,799,364,54742,39848,14894,18.1,10.7,37.9
５人以上,サービス業（他に分類されないもの）,1241386,758885,482501,25271,11823,13448,23836,10723,13113,1242821,759985,482836,17.5,11.2,27.5
30人以上,調査産業計,4365258,2895601,1469657,77068,43410,33658,78785,41051,37734,4363541,2897960,1465581,14,7,27.9
30人以上,鉱業,2083,1727,356,17,17,0,33,33,0,2067,1711,356,1.9,0.1,10.4
30人以上,建設業,209029,182066,26963,1493,1370,123,2321,2049,272,208201,181387,26814,2.7,1.4,11.5
30人以上,製造業,513824,394228,119596,5733,3966,1767,5651,3924,1727,513906,394270,119636,6.3,1.7,21.2
30人以上,電気・ガス・熱供給・水道業,36371,29816,6555,159,151,8,73,56,17,36457,29911,6546,8.3,6.7,15.7
30人以上,情報通信業,503443,401746,101697,7496,5580,1916,5954,3911,2043,504985,403415,101570,5.1,2.4,15.9
30人以上,運輸業,258393,226964,31429,4891,4118,773,4886,3826,1060,258398,227256,31142,12,9.7,28.1
30人以上,卸売・小売業,819441,521523,297918,17720,10206,7514,14604,8486,6118,822557,523243,299314,19.1,6.2,41.8
30人以上,金融・保険業,331139,191395,139744,8315,4795,3520,7355,4481,2874,332099,191709,140390,6.5,2,12.6
30人以上,不動産業,66411,46643,19768,836,555,281,1246,832,414,66001,46366,19635,11.9,6.1,25.8
30人以上,"飲食店,宿泊業",174229,99969,74260,4941,2549,2392,5669,2666,3003,173501,99852,73649,50.2,35.3,70.5
30人以上,"医療,福祉",258556,60758,197798,5044,1474,3570,7573,1302,6271,256027,60930,195097,21.9,16.8,23.5
30人以上,"教育,学習支援業",252377,147733,104644,1225,607,618,5246,1113,4133,248356,147227,101129,17.6,13.5,23.5
30人以上,複合サービス事業,39757,33092,6665,196,13,183,969,799,170,38984,32306,6678,18,12.3,46
30人以上,サービス業（他に分類されないもの）,900205,557941,342264,19002,8009,10993,17205,7573,9632,902002,558377,343625,14.5,8.9,23.7
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２０年３月分,,,,,,,,,,,,,,,,
第３表  産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
