規模,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
500人以上,19.6,19.8,19.1,160.8,166.1,150.1,143.9,147.6,136.4,16.9,18.5,13.7
100～499人,19.8,20.3,18.8,163.4,171.7,147,148,154.4,135.3,15.4,17.3,11.7
100人以上,19.7,20.1,19,162.4,169.4,148.3,146.3,151.6,135.8,16.1,17.8,12.5
30～99人,19.7,20.2,18.6,157.7,167.5,139.3,145.2,152.8,130.9,12.5,14.7,8.4
５～29人,18.9,20.1,17.4,143.8,161.6,121.6,135.9,151,117.1,7.9,10.6,4.5
30人以上,19.7,20.1,18.8,160.7,168.7,145,145.9,152,134,14.8,16.7,11
５人以上,19.4,20.1,18.3,155.1,166.6,135.9,142.6,151.7,127.4,12.5,14.9,8.5
,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２０年４月分,,,,,,,,,,,,
第９表  規模、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,
調査産業計,,,,,,,,,,,,
