規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,471818,545132,318839,426962,491681,291918,390116,36846,44856,53451,26921
100～499人,430137,499276,292428,379579,439419,260390,349492,30087,50558,59857,32038
100人以上,447008,518006,302920,398758,460766,272915,365935,32823,48250,57240,30005
30～99人,352985,417098,233071,349225,413188,229591,330697,18528,3760,3910,3480
５～29人,268085,339054,179614,262508,331122,176973,251236,11272,5577,7932,2641
30人以上,412941,482087,276734,380811,443830,256673,353168,27643,32130,38257,20061
５人以上,365519,440701,238712,342082,411218,225471,319798,22284,23437,29483,13241
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２０年２月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
