規模,和暦年,西暦年,年平均・月・対前年同月比,調査産業計,調査産業計／対前年比・対前年同月比（％）,鉱業,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業,卸売・小売業,金融・保険業,不動産業,飲食店，宿泊業,医療，福祉,教育，学習支援業,複合サービス事業,サービス業（他に分類されないもの）
５人以上,平成15,2003,年平均,94.3,－,119.6,92.7,103.2,90.1,－,－,－,－,－,－,－,－,－,－
５人以上,平成16,2004,年平均,95.5,1.3,109,93.8,103.8,108.9,－,－,－,－,－,－,－,－,－,－
５人以上,平成17,2005,年平均,100,4.7,100,100,100,100,100,100,100,100,100,100,100,100,100,100
５人以上,平成18,2006,年平均,100.6,0.6,111.8,96.8,100.5,98.8,99.3,100.1,103.2,100.4,108.1,93.2,105,100.3,101.1,98.3
５人以上,平成19,2007,年平均,101.3,0.7,103.9,98.7,99,98,103.4,101.4,102.9,100.3,110.4,93.5,106.6,98.8,96.9,100
５人以上,平成19,2007,1月,82,-1.6,75.2,83.1,77.7,74.2,82,86.5,82.7,74.5,92,86.7,88.3,74.6,78.7,84.7
５人以上,平成19,2007,2月,82.3,-1.2,73.7,83.9,77.5,72.7,78.9,84.8,83.9,84.8,86.9,86.2,88.2,76.2,76.9,82.6
５人以上,平成19,2007,3月,87.2,1.6,77.3,86.2,78.4,76.6,90.3,87.3,84.7,91.3,96.6,101.2,93.7,88.7,75.1,87
５人以上,平成19,2007,4月,84.8,0.1,70.4,86,81,76.2,84.1,91.9,85.8,77.7,94.1,87.4,90.4,82.7,78.6,84.9
５人以上,平成19,2007,5月,83.6,1.7,75,84.8,77.7,71.6,87.4,81.7,83.4,82.3,96.7,87.7,91.8,79.5,73.1,82.6
５人以上,平成19,2007,6月,163.8,7.8,285.1,134.3,168.1,215.6,163.1,133.3,167.7,208.2,156.8,110.9,166.2,181.6,177.4,148.4
５人以上,平成19,2007,7月,109,-8.9,72.6,117.1,112.1,73.8,114.9,121.5,119.7,85.8,126.7,98.4,107.4,88,85.7,106.1
５人以上,平成19,2007,8月,82.2,0.4,72.2,84.5,77.7,71,81.6,85.4,85.4,76.9,96.9,86.1,84.4,72.4,74.6,83.5
５人以上,平成19,2007,9月,80.9,0.1,78,82.1,77,71.1,85.6,82.8,82,74.3,87.1,81.4,84.6,72.5,72.6,83
５人以上,平成19,2007,10月,81.5,-0.1,77.1,83.5,76.9,76.6,82,83.2,83.6,74.3,87.1,81.7,87.3,77,93.4,82.7
５人以上,平成19,2007,11月,89.1,2.2,74.8,89.2,82.2,93,96.7,96.1,87.2,74.1,94.2,82.8,95.7,87.9,88.6,95.9
５人以上,平成19,2007,12月,188.4,1.4,214.4,168.8,200.7,202.5,193.2,181.4,187.9,198.7,208.9,131.5,201,203.6,187.5,178.1
５人以上,平成20,2008,1月,85.2,3.9,74,79.9,77.7,71.3,82.6,83.1,88,105.3,85.1,85.6,88.3,70.4,92.1,84.7
５人以上,平成20,2008,1月（対前年同月比（％））,－,－,-1.6,-3.9,0,-3.9,0.7,-3.9,6.4,41.3,-7.5,-1.3,0,-5.6,17,0
30人以上,平成15,2003,年平均,95.1,－,106.4,93.1,105.9,91.5,－,－,－,－,－,－,－,－,－,－
30人以上,平成16,2004,年平均,97.1,2.1,109.4,91.7,105.2,111.8,－,－,－,－,－,－,－,－,－,－
30人以上,平成17,2005,年平均,100,3,100,100,100,100,100,100,100,100,100,100,100,100,100,100
30人以上,平成18,2006,年平均,100.6,0.6,101.9,97.3,100.9,99.4,99.1,102.8,103.6,100.6,104.7,91.8,100.8,101,100.3,98.5
30人以上,平成19,2007,年平均,102.2,1.6,94.7,99.2,100.1,98.8,102.8,101.8,103.8,100.8,102.4,97,108.6,103.4,96.3,101
30人以上,平成19,2007,1月,79.9,-1.2,68.5,80,76.2,74.6,79.3,86.9,79.6,72.9,81.8,84.6,85.9,75.2,77.7,84.4
30人以上,平成19,2007,2月,80.8,-1.2,67.2,80.7,75.9,72.7,77.3,85.3,80.1,86.4,79.7,86.1,86,77.9,74.6,81.9
30人以上,平成19,2007,3月,86.6,3.1,70.4,85.3,77,76.3,89.6,88.9,81.9,91.8,86,113.3,93.9,91.7,73.8,87.1
30人以上,平成19,2007,4月,83.8,1.3,64.2,84.6,79.7,76.1,83.2,93.9,83.5,78,85.9,84.9,89.2,84.6,78.7,85.2
30人以上,平成19,2007,5月,82.6,3.3,68.4,84.6,76.3,71.1,87.2,82.3,80.9,82.9,82.3,88.6,91.7,82.5,71.1,81.8
30人以上,平成19,2007,6月,178.5,10.7,259.9,151.8,187.9,223.8,171.9,136.3,192,212,162.1,124.8,166.9,195.1,181.8,160.2
30人以上,平成19,2007,7月,106.1,-11,66.2,113,105.9,71.9,110.3,117.1,118.2,85.4,117.7,99.9,111.7,87.7,72.5,105.6
30人以上,平成19,2007,8月,80.3,1.5,65.8,79.4,75.1,71,80.2,85.4,82.4,75.9,79.5,87.9,85.8,75.1,76.1,82.4
30人以上,平成19,2007,9月,80,1.8,71.1,79.8,75.1,70.9,84.4,83.9,79.2,74.8,82.7,82.5,87.1,75,71.6,82.5
30人以上,平成19,2007,10月,80.3,0.9,70.3,79.8,75.1,77.1,79.8,82.9,80.5,74.5,80.3,81.9,89.3,80.5,98.5,82.6
30人以上,平成19,2007,11月,89.1,3.5,68.2,89.9,81.4,94.2,93.8,97.4,85.4,73.6,82,82.6,95,94.8,88.3,97.9
30人以上,平成19,2007,12月,197.8,1.7,195.5,180.9,214.7,205.4,195.8,180.9,201.2,200.5,208.7,145.9,219.5,220.2,190.2,180
30人以上,平成20,2008,1月,85.2,6.6,67.4,78.8,76.3,71.7,80.5,83.4,86.3,108.5,84.2,97,87.7,73.9,100.1,83.4
30人以上,平成20,2008,1月（対前年同月比（％））,－,－,-1.6,-1.5,0.1,-3.9,1.5,-4,8.4,48.8,2.9,14.7,2.1,-1.7,28.8,-1.2
,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２０年１月分,,,,,,,,,,,,,,,,,,,
第15表　実質賃金指数（現金給与総額）,,,,,,,,,,,,,,,,,,,
（平成１７年平均＝100）,,,,,,,,,,,,,,,,,,,
実質賃金指数 ＝ 名目賃金指数（現金給与総額）÷ 東京都区部消費者物価指数×１００,,,,,,,,,,,,,,,,,,,
