規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,484379,464024,421346,42678,20355,119972,116459,109092,7367,3513
100～499人,437825,421099,385196,35903,16726,137536,136601,127798,8803,935
100人以上,457275,439033,400299,38734,18242,131890,130126,121785,8341,1764
30～99人,441757,408562,384550,24012,33195,112409,111096,106518,4578,1313
５～29人,358418,347318,331323,15995,11100,93920,93575,90784,2791,345
30人以上,451915,428509,394860,33649,23406,122861,121306,114709,6597,1555
５人以上,426407,406358,377526,28832,20049,107516,106603,102024,4579,913
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２０年４月分,,,,,,,,,,
第10表  規模、就業形態別労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
