規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,6621892,4158571,2463321,123021,63254,59767,127570,66044,61526,6617343,4155781,2461562,20.1,10.6,36.1
５人以上,鉱業,2082,1710,372,8,8,0,12,12,0,2078,1706,372,1.9,0.1,9.9
５人以上,建設業,355309,300915,54394,4521,3850,671,4506,3381,1125,355324,301384,53940,3.6,1.6,14.7
５人以上,製造業,734757,544220,190537,6503,4748,1755,10398,7039,3359,730862,541929,188933,8.7,2.6,26.1
５人以上,電気・ガス・熱供給・水道業,39547,32433,7114,99,40,59,1315,764,551,38331,31709,6622,7.5,6.1,14.5
５人以上,情報通信業,630429,492628,137801,5509,3622,1887,12576,7877,4699,623362,488373,134989,4.7,2,14.5
５人以上,運輸業,323517,279674,43843,7091,5260,1831,5972,5045,927,324636,279889,44747,11.3,8.3,30.1
５人以上,卸売・小売業,1442099,866833,575266,29760,14785,14975,21971,12116,9855,1449888,869502,580386,26.7,12.3,48.2
５人以上,金融・保険業,411627,229169,182458,3596,2107,1489,8633,5280,3353,406590,225996,180594,7.3,2.1,13.9
５人以上,不動産業,116086,81340,34746,1636,1165,471,2142,1045,1097,115580,81460,34120,12.3,6,27.4
５人以上,"飲食店,宿泊業",481314,229915,251399,23419,11339,12080,19888,8112,11776,484845,233142,251703,65.1,51.1,78
５人以上,"医療,福祉",415437,90892,324545,10068,2798,7270,8857,2060,6797,416648,91630,325018,30.3,21.2,32.9
５人以上,"教育,学習支援業",358758,197720,161038,3975,1514,2461,3634,1181,2453,359099,198053,161046,24.8,20.4,30.2
５人以上,複合サービス事業,55276,40023,15253,134,134,0,240,227,13,55170,39930,15240,19.2,11.1,40.4
５人以上,サービス業（他に分類されないもの）,1255654,771099,484555,26702,11884,14818,27426,11905,15521,1254930,771078,483852,16.8,11,26.1
30人以上,調査産業計,4474108,2964073,1510035,69816,37529,32287,77230,41517,35713,4466694,2960085,1506609,13.9,6.9,27.5
30人以上,鉱業,2082,1710,372,8,8,0,12,12,0,2078,1706,372,1.9,0.1,9.9
30人以上,建設業,215707,188043,27664,2714,2402,312,2211,1768,443,216210,188677,27533,2.6,1.2,12.6
30人以上,製造業,525891,401710,124181,4954,3757,1197,6856,4587,2269,523989,400880,123109,6,1.7,20.2
30人以上,電気・ガス・熱供給・水道業,36672,29987,6685,72,40,32,1268,717,551,35476,29310,6166,7.1,5.9,12.9
30人以上,情報通信業,528666,420353,108313,4167,2617,1550,10925,6567,4358,521908,416403,105505,4.6,1.8,15.5
30人以上,運輸業,255798,223422,32376,5904,4757,1147,4692,3882,810,257010,224297,32713,11.1,8.8,26.6
30人以上,卸売・小売業,838229,531649,306580,15391,7698,7693,11746,7087,4659,841874,532260,309614,19.1,6.3,41.3
30人以上,金融・保険業,341276,197223,144053,2566,1593,973,7192,4595,2597,336650,194221,142429,6.6,2.3,12.6
30人以上,不動産業,67730,47381,20349,858,564,294,1340,880,460,67248,47065,20183,11.4,6,23.8
30人以上,"飲食店,宿泊業",176148,100356,75792,7474,3694,3780,5852,2229,3623,177770,101821,75949,49.4,34.9,68.8
30人以上,"医療,福祉",263585,61279,202306,5213,1549,3664,4397,765,3632,264401,62063,202338,21.3,17.1,22.6
30人以上,"教育,学習支援業",270325,163073,107252,2163,568,1595,1861,534,1327,270627,163107,107520,18.5,15.1,23.5
30人以上,複合サービス事業,39151,32345,6806,114,114,0,240,227,13,39025,32232,6793,18.4,12.6,46
30人以上,サービス業（他に分類されないもの）,912848,565542,347306,18218,8168,10050,18638,7667,10971,912428,566043,346385,14.7,9.2,23.9
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２０年６月分,,,,,,,,,,,,,,,,
第３表  産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
