規模,産業,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,調査産業計,5302737,87058,88074,5305537,1312662,62081,54572,1316355
５人以上,鉱業,2052,12,21,2043,39,0,0,39
５人以上,建設業,345185,4133,7037,342102,13190,196,358,13207
５人以上,製造業,670714,7108,7561,670262,65529,1169,2202,64495
５人以上,電気・ガス・熱供給・水道業,36642,346,578,36408,3237,0,100,3139
５人以上,情報通信業,602657,5419,7189,600747,29540,849,847,29682
５人以上,運輸業,288805,5354,7641,286559,38962,668,2631,36958
５人以上,卸売・小売業,1059985,16369,17117,1061998,376752,17645,11535,380101
５人以上,金融・保険業,378734,8373,4901,382208,30109,471,1159,29419
５人以上,不動産業,101943,2497,2080,102356,13859,305,438,13730
５人以上,"飲食店,宿泊業",167754,11212,5156,174392,300532,19615,12643,306922
５人以上,"医療,福祉",291467,5500,5081,292166,125400,4419,6268,123271
５人以上,"教育,学習支援業",275129,2245,3551,273987,82645,5705,3415,84771
５人以上,複合サービス事業,44950,238,426,44762,10379,173,38,10514
５人以上,サービス業（他に分類されないもの）,1036720,18252,19735,1035547,222489,10866,12938,220107
30人以上,調査産業計,3860801,55483,57620,3861768,619785,24903,29244,612340
30人以上,鉱業,2052,12,21,2043,39,0,0,39
30人以上,建設業,212269,1724,4014,209799,5873,141,286,5908
30人以上,製造業,494249,4992,5475,493767,33006,524,1405,32124
30人以上,電気・ガス・熱供給・水道業,34210,129,416,33922,2822,0,73,2750
30人以上,情報通信業,505620,3855,4754,504721,24312,341,708,23945
30人以上,運輸業,229506,4097,6730,226873,30851,668,2594,28925
30人以上,卸売・小売業,677186,9743,9168,680233,159883,4316,3731,157996
30人以上,金融・保険業,316510,7187,4327,319372,22522,344,960,21904
30人以上,不動産業,60904,897,1713,60084,7650,251,259,7646
30人以上,"飲食店,宿泊業",88199,2533,1754,88979,83905,6526,3261,87169
30人以上,"医療,福祉",207788,3624,2601,208932,56326,1817,3369,54653
30人以上,"教育,学習支援業",222262,1678,1392,222713,45751,3900,1874,47612
30人以上,複合サービス事業,32048,0,37,32011,7051,127,38,7140
30人以上,サービス業（他に分類されないもの）,777998,15012,15218,778319,139794,5948,10686,134529
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２０年５月分,,,,,,,,,
第７表  産業、就業形態別労働者数,,,,,,,,,
