規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,458975,527012,316627,430766,495375,295592,391350,39416,28209,31637,21035
100～499人,434522,498764,306724,382865,442669,263895,351751,31114,51657,56095,42829
100人以上,444422,510313,310653,402258,464218,276470,367783,34475,42164,46095,34183
30～99人,408919,485014,265898,352766,415708,234467,332439,20327,56153,69306,31431
５～29人,272940,344562,184019,260387,328979,175229,248496,11891,12553,15583,8790
30人以上,431564,501302,293913,384333,446940,260759,354982,29351,47231,54362,33154
５人以上,379640,456035,250799,343761,412872,227204,320126,23635,35879,43163,23595
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２０年３月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
