規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,19.7,20.4,18.6,156.5,168.3,137,144.6,154,129.1,11.9,14.3,7.9
５人以上,鉱業,21.1,21.3,20.1,168.2,171,155.1,154.2,156.3,144.4,14,14.7,10.7
５人以上,建設業,21.5,21.8,19.7,180.2,184.4,158.1,165.3,168.3,149.6,14.9,16.1,8.5
５人以上,製造業,20.5,20.9,19.5,166.9,173.5,148.8,154.8,159.9,140.7,12.1,13.6,8.1
５人以上,電気・ガス・熱供給・水道業,20.3,20.5,19.6,169,171.6,156,154.8,156.6,145.5,14.2,15,10.5
５人以上,情報通信業,20.5,20.7,19.8,174.8,178.4,162,155.4,157.8,146.7,19.4,20.6,15.3
５人以上,運輸業,20.6,20.8,19.2,179.8,184.5,150.8,156.6,159.7,137.3,23.2,24.8,13.5
５人以上,卸売・小売業,19.9,20.6,18.8,152.2,165.2,133.1,144.6,156.3,127.6,7.6,8.9,5.5
５人以上,金融・保険業,20.3,20.8,19.6,163.4,169.5,155.6,148.9,154.2,142.2,14.5,15.3,13.4
５人以上,不動産業,20.5,21.1,19.1,163.6,172.7,144.3,152.3,159.7,136.7,11.3,13,7.6
５人以上,"飲食店,宿泊業",16.2,17.6,14.9,113.5,134.3,93.4,107.4,125.4,90,6.1,8.9,3.4
５人以上,"医療,福祉",18.6,18.7,18.6,134.3,142.9,131.8,127.9,136.4,125.5,6.4,6.5,6.3
５人以上,"教育,学習支援業",17.7,18.1,17.2,130.9,135.1,125.6,122.8,125.2,119.7,8.1,9.9,5.9
５人以上,複合サービス事業,18.6,18.5,18.8,154.3,159.9,139.9,142.5,147.3,130.3,11.8,12.6,9.6
５人以上,サービス業（他に分類されないもの）,20.1,20.6,19.3,162.1,171.1,148,148.5,155.1,138.1,13.6,16,9.9
30人以上,調査産業計,20.1,20.6,19.2,162.8,171.2,146.2,148.9,155.3,136.2,13.9,15.9,10
30人以上,鉱業,21.1,21.3,20.1,168.2,171,155.1,154.2,156.3,144.4,14,14.7,10.7
30人以上,建設業,21.4,21.6,19.9,182.3,184.9,164.3,165.1,166.9,152.8,17.2,18,11.5
30人以上,製造業,20.5,20.7,19.8,169.2,173.3,156.3,155.4,158.5,145.5,13.8,14.8,10.8
30人以上,電気・ガス・熱供給・水道業,20.4,20.6,19.6,169.7,172.4,156.4,155.3,157.3,145.5,14.4,15.1,10.9
30人以上,情報通信業,20.6,20.7,19.9,176,179.3,163.2,155.1,157.4,146.2,20.9,21.9,17
30人以上,運輸業,20.5,20.7,19.1,179.6,183.4,152.7,156.6,159.4,136.9,23,24,15.8
30人以上,卸売・小売業,20.6,21.1,19.9,160.9,170,145.2,151.9,160,137.9,9,10,7.3
30人以上,金融・保険業,20.3,20.8,19.6,163.8,168.8,157,148.4,153.1,142,15.4,15.7,15
30人以上,不動産業,20.6,21.1,19.4,165.2,172.3,148.5,150.9,157.1,136.4,14.3,15.2,12.1
30人以上,"飲食店,宿泊業",17.7,19,15.9,135.1,154.8,108.9,125.9,143.2,102.9,9.2,11.6,6
30人以上,"医療,福祉",18.8,18.6,18.9,139.4,141.6,138.7,132.5,134.4,131.9,6.9,7.2,6.8
30人以上,"教育,学習支援業",18.3,18.5,17.9,136.9,139.6,132.8,127.6,128.7,125.9,9.3,10.9,6.9
30人以上,複合サービス事業,18.4,18.4,18.6,154.9,160.5,128.2,142.3,147,119.8,12.6,13.5,8.4
30人以上,サービス業（他に分類されないもの）,20.1,20.5,19.3,163.1,171.9,148.9,148.2,154.7,137.8,14.9,17.2,11.1
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２０年７月分,,,,,,,,,,,,,
第２表  産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
