規模,産業,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
５人以上,調査産業計,432195,402852,375921,26931,29343,104732,104394,100287,4107,338
５人以上,鉱業,478743,474925,441841,33084,3818,87897,87897,87897,0,0
５人以上,建設業,408870,405021,376091,28930,3849,155031,154998,148223,6775,33
５人以上,製造業,413885,410730,384634,26096,3155,119376,119004,115141,3863,372
５人以上,電気・ガス・熱供給・水道業,501861,501861,451055,50806,0,190710,190487,182973,7514,223
５人以上,情報通信業,414682,401822,365118,36704,12860,136083,136011,121050,14961,72
５人以上,運輸業,393771,389821,332663,57158,3950,135481,135259,117514,17745,222
５人以上,卸売・小売業,423112,407031,389395,17636,16081,101011,100908,97229,3679,103
５人以上,金融・保険業,790495,497570,466970,30600,292925,138129,137918,132185,5733,211
５人以上,不動産業,394276,387497,368876,18621,6779,100305,100229,97788,2441,76
５人以上,"飲食店,宿泊業",342623,335010,315605,19405,7613,78534,78518,76083,2435,16
５人以上,"医療,福祉",374392,371421,347716,23705,2971,122975,122763,119668,3095,212
５人以上,"教育,学習支援業",446992,438484,419565,18919,8508,92454,91309,90347,962,1145
５人以上,複合サービス事業,420972,418684,398413,20271,2288,101745,101745,99943,1802,0
５人以上,サービス業（他に分類されないもの）,379708,370255,344798,25457,9453,121039,119925,114958,4967,1114
30人以上,調査産業計,460992,423684,392479,31205,37308,118973,118517,112664,5853,456
30人以上,鉱業,478743,474925,441841,33084,3818,87897,87897,87897,0,0
30人以上,建設業,424241,422208,390052,32156,2033,187271,187184,181436,5748,87
30人以上,製造業,439534,436068,405776,30292,3466,135624,135382,128708,6674,242
30人以上,電気・ガス・熱供給・水道業,513023,513023,459800,53223,0,195430,195430,187229,8201,0
30人以上,情報通信業,423200,408564,368523,40041,14636,128661,128573,115214,13359,88
30人以上,運輸業,390456,387280,330682,56598,3176,139738,139459,118324,21135,279
30人以上,卸売・小売業,449341,435274,413920,21354,14067,114231,114112,109076,5036,119
30人以上,金融・保険業,878016,527166,495660,31506,350850,147899,147772,140927,6845,127
30人以上,不動産業,408176,404453,379049,25404,3723,89099,88964,87216,1748,135
30人以上,"飲食店,宿泊業",397179,391422,365565,25857,5757,91840,91783,87671,4112,57
30人以上,"医療,福祉",399593,395889,366142,29747,3704,132938,132550,128013,4537,388
30人以上,"教育,学習支援業",480003,469705,447259,22446,10298,103422,102142,101429,713,1280
30人以上,複合サービス事業,453117,450057,428791,21266,3060,105208,105208,103991,1217,0
30人以上,サービス業（他に分類されないもの）,391104,379479,349291,30188,11625,124401,123256,117818,5438,1145
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２０年２月分,,,,,,,,,,,
第５表  産業、就業形態別労働者の１人平均月間現金給与額,,,,,,,,,,,
