規模,産業,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
５人以上,調査産業計,962499,398825,371835,26990,563674,123051,105534,101000,4534,17517
５人以上,鉱業,1689618,489958,458046,31912,1199660,100324,100324,95243,5081,0
５人以上,建設業,810255,397481,367518,29963,412774,183972,162749,157518,5231,21223
５人以上,製造業,1036734,404935,381657,23278,631799,150583,119921,115391,4530,30662
５人以上,電気・ガス・熱供給・水道業,1606268,494909,452290,42619,1111359,549222,214323,204804,9519,334899
５人以上,情報通信業,937551,404708,366474,38234,532843,125626,119821,109929,9892,5805
５人以上,運輸業,889841,384203,328304,55899,505638,138906,128076,112626,15450,10830
５人以上,卸売・小売業,895960,401759,385105,16654,494201,118826,101099,97752,3347,17727
５人以上,金融・保険業,1287122,479173,447279,31894,807949,188194,128508,123781,4727,59686
５人以上,不動産業,907420,385746,366510,19236,521674,112831,101766,99002,2764,11065
５人以上,"飲食店,宿泊業",711076,324225,303750,20475,386851,81205,78764,75003,3761,2441
５人以上,"医療,福祉",930148,372872,350572,22300,557276,135914,120808,116310,4498,15106
５人以上,"教育,学習支援業",1422908,434092,410490,23602,988816,141601,94912,93259,1653,46689
５人以上,複合サービス事業,1219136,427494,393547,33947,791642,163464,128963,115031,13932,34501
５人以上,サービス業（他に分類されないもの）,852800,371135,344913,26222,481665,146453,128689,122814,5875,17764
30人以上,調査産業計,1078979,421830,390462,31368,657149,148238,120240,113902,6338,27998
30人以上,鉱業,1689618,489958,458046,31912,1199660,100324,100324,95243,5081,0
30人以上,建設業,956196,416315,380292,36023,539881,189112,184443,178009,6434,4669
30人以上,製造業,1194436,431378,404268,27110,763058,183034,133719,126430,7289,49315
30人以上,電気・ガス・熱供給・水道業,1674008,508385,463434,44951,1165623,566490,218190,208290,9900,348300
30人以上,情報通信業,1017273,416798,374067,42731,600475,131650,126316,114160,12156,5334
30人以上,運輸業,895330,385329,329809,55520,510001,151100,137154,119877,17277,13946
30人以上,卸売・小売業,1025748,430614,410783,19831,595134,149204,117953,112777,5176,31251
30人以上,金融・保険業,1373898,504703,471854,32849,869195,203176,131980,126965,5015,71196
30人以上,不動産業,1062879,407382,380495,26887,655497,102648,96180,94190,1990,6468
30人以上,"飲食店,宿泊業",969395,408930,383606,25324,560465,85526,83658,79393,4265,1868
30人以上,"医療,福祉",1045952,390034,362527,27507,655918,156985,136527,130971,5556,20458
30人以上,"教育,学習支援業",1567285,463143,435253,27890,1104142,176879,102474,100634,1840,74405
30人以上,複合サービス事業,1255230,451520,413485,38035,803710,181795,141666,123117,18549,40129
30人以上,サービス業（他に分類されないもの）,909338,383338,352798,30540,526000,153119,132643,125391,7252,20476
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２０年１２月分,,,,,,,,,,,
第５表  産業、就業形態別労働者の１人平均月間現金給与額,,,,,,,,,,,
