規模,和暦年,西暦年,年平均・月・対前年同月比,調査産業計,調査産業計／対前年比・対前年同月比（％）,鉱業,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業,卸売・小売業,金融・保険業,不動産業,飲食店，宿泊業,医療，福祉,教育，学習支援業,複合サービス事業,サービス業（他に分類されないもの）
５人以上,平成15,2003,年平均,94.9,－,120.3,93.3,103.8,90.6,－,－,－,－,－,－,－,－,－,－
５人以上,平成16,2004,年平均,96.1,1.3,109.7,94.4,104.4,109.6,－,－,－,－,－,－,－,－,－,－
５人以上,平成17,2005,年平均,100,4.1,100,100,100,100,100,100,100,100,100,100,100,100,100,100
５人以上,平成18,2006,年平均,100.8,0.8,112,97,100.7,99,99.5,100.3,103.4,100.6,108.3,93.4,105.2,100.5,101.3,98.5
５人以上,平成19,2007,年平均,101.4,0.6,104,98.8,99.1,98.1,103.5,101.5,103,100.4,110.5,93.6,106.7,98.9,97,100.1
５人以上,平成19,2007,7月,108.8,-9,72.5,116.9,111.9,73.7,114.7,121.3,119.5,85.6,126.4,98.2,107.2,87.8,85.5,105.9
５人以上,平成19,2007,8月,82.5,0,72.5,84.8,78,71.3,81.9,85.7,85.7,77.2,97.3,86.4,84.7,72.7,74.9,83.8
５人以上,平成19,2007,9月,81.3,-0.1,78.4,82.5,77.4,71.5,86,83.2,82.4,74.7,87.5,81.8,85,72.9,73,83.4
５人以上,平成19,2007,10月,82,-0.1,77.6,84,77.4,77.1,82.5,83.7,84.1,74.7,87.6,82.2,87.8,77.5,94,83.2
５人以上,平成19,2007,11月,89.3,2.4,74.9,89.4,82.4,93.2,96.9,96.3,87.4,74.2,94.4,83,95.9,88.1,88.8,96.1
５人以上,平成19,2007,12月,189.2,1.7,215.3,169.5,201.5,203.3,194,182.1,188.7,199.5,209.7,132,201.8,204.4,188.3,178.8
５人以上,平成20,2008,1月,85.3,4.3,74.1,80,77.8,71.4,82.7,83.2,88.1,105.4,85.2,85.7,88.4,70.5,92.2,84.8
５人以上,平成20,2008,2月,86.2,5.5,73.5,82,77.8,72,83.6,83.7,87.9,115.7,80.6,84.3,89.1,73,84.2,83.1
５人以上,平成20,2008,3月,89.5,2.9,76.5,86,78.2,76.3,91.5,87.4,95.9,87.3,85.4,103.8,100.8,90.1,85.6,86.6
５人以上,平成20,2008,4月,85.3,0.4,74.8,81.8,81.1,75.8,85.3,89.3,92.2,74.8,87.9,84.5,92.4,79.9,90,84.7
５人以上,平成20,2008,5月,84.8,1.1,74.2,80.6,78.4,71.1,93.5,91.4,90.2,75.3,91.1,86.4,89.1,71.9,88,83.8
５人以上,平成20,2008,6月,163.2,-0.5,290.4,131.6,171,211.1,160,140.3,170.2,196.4,144,98.6,169.6,188.7,213.6,146.7
５人以上,平成20,2008,7月,109.3,0.5,92.9,112.6,114.3,74.6,107.3,124.5,122.5,82.1,120.5,100,115.9,83.5,100.9,109.7
５人以上,平成20,2008,7月（対前年同月比（％））,－,－,28.1,-3.7,2.1,1.2,-6.5,2.6,2.5,-4.1,-4.7,1.8,8.1,-4.9,18,3.6
30人以上,平成15,2003,年平均,95.7,－,107,93.7,106.5,92,－,－,－,－,－,－,－,－,－,－
30人以上,平成16,2004,年平均,97.7,2.1,110.1,92.3,105.8,112.5,－,－,－,－,－,－,－,－,－,－
30人以上,平成17,2005,年平均,100,2.4,100,100,100,100,100,100,100,100,100,100,100,100,100,100
30人以上,平成18,2006,年平均,100.8,0.8,102.1,97.5,101.1,99.6,99.3,103,103.8,100.8,104.9,92,101,101.2,100.5,98.7
30人以上,平成19,2007,年平均,102.3,1.5,94.8,99.3,100.2,98.9,102.9,101.9,103.9,100.9,102.5,97.1,108.7,103.5,96.4,101.1
30人以上,平成19,2007,7月,105.9,-11.1,66.1,112.8,105.7,71.8,110.1,116.9,118,85.2,117.5,99.7,111.5,87.5,72.4,105.4
30人以上,平成19,2007,8月,80.6,1.1,66.1,79.7,75.4,71.3,80.5,85.7,82.7,76.2,79.8,88.3,86.1,75.4,76.4,82.7
30人以上,平成19,2007,9月,80.4,1.5,71.5,80.2,75.5,71.3,84.8,84.3,79.6,75.2,83.1,82.9,87.5,75.4,72,82.9
30人以上,平成19,2007,10月,80.8,0.9,70.7,80.3,75.6,77.6,80.3,83.4,81,74.9,80.8,82.4,89.8,81,99.1,83.1
30人以上,平成19,2007,11月,89.3,3.7,68.3,90.1,81.6,94.4,94,97.6,85.6,73.7,82.2,82.8,95.2,95,88.5,98.1
30人以上,平成19,2007,12月,198.6,2.1,196.3,181.6,215.6,206.2,196.6,181.6,202,201.3,209.5,146.5,220.4,221.1,191,180.7
30人以上,平成20,2008,1月,85.3,7,67.5,78.9,76.4,71.8,80.6,83.5,86.4,108.6,84.3,97.1,87.8,74,100.2,83.5
30人以上,平成20,2008,2月,86.6,8,67,80,76.3,72.5,82.2,83.5,85,121.8,77.3,89.5,89.8,77.2,90.5,83
30人以上,平成20,2008,3月,90.5,4.7,69.8,87.7,76.8,77.1,88.9,88.3,97.5,88.2,82.8,129.7,104.3,98,88.3,86.8
30人以上,平成20,2008,4月,85,1.2,68.2,80.5,79.4,75.8,84.5,90.7,91.6,74.7,83.1,90.7,92.7,84.5,97.5,84.9
30人以上,平成20,2008,5月,84.8,2.3,67.7,79.7,77.2,71.6,93,94.6,89.6,75.5,91.6,91.9,89.1,75.3,93.6,83.9
30人以上,平成20,2008,6月,178.2,-0.3,264.8,144.8,189.1,220.4,168.7,145.4,196.6,202.5,155.2,109.3,178.3,209.7,234,152.4
30人以上,平成20,2008,7月,107,1,84.8,112.5,112.3,72.5,107.1,121.4,117,81,121,108.7,115.7,85.2,97.1,107.9
30人以上,平成20,2008,7月（対前年同月比（％））,－,－,28.3,-0.3,6.2,1,-2.7,3.8,-0.8,-4.9,3,9,3.8,-2.6,34.1,2.4
,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２０年７月分,,,,,,,,,,,,,,,,,,,
第12表　名目賃金指数（現金給与総額）,,,,,,,,,,,,,,,,,,,
（平成１７年平均＝100）,,,,,,,,,,,,,,,,,,,
