規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,18.6,19.1,17.6,147.5,158.1,129.9,136.3,144.6,122.5,11.2,13.5,7.4
５人以上,鉱業,19.7,20,17.8,154.5,158.3,134.6,147,150.3,129.6,7.5,8,5
５人以上,建設業,20.5,20.7,19,171.1,175,150.6,155.7,158.2,142.7,15.4,16.8,7.9
５人以上,製造業,19.2,19.5,18.4,155.8,161.9,138.5,144.7,149.4,131.5,11.1,12.5,7
５人以上,電気・ガス・熱供給・水道業,19.1,19.4,18.1,159.2,162,144.7,145.7,147.9,134.4,13.5,14.1,10.3
５人以上,情報通信業,18.8,18.9,18.2,161.1,164.4,149.1,142.4,144.6,134.3,18.7,19.8,14.8
５人以上,運輸業,19.6,19.9,18.2,170.9,176,139.5,149.1,152.6,127.7,21.8,23.4,11.8
５人以上,卸売・小売業,19,19.6,18.2,145.6,156.9,129.3,138.1,148.2,123.5,7.5,8.7,5.8
５人以上,金融・保険業,18.4,18.8,17.8,149.6,154.8,143,136.2,140.7,130.5,13.4,14.1,12.5
５人以上,不動産業,19.5,20.1,18.2,155.6,164,137.6,145.7,152.6,131,9.9,11.4,6.6
５人以上,"飲食店,宿泊業",15.7,16.9,14.5,110.2,130.6,90.6,104.7,122.4,87.7,5.5,8.2,2.9
５人以上,"医療,福祉",17.9,17.8,18,129.1,135.4,127.3,123.3,129.4,121.6,5.8,6,5.7
５人以上,"教育,学習支援業",15.6,15.8,15.4,114.3,116.5,111.5,108.4,109.9,106.5,5.9,6.6,5
５人以上,複合サービス事業,17.1,17.2,16.9,139.7,145.8,124.4,131.5,136.8,118.2,8.2,9,6.2
５人以上,サービス業（他に分類されないもの）,18.9,19.4,18.2,154.3,162.7,141,141.2,147.3,131.5,13.1,15.4,9.5
30人以上,調査産業計,18.7,19,18,151.8,158.9,137.7,138.8,144.1,128.3,13,14.8,9.4
30人以上,鉱業,19.7,20,17.8,154.5,158.3,134.6,147,150.3,129.6,7.5,8,5
30人以上,建設業,19.9,20.1,18.7,169,171.5,152.5,151.9,153.5,141.5,17.1,18,11
30人以上,製造業,18.9,19.1,18.3,155.5,159.3,142.9,142.9,145.7,133.6,12.6,13.6,9.3
30人以上,電気・ガス・熱供給・水道業,19.2,19.5,18.1,160.4,163.6,145.2,146.1,148.5,134.5,14.3,15.1,10.7
30人以上,情報通信業,18.7,18.8,18.3,161.4,164.1,150.9,141.4,143.2,134.4,20,20.9,16.5
30人以上,運輸業,19.5,19.7,17.9,171.1,175.3,141.6,149,151.9,128.3,22.1,23.4,13.3
30人以上,卸売・小売業,19.4,19.6,19.1,152.2,159.1,140.2,143.2,149.3,132.6,9,9.8,7.6
30人以上,金融・保険業,18.4,18.8,17.9,150.9,154.9,145.3,136.4,140.3,131,14.5,14.6,14.3
30人以上,不動産業,19.1,19.5,18.1,153.2,159.7,137.9,140.6,146.1,127.6,12.6,13.6,10.3
30人以上,"飲食店,宿泊業",16.7,18.1,14.9,127.7,147,102.5,119.6,136.6,97.3,8.1,10.4,5.2
30人以上,"医療,福祉",18.4,17.6,18.6,135.7,134.9,136,129.3,127.8,129.8,6.4,7.1,6.2
30人以上,"教育,学習支援業",15.9,16,15.6,116.9,118.5,114.6,110.1,111.4,108.2,6.8,7.1,6.4
30人以上,複合サービス事業,17,17,16.8,140.5,145.7,115.9,131.5,136.1,109.7,9,9.6,6.2
30人以上,サービス業（他に分類されないもの）,18.8,19.3,18.1,154.4,162.3,141.3,140.6,146.3,131,13.8,16,10.3
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２０年９月分,,,,,,,,,,,,,
第２表  産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
