種別,箇所数,１次／２次／３次,施設名称,所在地,区市町村
（１）緊急物資輸送対応施設等,6,1,大井食品ふ頭,大田区東海５・６丁目,大田
（１）緊急物資輸送対応施設等,※,1,芝浦ふ頭,港区海岸３丁目,港
（１）緊急物資輸送対応施設等,※,1,辰巳ふ頭,江東区辰巳３丁目,江東
（１）緊急物資輸送対応施設等,※,1,１０号地その１多目的ふ頭,江東区有明３丁目,江東
（１）緊急物資輸送対応施設等,※,1,品川ふ頭,港区港南５丁目／品川区東品川５丁目,港・品川
（１）緊急物資輸送対応施設等,※,1,大井コンテナふ頭,品川区八潮２丁目,品川
（２）その他の施設,7,3,晴海ふ頭,中央区晴海２・４・５丁目,中央
（２）その他の施設,※,3,竹芝ふ頭,港区海岸１丁目,港
（２）その他の施設,※,3,１０号地ふ頭（フェリーふ頭含む）,江東区有明４丁目,江東
（２）その他の施設,※,3,青海コンテナふ頭,江東区青海２丁目,江東
（２）その他の施設,※,3,１５号地ふ頭,江東区若洲,江東
（２）その他の施設,※,3,日の出ふ頭,港区海岸２丁目,港
（２）その他の施設,※,3,品川ふ頭,品川区東品川５丁目,品川
