年次,Year,地域階層,地域コード,地域,District,病院 Hospital／総数 Total,病院 Hospital／精神科病院 Psychiatric hospital,病院 Hospital／一般病院 General hospital,病院 Hospital／(再掲 Relisted)／救急告示病院 Designated emergency hospital,病院 Hospital／(再掲 Relisted)／療養病床を有するもの Hospital with long-term care beds,一般診療所 General  clinic,歯科診療所 Dental clinic
平成24,2012,0,13000,東京都,Tokyo-to,641,51,590,300,243,12711,10620
平成25,2013,0,13000,東京都,Tokyo-to,646,51,595,298,246,12758,10647
平成26,2014,0,13000,東京都,Tokyo-to,642,50,592,310,245,12780,10579
平成27,2015,0,13000,東京都,Tokyo-to,648,50,598,308,250,12944,10620
平成28,2016,0,13000,東京都,Tokyo-to,651,50,601,305,256,13184,10658
平成28,2016,1,13100,区部,All ku,429,12,417,224,160,10129,8327
平成28,2016,2,13101,千代田区,Chiyoda-ku,15,-,15,5,1,476,336
平成28,2016,2,13102,中央区,Chuo-ku,4,-,4,1,1,536,449
平成28,2016,2,13103,港区,Minato-ku,13,-,13,7,1,742,584
平成28,2016,2,13104,新宿区,Shinjuku-ku,15,1,14,12,2,620,427
平成28,2016,2,13105,文京区,Bunkyo-ku,10,-,10,8,2,271,244
平成28,2016,2,13106,台東区,Taito-ku,8,1,7,4,5,228,233
平成28,2016,2,13107,墨田区,Sumida-ku,14,-,14,8,5,225,192
平成28,2016,2,13108,江東区,Koto-ku,17,-,17,12,4,399,287
平成28,2016,2,13109,品川区,Shinagawa-ku,16,-,16,5,6,443,351
平成28,2016,2,13110,目黒区,Meguro-ku,9,-,9,9,5,320,292
平成28,2016,2,13111,大田区,Ota-ku,28,1,27,17,14,592,548
平成28,2016,2,13112,世田谷区,Setagaya-ku,26,-,26,14,8,872,757
平成28,2016,2,13113,渋谷区,Shibuya-ku,17,-,17,7,6,549,423
平成28,2016,2,13114,中野区,Nakano-ku,9,-,9,6,6,320,251
平成28,2016,2,13115,杉並区,Suginami-ku,20,-,20,9,10,491,441
平成28,2016,2,13116,豊島区,Toshima-ku,15,-,15,13,3,447,318
平成28,2016,2,13117,北区,Kita-ku,20,2,18,11,6,274,243
平成28,2016,2,13118,荒川区,Arakawa-ku,14,-,14,6,9,180,137
平成28,2016,2,13119,板橋区,Itabashi-ku,42,-,42,20,23,385,348
平成28,2016,2,13120,練馬区,Nerima-ku,19,2,17,7,7,553,456
平成28,2016,2,13121,足立区,Adachi-ku,55,4,51,25,18,424,375
平成28,2016,2,13122,葛飾区,Katsushika-ku,21,1,20,9,8,358,271
平成28,2016,2,13123,江戸川区,Edogawa-ku,22,-,22,9,10,424,364
平成28,2016,1,13200,市部,All shi,217,38,179,79,93,2998,2297
平成28,2016,2,13201,八王子市,Hachioji-shi,39,7,32,11,17,377,285
平成28,2016,2,13202,立川市,Tachikawa-shi,7,-,7,5,3,159,117
平成28,2016,2,13203,武蔵野市,Musashino-shi,9,-,9,5,4,209,148
平成28,2016,2,13204,三鷹市,Mitaka-shi,8,1,7,4,3,137,100
平成28,2016,2,13205,青梅市,Ome-shi,16,8,8,2,6,89,63
平成28,2016,2,13206,府中市,Fuchu-shi,15,2,13,6,4,179,147
平成28,2016,2,13207,昭島市,Akishima-shi,8,-,8,5,5,62,61
平成28,2016,2,13208,調布市,Chofu-shi,8,2,6,2,3,187,150
平成28,2016,2,13209,町田市,Machida-shi,21,6,15,7,9,313,227
平成28,2016,2,13210,小金井市,Koganei-shi,5,1,4,1,4,87,68
平成28,2016,2,13211,小平市,Kodaira-shi,9,1,8,4,4,126,95
平成28,2016,2,13212,日野市,Hino-shi,6,-,6,2,4,124,85
平成28,2016,2,13213,東村山市,Higashimurayama-shi,11,3,8,4,4,95,72
平成28,2016,2,13214,国分寺市,Kokubunji-shi,2,-,2,-,2,116,75
平成28,2016,2,13215,国立市,Kunitachi-shi,2,-,2,1,1,85,76
平成28,2016,2,13218,福生市,Fussa-shi,4,-,4,3,1,42,32
平成28,2016,2,13219,狛江市,Komae-shi,2,-,2,1,1,54,39
平成28,2016,2,13220,東大和市,Higashiyamato-shi,2,-,2,1,-,51,44
平成28,2016,2,13221,清瀬市,Kiyose-shi,12,2,10,3,7,44,33
平成28,2016,2,13222,東久留米市,Higashikurume-shi,4,1,3,2,-,61,56
平成28,2016,2,13223,武蔵村山市,Musashimurayama-shi,4,-,4,2,2,25,26
平成28,2016,2,13224,多摩市,Tama-shi,8,2,6,2,2,109,66
平成28,2016,2,13225,稲城市,Inagi-shi,3,-,3,1,2,48,40
平成28,2016,2,13227,羽村市,Hamura-shi,2,-,2,-,2,38,32
平成28,2016,2,13228,あきる野市,Akiruno-shi,4,1,3,1,1,44,39
平成28,2016,2,13229,西東京市,Nishitokyo-shi,6,1,5,4,2,137,121
平成28,2016,1,13300,郡部,All gun,4,-,4,1,3,36,20
平成28,2016,2,13303,瑞穂町,Mizuho-machi,1,-,1,-,1,13,12
平成28,2016,2,13305,日の出町,Hinode-machi,2,-,2,-,2,13,6
平成28,2016,2,13307,檜原村,Hinohara-mura,-,-,-,-,-,3,-
平成28,2016,2,13308,奥多摩町,Okutama-machi,1,-,1,1,-,7,2
平成28,2016,1,13350,島部,All islands,1,-,1,1,-,21,14
平成28,2016,2,13361,大島町,Oshima-machi,-,-,-,-,-,4,5
平成28,2016,2,13362,利島村,Toshima-mura,-,-,-,-,-,1,-
平成28,2016,2,13363,新島村,Niijima-mura,-,-,-,-,-,4,-
平成28,2016,2,13364,神津島村,Kozushima-mura,-,-,-,-,-,2,1
平成28,2016,2,13381,三宅村,Miyake-mura,-,-,-,-,-,2,1
平成28,2016,2,13382,御蔵島村,Mikurajima-mura,-,-,-,-,-,1,-
平成28,2016,2,13401,八丈町,Hachijo-machi,1,-,1,1,-,2,6
平成28,2016,2,13402,青ヶ島村,Aogashima-mura,-,-,-,-,-,1,-
平成28,2016,2,13421,小笠原村,Ogasawara-mura,-,-,-,-,-,4,1
,,,,,,,,,,,,
東京都統計年鑑（平成29年）TOKYO STATISTICAL YEARBOOK ( 2017 )　19  医療・衛生・環境 19  MEDICAL CARE， SANITATION， AND ENVIRONMENT,,,,,,,,,,,,
19-1  地域別医療施設数 (平成24～平成28年) 19-1  MEDICAL FACILITIES BY DISTRICT( 2012-2016 ),,,,,,,,,,,,
この表は厚生労働省「医療施設調査」による。病院とは患者20人以上の収容施設を有するものをいい，診療所とは患者の収容施設を有しないもの， 又は20人未満のものをいう。,,,,,,,,,,,,
"The table is based on the “Medical Institutions Survey” conducted by the Ministry of Health， Labour and Welfare. “Hospitals” refer to medical establishments with a capacity to admit 20 or more patients， while ""Clinics"" refer to those with no facilities to admit patients or with a capacity to admit less than 20 patients. ",,,,,,,,,,,,
各年10月1日現在。 ,,,,,,,,,,,,
Figures are as of October 1 of the each year.,,,,,,,,,,,,
注) 「休止中」及び「休診中」のものを除く。          ,,,,,,,,,,,,
"Note:  Facilities that are ""inactive"" are excluded.",,,,,,,,,,,,
資料：都福祉保健局総務部総務課「東京都の医療施設」 Source: Bureau of Social Welfare and Public Health， TMG　,,,,,,,,,,,,
地域階層（0:東京都　1:区部・市部・郡部・島部　2:区市町村),,,,,,,,,,,,
