年次,Year,地域階層,地域コード,地域,District,マーク Mark,面積 Area (km2),千分比 Permillage (‰)
平成25,2013,0,13000,東京都,Tokyo-to,,2188.67,-
平成26,2014,0,13000,東京都,Tokyo-to,,2190.9,-
平成27,2015,0,13000,東京都,Tokyo-to,,2190.93,-
平成28,2016,0,13000,東京都,Tokyo-to,,2191,-
平成29,2017,0,13000,東京都,Tokyo-to,,2193.96,1000
平成29,2017,1,13100,区部,All ku,,627.57,286.04
平成29,2017,3,13101,千代田区,Chiyoda-ku,,11.66,5.31
平成29,2017,3,13102,中央区,Chuo-ku,,10.21,4.65
平成29,2017,3,13103,港区,Minato-ku,,20.37,9.28
平成29,2017,3,13104,新宿区,Shinjuku-ku,,18.22,8.3
平成29,2017,3,13105,文京区,Bunkyo-ku,,11.29,5.15
平成29,2017,3,13106,台東区,Taito-ku,,10.11,4.61
平成29,2017,3,13107,墨田区,Sumida-ku,,13.77,6.28
平成29,2017,3,13108,江東区,Koto-ku,,40.16,18.3
平成29,2017,3,13109,品川区,Shinagawa-ku,,22.84,10.41
平成29,2017,3,13110,目黒区,Meguro-ku,,14.67,6.69
平成29,2017,3,13111,大田区,Ota-ku,,60.83,27.73
平成29,2017,3,13112,世田谷区,Setagaya-ku,,58.05,26.46
平成29,2017,3,13113,渋谷区,Shibuya-ku,,15.11,6.89
平成29,2017,3,13114,中野区,Nakano-ku,,15.59,7.11
平成29,2017,3,13115,杉並区,Suginami-ku,,34.06,15.52
平成29,2017,3,13116,豊島区,Toshima-ku,,13.01,5.93
平成29,2017,3,13117,北区,Kita-ku,,20.61,9.39
平成29,2017,3,13118,荒川区,Arakawa-ku,,10.16,4.63
平成29,2017,3,13119,板橋区,Itabashi-ku,,32.22,14.69
平成29,2017,3,13120,練馬区,Nerima-ku,,48.08,21.91
平成29,2017,3,13121,足立区,Adachi-ku,,53.25,24.27
平成29,2017,3,13122,葛飾区,Katsushika-ku,,34.8,15.86
平成29,2017,3,13123,江戸川区,Edogawa-ku,,49.9,22.74
平成29,2017,3,,荒川河口部,Mouth of Arakawa river,1),1.12,0.51
平成29,2017,3,,中央防波堤外側埋立地,Outer central breakwater landfill site,2),7.48,3.41
平成29,2017,1,13200,市部,All shi,,783.95,357.32
平成29,2017,3,13201,八王子市,Hachioji-shi,,186.38,84.95
平成29,2017,3,13202,立川市,Tachikawa-shi,,24.36,11.1
平成29,2017,3,13203,武蔵野市,Musashino-shi,,10.98,5
平成29,2017,3,13204,三鷹市,Mitaka-shi,,16.42,7.48
平成29,2017,3,13205,青梅市,Ome-shi,,103.31,47.09
平成29,2017,3,13206,府中市,Fuchu-shi,,29.43,13.41
平成29,2017,3,13207,昭島市,Akishima-shi,,17.34,7.9
平成29,2017,3,13208,調布市,Chofu-shi,,21.58,9.84
平成29,2017,3,13209,町田市,Machida-shi,,71.55,32.61
平成29,2017,3,13210,小金井市,Koganei-shi,,11.3,5.15
平成29,2017,3,13211,小平市,Kodaira-shi,,20.51,9.35
平成29,2017,3,13212,日野市,Hino-shi,,27.55,12.56
平成29,2017,3,13213,東村山市,Higashimurayama-shi,,17.14,7.81
平成29,2017,3,13214,国分寺市,Kokubunji-shi,,11.46,5.22
平成29,2017,3,13215,国立市,Kunitachi-shi,,8.15,3.71
平成29,2017,3,13218,福生市,Fussa-shi,,10.16,4.63
平成29,2017,3,13219,狛江市,Komae-shi,,6.39,2.91
平成29,2017,3,13220,東大和市,Higashiyamato-shi,,13.42,6.12
