地域階層,地域コード,地域,District,総数 Total,一般行政職 General administrative services,税務職 Tax services,医師・歯科医師職 Physicians and dentists,薬剤師医療技術職(栄養士含む） Pharmacists and medical technicians (includes nutritionists),看護保健職 Nursing and public health services,福祉職 Social welfare services,消防職 Firefighting services,企業職 Public enterprise employees,技能労務職 Vocational labor,教育職 Educational services,臨時職員 Temporary employees
0,13200,総数,All shi,24702,15498,1681,105,585,1150,2243,108,1479,1743,110,-
1,13201,八王子市,Hachioji-shi,2884,1998,213,3,86,85,128,-,-,359,12,-
1,13202,立川市,Tachikawa-shi,1060,724,74,-,22,35,114,-,-,88,3,-
1,13203,武蔵野市,Musashino-shi,934,659,67,-,18,42,104,-,23,17,4,-
1,13204,三鷹市,Mitaka-shi,987,615,75,-,36,33,154,-,-,71,3,-
1,13205,青梅市,Ome-shi,1491,569,63,-,5,18,-,-,753,81,2,-
1,13206,府中市,Fuchu-shi,1310,820,88,-,26,52,229,-,-,78,17,-
1,13207,昭島市,Akishima-shi,634,464,47,-,8,12,15,-,21,64,3,-
1,13208,調布市,Chofu-shi,1268,868,85,-,31,40,148,-,-,93,3,-
1,13209,町田市,Machida-shi,2952,1605,168,3,55,66,159,-,659,232,5,-
1,13210,小金井市,Koganei-shi,692,408,64,-,18,15,134,-,-,51,2,-
1,13211,小平市,Kodaira-shi,952,616,72,-,13,25,148,-,-,75,3,-
1,13212,日野市,Hino-shi,1389,669,57,52,82,257,149,-,-,103,20,-
1,13213,東村山市,Higashimurayama-shi,786,515,56,-,20,23,128,-,-,42,2,-
1,13214,国分寺市,Kokubunji-shi,644,420,48,-,13,21,83,-,-,57,2,-
1,13215,国立市,Kunitachi-shi,474,316,44,-,12,20,70,-,-,10,2,-
1,13218,福生市,Fussa-shi,374,312,27,-,-,13,-,-,-,19,3,-
1,13219,狛江市,Komae-shi,447,291,31,-,8,13,69,-,-,33,2,-
1,13220,東大和市,Higashiyamato-shi,476,377,39,-,2,14,23,-,-,19,2,-
1,13221,清瀬市,Kiyose-shi,445,294,35,-,5,17,51,-,-,40,3,-
1,13222,東久留米市,Higashikurume-shi,600,371,51,-,16,23,105,-,-,32,2,-
1,13223,武蔵村山市,Musashimurayama-shi,383,307,38,-,3,17,-,-,-,16,2,-
1,13224,多摩市,Tama-shi,818,624,62,-,10,37,27,-,12,43,3,-
1,13225,稲城市,Inagi-shi,871,345,42,47,69,202,38,108,-,18,2,-
1,13227,羽村市,Hamura-shi,380,316,27,-,2,14,-,-,11,8,2,-
1,13228,あきる野市,Akiruno-shi,431,341,38,-,4,15,18,-,-,13,2,-
1,13229,西東京市,Nishitokyo-shi,1020,654,70,-,21,41,149,-,-,81,4,-
,,,,,,,,,,,,,,,
東京都統計年鑑（平成29年）TOKYO STATISTICAL YEARBOOK ( 2017 )　22  選挙・職員 22  ELECTION AND GOVERNMENT EMPLOYEES,,,,,,,,,,,,,,,
22-5  職員数 (3) 市 (平成29年4月1日) 22-5  GOVERNMENT EMPLOYEES  (3) SHI ( Apr. 1， 2017 ),,,,,,,,,,,,,,,
注) 教育職には、教育長、小・中学校教員は含まない。,,,,,,,,,,,,,,,
Note: Educational services figures do not include the Director General (Office of Education) or teachers of elementary and junior high schools.,,,,,,,,,,,,,,,
資料：都総務局行政部区政課・市町村課 「東京都区市町村年報」 Source: Bureau of General Affairs， TMG,,,,,,,,,,,,,,,
地域階層（0:総数　1:区市町村）,,,,,,,,,,,,,,,
