地域階層,地域コード,項番 Item number,地域,District,出生 Livebirths／計 Total,出生 Livebirths／男 Male,出生 Livebirths／女 Female,死亡 Deaths／計 Total,死亡 Deaths／男 Male,死亡 Deaths／女 Female,自然増減 Natural change／計 Total,自然増減 Natural change／男 Male,自然増減 Natural change／女 Female,(再掲)乳児死亡 (relisted) Infant deaths／計 Total,(再掲)乳児死亡 (relisted) Infant deaths／男 Male,(再掲)乳児死亡 (relisted) Infant deaths／女 Female,(再掲)乳児死亡 (relisted) Infant deaths／(うち)新生児(生後4週未満)死亡 (of which) Deaths of the newborn babies (under 4 weeks)／計 Total,(再掲)乳児死亡 (relisted) Infant deaths／(うち)新生児(生後4週未満)死亡 (of which) Deaths of the newborn babies (under 4 weeks)／男 Male,(再掲)乳児死亡 (relisted) Infant deaths／(うち)新生児(生後4週未満)死亡 (of which) Deaths of the newborn babies (under 4 weeks)／女 Female,死産 Foetal deaths／計 Total,死産 Foetal deaths／自然 Spontaneous,死産 Foetal deaths／人工 Artificial,合計特殊出生率 Total fertility rate,婚姻 Marriages,離婚 Divorces
0,13000,,総数,Tokyo-to,108990,55818,53172,116451,61471,54980,-7461,-5653,-1808,169,92,77,86,51,35,2298,1095,1203,1.21,84991,23055
1,13100,,区部,All ku,78444,40051,38393,78278,41397,36881,166,-1346,1512,119,63,56,58,34,24,1720,828,892,1.2,65944,16399
2,13101,1,千代田区,Chiyoda-ku,659,338,321,388,173,215,271,165,106,1,1,0,1,1,0,20,11,9,1.41,635,119
2,13102,2,中央区,Chuo-ku,2031,1009,1022,876,422,454,1155,587,568,3,2,1,2,1,1,39,20,19,1.42,1681,379
2,13103,3,港区,Minato-ku,2942,1503,1439,1508,723,785,1434,780,654,2,1,1,2,1,1,69,33,36,1.42,2294,573
2,13104,4,新宿区,Shinjuku-ku,2606,1323,1283,2654,1412,1242,-48,-89,41,5,3,2,2,1,1,63,27,36,1.08,2680,579
2,13105,5,文京区,Bunkyo-ku,2027,1060,967,1489,726,763,538,334,204,2,0,2,1,0,1,34,13,21,1.2,1619,295
2,13106,6,台東区,Taito-ku,1602,825,777,1890,1073,817,-288,-248,-40,4,3,1,2,2,0,33,14,19,1.25,1692,352
2,13107,7,墨田区,Sumida-ku,2502,1291,1211,2557,1331,1226,-55,-40,-15,3,0,3,1,0,1,58,23,35,1.28,2424,518
2,13108,8,江東区,Koto-ku,4517,2358,2159,4110,2276,1834,407,82,325,7,3,4,3,3,0,107,56,51,1.35,3170,914
2,13109,9,品川区,Shinagawa-ku,3714,1932,1782,2960,1569,1391,754,363,391,5,2,3,0,0,0,78,44,34,1.23,3275,715
2,13110,10,目黒区,Meguro-ku,2511,1309,1202,1970,954,1016,541,355,186,4,4,0,2,2,0,67,36,31,1.07,2466,473
2,13111,11,大田区,Ota-ku,5658,2933,2725,6339,3443,2896,-681,-510,-171,10,6,4,5,2,3,122,56,66,1.17,4878,1196
2,13112,12,世田谷区,Setagaya-ku,7459,3749,3710,6731,3289,3442,728,460,268,9,4,5,2,1,1,142,79,63,1.07,6159,1431
2,13113,13,渋谷区,Shibuya-ku,2112,1052,1060,1590,783,807,522,269,253,2,1,1,1,1,0,43,19,24,1.09,2242,446
2,13114,14,中野区,Nakano-ku,2602,1344,1258,2686,1398,1288,-84,-54,-30,0,0,0,0,0,0,52,23,29,1.04,2871,618
2,13115,15,杉並区,Suginami-ku,4506,2338,2168,4365,2227,2138,141,111,30,7,4,3,7,4,3,87,49,38,1,4091,821
2,13116,16,豊島区,Toshima-ku,2109,1053,1056,2397,1236,1161,-288,-183,-105,2,2,0,0,0,0,53,22,31,1.04,2271,467
2,13117,17,北区,Kita-ku,2736,1439,1297,3514,1828,1686,-778,-389,-389,4,3,1,4,3,1,51,22,29,1.21,2389,524
2,13118,18,荒川区,Arakawa-ku,1766,874,892,2065,1121,944,-299,-247,-52,4,2,2,4,2,2,42,17,25,1.33,1362,323
2,13119,19,板橋区,Itabashi-ku,4419,2196,2223,4945,2726,2219,-526,-530,4,9,2,7,3,1,2,105,53,52,1.18,3553,1026
2,13120,20,練馬区,Nerima-ku,5920,2988,2932,6105,3220,2885,-185,-232,47,16,6,10,8,3,5,120,62,58,1.2,3998,1145
2,13121,21,足立区,Adachi-ku,4941,2440,2501,6951,3839,3112,-2010,-1399,-611,8,7,1,4,4,0,108,51,57,1.3,3801,1318
2,13122,22,葛飾区,Katsushika-ku,3459,1824,1635,4564,2503,2061,-1105,-679,-426,3,3,0,1,1,0,87,42,45,1.34,2468,831
2,13123,23,江戸川区,Edogawa-ku,5646,2873,2773,5624,3125,2499,22,-252,274,9,4,5,3,1,2,140,56,84,1.38,3925,1336
1,13200,,市部,All shi,30055,15505,14550,36838,19418,17420,-6783,-3913,-2870,50,29,21,28,17,11,564,260,304,1.28,18761,6501
2,13201,1,八王子市,Hachioji-shi,3377,1768,1609,5303,2846,2457,-1926,-1078,-848,8,5,3,2,1,1,67,22,45,1.19,2172,941
2,13202,2,立川市,Tachikawa-shi,1391,722,669,1656,902,754,-265,-180,-85,3,3,0,2,2,0,15,7,8,1.3,1026,305
2,13203,3,武蔵野市,Musashino-shi,1214,624,590,1153,564,589,61,60,1,0,0,0,0,0,0,20,11,9,1.16,944,191
2,13204,4,三鷹市,Mitaka-shi,1522,771,751,1487,746,741,35,25,10,2,1,1,1,1,0,28,9,19,1.22,1056,248
2,13205,5,青梅市,Ome-shi,766,380,386,1663,816,847,-897,-436,-461,2,1,1,2,1,1,15,5,10,1.22,483,249
2,13206,6,府中市,Fuchu-shi,2121,1059,1062,2091,1132,959,30,-73,103,0,0,0,0,0,0,37,23,14,1.39,1247,415
