"年月日時［西暦]","地区","二酸化硫黄[ppb]","一酸化窒素[ppb]","二酸化窒素[ppb]","窒素酸化物[ppb]","オキシダント[ppb]","一酸化炭素[0.1ppm]","ノンメタン炭化水素(非メタン9[0.01ppmC]","メタン[0.01ppmC]","浮遊粒子状物質[μg/立方メートル]","PM2.5[μg/m3]","風速[0.1m/s]","風向","温度[0.1℃]","湿度[%]","THC[0.01ppmC]"
2013120101,"一の橋",2,21,36,57,0,7,37,212,19,10,4,"E",89,47,249
2013120102,"一の橋",1,23,37,60,0,6,42,210,18,23,5,"E",89,46,252
2013120103,"一の橋",1,27,37,64,0,6,39,212,19,27,4,"E",93,43,251
2013120104,"一の橋",1,23,36,59,0,6,37,211,21,16,3,"ENE",86,46,248
2013120105,"一の橋",1,30,35,65,0,6,50,216,17,23,5,"WSW",86,46,266
2013120106,"一の橋",2,27,32,59,0,6,40,214,15,18,1,"E",80,51,254
2013120107,"一の橋",2,38,33,71,0,6,36,210,12,18,3,"ENE",86,48,246
2013120108,"一の橋",2,62,37,99,0,7,38,218,15,14,3,"WSW",98,51,256
2013120109,"一の橋",2,64,40,104,1,8,48,226,15,19,6,"E",93,49,274
2013120110,"一の橋",2,50,43,93,3,8,54,225,23,24,4,"E",114,51,279
2013120111,"一の橋",3,22,36,58,9,6,35,212,25,19,5,"W",132,45,247
2013120112,"一の橋",2,12,29,41,17,5,27,204,17,4,5,"E",137,40,231
2013120113,"一の橋",2,11,33,44,19,6,29,206,18,10,4,"ENE",146,34,235
2013120114,"一の橋",3,17,46,63,13,7,40,209,24,24,5,"ESE",145,36,249
2013120115,"一の橋",4,31,54,85,6,8,45,216,30,21,2,"E",145,46,261
2013120116,"一の橋",7,37,57,94,3,8,39,219,39,25,5,"E",140,49,258
2013120117,"一の橋",10,49,64,113,0,10,54,212,33,26,3,"E",136,49,266
2013120118,"一の橋",12,61,72,133,0,12,76,217,37,30,1,"E",136,49,293
2013120119,"一の橋",9,60,70,130,0,12,73,225,40,31,3,"E",130,50,298
2013120120,"一の橋",5,28,61,89,1,9,75,232,41,37,3,"E",128,47,307
2013120121,"一の橋",4,24,50,74,2,8,44,215,34,26,2,"E",125,50,259
2013120122,"一の橋",3,13,44,57,5,5,28,211,33,20,3,"E",120,55,239
2013120123,"一の橋",4,20,48,68,1,6,33,229,25,16,3,"E",119,56,262
2013120124,"一の橋",3,14,48,62,1,6,38,225,24,15,6,"E",111,56,263
2013120201,"一の橋",2,5,35,40,8,5,29,213,30,21,6,"E",107,49,242
2013120202,"一の橋",2,25,42,67,1,7,43,218,34,38,3,"W",95,55,261
2013120203,"一の橋",1,16,36,52,1,5,38,211,41,49,6,"E",90,53,249
2013120204,"一の橋",1,14,34,48,2,4,30,206,30,36,4,"ESE",91,52,236
2013120205,"一の橋",1,15,34,49,1,4,26,206,27,31,6,"E",88,52,232
2013120206,"一の橋",1,28,36,64,0,4,25,206,28,23,6,"E",86,53,231
2013120207,"一の橋",1,45,37,82,0,5,29,206,20,22,6,"E",83,55,235
2013120208,"一の橋",2,70,39,109,1,6,30,208,22,27,6,"E",89,52,238
2013120209,"一の橋",2,72,40,112,1,6,33,207,19,19,5,"E",102,50,240
2013120210,"一の橋",2,83,45,128,2,7,36,209,28,26,3,"E",116,46,245
2013120211,"一の橋",4,123,56,179,1,8,43,212,30,24,6,"E",131,45,255
2013120212,"一の橋",11,97,58,155,2,7,36,203,36,31,4,"E",137,45,239
2013120213,"一の橋",10,84,60,144,3,7,27,213,36,27,7,"ENE",140,45,240
2013120214,"一の橋",12,62,63,125,5,8,32,239,42,34,8,"E",143,44,271
2013120215,"一の橋",12,59,69,128,4,10,42,221,51,38,6,"W",158,38,263
2013120216,"一の橋",13,78,75,153,1,12,44,215,54,39,2,"WSW",152,39,259
2013120217,"一の橋",13,84,71,155,0,10,42,234,48,33,4,"ENE",144,43,276
2013120218,"一の橋",10,116,71,187,0,11,51,251,38,25,2,"ENE",142,46,302
2013120219,"一の橋",8,122,70,192,0,14,72,243,40,31,3,"WSW",140,44,315
2013120220,"一の橋",5,83,65,148,0,14,82,229,35,27,2,"E",140,38,311
2013120221,"一の橋",3,48,62,110,0,10,59,215,35,27,8,"E",125,46,274
2013120222,"一の橋",3,72,62,134,0,11,79,220,35,40,4,"E",122,47,299
2013120223,"一の橋",2,32,51,83,0,8,58,211,44,35,9,"E",110,52,269
2013120224,"一の橋",2,38,50,88,0,8,57,212,45,36,6,"E",109,54,269
2013120301,"一の橋",2,9997,9997,9997,9997,6,9997,9997,40,41,5,"E",110,52,9997
2013120302,"一の橋",2,15,41,56,2,5,32,203,41,38,5,"E",111,46,235
2013120303,"一の橋",2,20,42,62,2,5,29,203,32,32,5,"ENE",102,49,232
2013120304,"一の橋",2,36,42,78,0,6,47,211,26,31,4,"ENE",95,52,258
2013120305,"一の橋",2,22,37,59,0,4,36,202,23,21,5,"E",92,54,238
2013120306,"一の橋",2,28,35,63,1,4,30,201,25,26,6,"E",87,55,231
2013120307,"一の橋",2,38,35,73,1,5,26,200,19,20,8,"E",87,50,226
2013120308,"一の橋",2,61,39,100,1,6,29,201,20,18,8,"E",89,49,230
2013120309,"一の橋",2,81,44,125,2,7,36,204,25,16,3,"E",101,45,240
2013120310,"一の橋",2,88,47,135,2,7,38,206,20,19,3,"NNW",117,38,244
2013120311,"一の橋",2,86,49,135,3,7,36,202,27,17,5,"E",130,33,238
2013120312,"一の橋",2,48,46,94,7,5,32,200,25,14,6,"W",145,29,232
2013120313,"一の橋",2,39,47,86,8,5,30,198,25,17,6,"E",150,29,228
2013120314,"一の橋",2,54,54,108,8,6,31,200,24,26,6,"E",153,27,231
2013120315,"一の橋",2,52,59,111,7,6,33,198,25,17,5,"ENE",154,30,231
2013120316,"一の橋",3,47,61,108,9,7,31,197,23,23,3,"E",150,31,228
2013120317,"一の橋",6,58,66,124,1,9,43,200,23,20,2,"ENE",150,37,243
2013120318,"一の橋",9,85,71,156,0,11,50,210,29,26,1,"SE",149,40,260
2013120319,"一の橋",8,61,61,122,2,11,46,213,38,29,4,"E",142,55,259
2013120320,"一の橋",3,17,42,59,9,7,35,203,26,18,4,"E",138,54,238
2013120321,"一の橋",2,16,47,63,6,6,27,202,25,12,6,"E",134,54,229
2013120322,"一の橋",2,17,45,62,5,5,29,202,21,11,4,"ENE",132,53,231
2013120323,"一の橋",2,19,48,67,4,5,26,199,16,10,2,"E",131,54,225
2013120324,"一の橋",2,16,49,65,2,5,30,209,17,11,2,"SE",132,54,239
2013120401,"一の橋",2,16,49,65,2,9997,28,215,17,19,6,"E",129,52,243
2013120402,"一の橋",2,19,46,65,2,6,35,209,17,25,5,"ENE",117,59,244
2013120403,"一の橋",2,19,41,60,1,6,45,206,30,31,6,"ENE",107,61,251
2013120404,"一の橋",1,10,31,41,4,4,31,200,25,33,7,"E",100,63,231
2013120405,"一の橋",1,8,27,35,6,3,24,197,17,19,4,"ENE",99,64,221
2013120406,"一の橋",1,12,30,42,5,3,21,197,16,14,6,"E",100,63,218
2013120407,"一の橋",1,29,38,67,2,4,26,198,12,15,6,"E",99,62,224
2013120408,"一の橋",1,32,37,69,5,5,24,198,19,16,9,"E",104,59,222
2013120409,"一の橋",2,48,41,89,5,6,30,201,19,17,5,"ENE",116,57,231
2013120410,"一の橋",2,58,42,100,4,6,34,200,18,15,5,"E",120,58,234
2013120411,"一の橋",2,45,39,84,8,5,30,198,22,18,7,"WNW",132,54,228
2013120412,"一の橋",2,35,40,75,10,6,37,198,26,18,9,"WSW",138,51,235
2013120413,"一の橋",2,28,39,67,13,5,30,196,27,25,6,"E",141,52,226
2013120414,"一の橋",2,17,32,49,19,4,26,194,26,15,6,"E",148,50,220
2013120415,"一の橋",9998,9998,9998,9998,9998,9998,9998,9998,9998,12,7,"E",142,50,9998
2013120416,"一の橋",2,25,40,65,12,6,9998,9998,9998,9998,4,"E",142,53,9998
2013120417,"一の橋",1,17,38,55,10,5,29,193,25,38,7,"E",138,56,222
2013120418,"一の橋",1,16,36,52,9,5,31,196,26,32,6,"ENE",135,57,227
2013120419,"一の橋",1,11,27,38,16,5,27,194,19,21,10,"E",131,63,221
2013120420,"一の橋",1,11,25,36,18,4,19,194,19,14,7,"E",127,64,213
2013120421,"一の橋",1,9,31,40,12,5,22,197,21,12,6,"E",125,63,219
2013120422,"一の橋",1,7,31,38,10,5,30,198,15,19,8,"E",125,63,228
2013120423,"一の橋",1,15,38,53,4,6,32,201,25,22,6,"ENE",117,65,233
2013120424,"一の橋",1,34,41,75,0,7,53,206,34,34,5,"ESE",108,67,259
2013120501,"一の橋",1,28,38,66,0,6,39,203,35,38,8,"E",104,65,242
2013120502,"一の橋",2,23,36,59,1,5,36,202,35,38,5,"E",99,65,238
2013120503,"一の橋",2,23,34,57,1,5,31,203,34,36,7,"E",99,63,234
2013120504,"一の橋",1,18,32,50,2,5,29,203,30,33,3,"ENE",90,65,232
2013120505,"一の橋",1,26,33,59,1,4,34,202,32,35,7,"ENE",89,63,236
2013120506,"一の橋",1,28,33,61,1,4,26,201,30,24,4,"ESE",90,64,227
2013120507,"一の橋",2,46,35,81,1,5,27,202,23,23,6,"E",86,62,229
2013120508,"一の橋",2,71,37,108,1,6,34,203,29,25,5,"WSW",95,59,237
2013120509,"一の橋",2,103,46,149,1,8,42,207,29,24,4,"SE",104,54,249
2013120510,"一の橋",2,80,46,126,2,7,37,205,33,27,4,"ENE",122,48,242
2013120511,"一の橋",2,70,49,119,4,7,36,204,30,25,5,"E",134,42,240
2013120512,"一の橋",2,31,43,74,11,5,28,199,25,20,5,"E",143,37,227
2013120513,"一の橋",1,29,43,72,13,5,24,197,25,14,5,"W",158,31,221
2013120514,"一の橋",2,56,54,110,8,6,29,197,27,17,7,"E",156,32,226
2013120515,"一の橋",3,74,61,135,3,7,32,221,29,23,3,"NE",155,32,253
2013120516,"一の橋",3,78,63,141,3,7,28,205,29,19,3,"E",152,31,233
2013120517,"一の橋",4,90,66,156,2,8,32,198,28,17,1,"ENE",147,36,230
2013120518,"一の橋",7,69,67,136,1,11,42,204,25,22,8,"WSW",147,33,246
2013120519,"一の橋",5,52,63,115,1,12,57,212,31,28,2,"WSW",143,37,269
2013120520,"一の橋",5,41,60,101,1,9,48,208,30,19,4,"W",141,41,256
2013120521,"一の橋",3,23,56,79,2,8,37,206,25,19,5,"WSW",140,44,243
2013120522,"一の橋",3,27,55,82,4,7,36,206,27,19,2,"WNW",140,49,242
2013120523,"一の橋",3,35,58,93,1,9,47,216,29,21,2,"W",134,51,263
2013120524,"一の橋",3,36,58,94,1,9,61,218,31,26,5,"W",131,53,279
2013120601,"一の橋",9997,47,58,105,1,11,57,220,31,16,3,"W",119,55,277
2013120602,"一の橋",2,39,48,87,0,8,54,215,31,38,6,"NE",101,56,269
2013120603,"一の橋",2,45,45,90,0,7,65,209,34,44,4,"SSE",103,57,274
2013120604,"一の橋",2,33,40,73,1,6,49,206,37,43,3,"SE",101,53,255
2013120605,"一の橋",2,18,34,52,1,5,32,201,29,23,3,"E",94,55,233
2013120606,"一の橋",2,36,37,73,0,5,30,201,30,29,2,"E",99,55,231
2013120607,"一の橋",2,52,39,91,0,6,38,204,29,24,2,"SW",95,57,242
2013120608,"一の橋",2,92,45,137,1,8,41,206,29,25,9,"W",107,54,247
2013120609,"一の橋",2,111,49,160,1,10,49,215,30,26,10,"W",122,51,264
2013120610,"一の橋",2,61,46,107,3,7,45,206,38,27,6,"W",131,45,251
2013120611,"一の橋",2,59,46,105,4,7,30,199,27,15,6,"WSW",143,41,229
2013120612,"一の橋",2,51,46,97,7,7,36,199,23,20,10,"W",162,33,235
2013120613,"一の橋",1,34,43,77,10,6,26,195,24,7,4,"NNW",170,30,221
2013120614,"一の橋",1,33,44,77,12,6,31,194,20,18,2,"ESE",174,28,225
2013120615,"一の橋",1,48,55,103,7,6,26,193,22,14,1,"SSW",176,26,219
2013120616,"一の橋",1,56,59,115,4,6,31,193,16,19,1,"ESE",174,25,224
2013120617,"一の橋",3,77,62,139,1,10,55,200,23,24,4,"E",168,31,255
2013120618,"一の橋",2,99,68,167,0,12,71,207,31,27,1,"SSE",160,35,278
2013120619,"一の橋",3,106,66,172,1,13,91,217,39,37,4,"ENE",156,36,308
2013120620,"一の橋",3,47,58,105,1,10,62,209,38,33,7,"ENE",150,31,271
2013120621,"一の橋",3,20,50,70,2,7,46,204,25,22,6,"E",141,37,250
2013120622,"一の橋",2,29,53,82,1,8,55,207,38,36,6,"E",137,40,262
2013120623,"一の橋",3,25,44,69,2,7,45,206,39,37,8,"E",122,40,251
2013120624,"一の橋",2,9,34,43,8,6,25,203,22,11,8,"E",114,41,228
2013120701,"一の橋",2,8,29,37,10,5,23,201,16,13,8,"E",109,42,224
2013120702,"一の橋",2,6,23,29,14,4,17,199,9,9,5,"E",106,43,216
2013120703,"一の橋",1,4,21,25,15,4,16,199,8,6,7,"E",104,39,215
2013120704,"一の橋",1,4,18,22,18,3,12,197,6,3,5,"E",101,39,209
2013120705,"一の橋",1,10,22,32,15,3,13,196,3,6,5,"E",103,38,209
2013120706,"一の橋",1,10,26,36,12,3,11,196,6,5,9,"ENE",108,36,207
2013120707,"一の橋",1,22,32,54,8,4,12,197,5,6,7,"ESE",106,37,209
2013120708,"一の橋",1,29,33,62,8,4,11,196,8,10,5,"ENE",107,37,207
2013120709,"一の橋",1,37,35,72,7,4,23,197,6,9,9,"E",101,40,220
2013120710,"一の橋",1,28,30,58,9,4,18,198,9,8,6,"E",110,39,216
2013120711,"一の橋",1,29,29,58,12,4,17,197,8,4,6,"E",125,32,214
2013120712,"一の橋",1,31,32,63,12,4,24,198,11,4,7,"E",128,30,222
