学歴,年齢区分,男性／集計人員数（人）,男性／平均勤続年数（年）,男性／７月の所定時間内賃金（円）,男性／令和4年年間給与支払額（円）,女性／集計人員数（人）,女性／平均勤続年数（年）,女性／７月の所定時間内賃金（円）,女性／令和4年年間給与支払額（円）
学歴計,～17歳,-,-,-,-,-,-,-,-
学歴計,18～19歳,-,-,-,-,-,-,-,-
学歴計,20～21歳,-,-,-,-,-,-,-,-
学歴計,22～24歳,14,1.2,251187,3623220,6,1.3,265667,3146033
学歴計,25～29歳,74,2.5,375374,6873615,48,4,298063,4461401
学歴計,30～34歳,79,4.6,524583,7347396,52,4.9,458454,6640323
学歴計,35～39歳,74,9.5,542279,8208580,48,10,343002,5350659
学歴計,40～44歳,81,11.6,650596,8868899,70,11.8,488789,8631338
学歴計,45～49歳,98,13.6,778429,10784746,67,14.5,511273,8829029
学歴計,50～54歳,84,16.8,732649,12484820,70,14.5,448818,7518302
学歴計,55～59歳,213,14.9,669650,10514896,43,18.9,406883,6589572
学歴計,60歳以上,63,14.8,651857,10240018,10,15.1,317765,6025360
中学卒,～17歳,-,-,-,-,-,-,-,-
中学卒,18～19歳,-,-,-,-,-,-,-,-
中学卒,20～21歳,-,-,-,-,-,-,-,-
中学卒,22～24歳,-,-,-,-,-,-,-,-
中学卒,25～29歳,-,-,-,-,-,-,-,-
中学卒,30～34歳,-,-,-,-,-,-,-,-
中学卒,35～39歳,-,-,-,-,-,-,-,-
中学卒,40～44歳,-,-,-,-,-,-,-,-
中学卒,45～49歳,-,-,-,-,-,-,-,-
中学卒,50～54歳,-,-,-,-,-,-,-,-
中学卒,55～59歳,-,-,-,-,-,-,-,-
中学卒,60歳以上,-,-,-,-,-,-,-,-
高校卒,18～19歳,-,-,-,-,-,-,-,-
高校卒,20～21歳,-,-,-,-,-,-,-,-
高校卒,22～24歳,-,-,-,-,-,-,-,-
高校卒,25～29歳,-,-,-,-,-,-,-,-
高校卒,30～34歳,-,-,-,-,2,x,x,x
高校卒,35～39歳,2,x,x,x,3,x,x,x
高校卒,40～44歳,-,-,-,-,2,x,x,x
高校卒,45～49歳,7,23.7,619657,7015100,-,-,-,-
高校卒,50～54歳,9,24.8,535205,7993200,7,12.4,301412,4931345
高校卒,55～59歳,19,27.5,521593,7795379,7,27.6,288143,4243729
高校卒,60歳以上,-,-,-,-,-,-,-,-
高専・短大卒,18～19歳,-,-,-,-,-,-,-,-
高専・短大卒,20～21歳,-,-,-,-,-,-,-,-
高専・短大卒,22～24歳,-,-,-,-,-,-,-,-
高専・短大卒,25～29歳,-,-,-,-,3,x,x,x
高専・短大卒,30～34歳,-,-,-,-,4,x,x,x
高専・短大卒,35～39歳,-,-,-,-,6,9,304545,3917551
高専・短大卒,40～44歳,-,-,-,-,12,18.5,360425,4856928
高専・短大卒,45～49歳,2,x,x,x,16,17.8,348653,5474217
高専・短大卒,50～54歳,-,-,-,-,19,18.8,379257,6073355
高専・短大卒,55～59歳,3,x,x,x,8,26,375950,6303188
高専・短大卒,60歳以上,-,-,-,-,3,x,x,x
専門学校卒,20～21歳,-,-,-,-,-,-,-,-
専門学校卒,22～24歳,1,x,x,x,-,-,-,-
専門学校卒,25～29歳,-,-,-,-,-,-,-,-
専門学校卒,30～34歳,4,x,x,x,2,x,x,x
専門学校卒,35～39歳,4,x,x,x,2,x,x,x
専門学校卒,40～44歳,-,-,-,-,-,-,-,-
専門学校卒,45～49歳,5,22.8,548320,8469340,5,24,341800,4789580
専門学校卒,50～54歳,-,-,-,-,5,9,379820,6344637
専門学校卒,55～59歳,3,x,x,x,2,x,x,x
専門学校卒,60歳以上,-,-,-,-,-,-,-,-
大学卒,20～21歳,-,-,-,-,-,-,-,-
大学卒,22～24歳,13,1.1,251440,3576833,6,1.3,265667,3146033
大学卒,25～29歳,74,2.5,375374,6873615,45,3.7,299460,4439630
大学卒,30～34歳,75,4.4,512135,7157523,44,5,485641,7039611
大学卒,35～39歳,68,9.5,544619,8368523,37,10.4,362840,5720416
大学卒,40～44歳,81,11.6,650596,8868899,56,10.3,518889,9591378
大学卒,45～49歳,84,12.4,814319,11249582,46,12.3,586257,10507989
大学卒,50～54歳,75,15.8,756342,13097314,39,13.4,518009,8953680
大学卒,55～59歳,188,13.4,689703,10846931,26,15.2,457514,7599810
大学卒,60歳以上,63,14.8,651857,10240018,7,6.6,304571,6066240
