学歴,年齢区分,男性／集計人員数（人）,男性／平均勤続年数（年）,男性／７月の所定時間内賃金（円）,男性／令和3年年間給与支払額（円）,女性／集計人員数（人）,女性／平均勤続年数（年）,女性／７月の所定時間内賃金（円）,女性／令和3年年間給与支払額（円）
学歴計,～17歳,-,-,-,-,-,-,-,-
学歴計,18～19歳,-,-,-,-,-,-,-,-
学歴計,20～21歳,-,-,-,-,5,0.8,202784,1835400
学歴計,22～24歳,39,0.7,244633,3750600,44,1.3,250524,3037920
学歴計,25～29歳,77,3,274410,3762924,93,3,268099,3771876
学歴計,30～34歳,85,4,321220,4251470,110,5.5,301636,4343161
学歴計,35～39歳,96,5.8,381495,5542780,76,6.5,322452,4498008
学歴計,40～44歳,86,10.6,472864,6709291,63,9.9,381951,5053659
学歴計,45～49歳,127,10.6,558180,7924770,79,8.7,392645,5834966
学歴計,50～54歳,116,13.2,688470,9308876,63,13.7,460946,6908537
学歴計,55～59歳,64,18.1,575428,8262276,41,12.6,545590,7247544
学歴計,60歳以上,43,14.3,646601,8125239,12,11.6,377287,3881478
中学卒,～17歳,-,-,-,-,-,-,-,-
中学卒,18～19歳,-,-,-,-,-,-,-,-
中学卒,20～21歳,-,-,-,-,-,-,-,-
中学卒,22～24歳,-,-,-,-,-,-,-,-
中学卒,25～29歳,-,-,-,-,-,-,-,-
中学卒,30～34歳,2,x,x,x,-,-,-,-
中学卒,35～39歳,-,-,-,-,1,x,x,x
中学卒,40～44歳,-,-,-,-,-,-,-,-
中学卒,45～49歳,-,-,-,-,-,-,-,-
中学卒,50～54歳,1,x,x,x,-,-,-,-
中学卒,55～59歳,-,-,-,-,-,-,-,-
中学卒,60歳以上,1,x,x,x,-,-,-,-
高校卒,18～19歳,-,-,-,-,-,-,-,-
高校卒,20～21歳,-,-,-,-,2,x,x,x
高校卒,22～24歳,2,x,x,x,2,x,x,x
高校卒,25～29歳,3,x,x,x,3,x,x,x
高校卒,30～34歳,1,x,x,x,11,6.5,255266,3459270
高校卒,35～39歳,4,x,x,x,3,x,x,x
高校卒,40～44歳,6,14.2,415694,5486083,9,11.3,254736,3344278
高校卒,45～49歳,11,10.7,320294,5062791,5,7.6,261789,3778540
高校卒,50～54歳,9,16.9,382400,6230189,5,6.2,277532,3359850
高校卒,55～59歳,4,x,x,x,6,15.3,325115,4634350
高校卒,60歳以上,2,x,x,x,3,x,x,x
高専・短大卒,18～19歳,-,-,-,-,-,-,-,-
高専・短大卒,20～21歳,-,-,-,-,-,-,-,-
高専・短大卒,22～24歳,-,-,-,-,2,x,x,x
高専・短大卒,25～29歳,-,-,-,-,4,x,x,x
高専・短大卒,30～34歳,-,-,-,-,3,x,x,x
高専・短大卒,35～39歳,-,-,-,-,2,x,x,x
高専・短大卒,40～44歳,1,x,x,x,3,x,x,x
高専・短大卒,45～49歳,1,x,x,x,7,10.1,325224,6163571
高専・短大卒,50～54歳,2,x,x,x,7,20.4,422900,6461286
高専・短大卒,55～59歳,1,x,x,x,2,x,x,x
高専・短大卒,60歳以上,1,x,x,x,-,-,-,-
専門学校卒,20～21歳,-,-,-,-,3,x,x,x
専門学校卒,22～24歳,2,x,x,x,4,x,x,x
専門学校卒,25～29歳,6,1.8,217468,3191767,9,3.6,224777,3608414
専門学校卒,30～34歳,5,2.2,273720,3944800,8,7.6,247945,3407675
専門学校卒,35～39歳,19,4.2,357320,5179363,16,5.6,310229,4589238
専門学校卒,40～44歳,10,15,329520,5840367,5,13,292074,4280840
専門学校卒,45～49歳,18,11.7,443936,6410867,10,12.4,379117,5215780
専門学校卒,50～54歳,11,5.5,387191,7200886,3,x,x,x
専門学校卒,55～59歳,11,13.7,327111,5410873,2,x,x,x
専門学校卒,60歳以上,4,x,x,x,1,x,x,x
大学卒,20～21歳,-,-,-,-,-,-,-,-
大学卒,22～24歳,35,0.7,247134,3750600,36,1.2,258335,3126611
大学卒,25～29歳,67,3.1,279653,3837283,75,3.1,278564,3875709
大学卒,30～34歳,75,4.3,320263,4169349,85,5.1,318735,4660396
大学卒,35～39歳,73,6.2,392941,5754236,50,7,337726,4450967
大学卒,40～44歳,68,9.8,504249,6978159,42,10.2,429402,5554564
大学卒,45～49歳,94,10.5,618754,8770979,50,7.7,433246,6556569
大学卒,50～54歳,87,14.1,751115,9810091,42,13.9,506253,7460371
大学卒,55～59歳,48,18.2,662399,9345698,25,13.2,660647,8660219
大学卒,60歳以上,35,13.3,734665,9035048,7,14.4,464431,4397480
