学歴,年齢区分,男性／集計人員数（人）,男性／平均勤続年数（年）,男性／７月の所定時間内賃金（円）,男性／令和4年年間給与支払額（円）,女性／集計人員数（人）,女性／平均勤続年数（年）,女性／７月の所定時間内賃金（円）,女性／令和4年年間給与支払額（円）
学歴計,～17歳,-,-,-,-,-,-,-,-
学歴計,18～19歳,12,0.6,179975,-,7,1.1,185000,-
学歴計,20～21歳,42,1.7,202703,2654680,16,1.6,194544,2264350
学歴計,22～24歳,138,2.3,236055,3507697,81,2.3,233387,3048982
学歴計,25～29歳,326,3.4,293317,4337416,227,3.1,266105,3578237
学歴計,30～34歳,374,5.5,346850,5141760,168,4.6,329768,4568771
学歴計,35～39歳,347,8.4,351909,5415008,140,7.5,339664,4576220
学歴計,40～44歳,409,11.5,422020,6169096,178,10.2,387450,5866932
学歴計,45～49歳,522,15.4,422125,6162611,254,11.3,399923,5715079
学歴計,50～54歳,488,18.2,460365,6647493,227,13.1,390939,5878821
学歴計,55～59歳,437,17.7,472674,7285807,129,13.8,449036,6492366
学歴計,60歳以上,213,19.5,360348,5326555,69,16.5,280369,4034474
中学卒,～17歳,-,-,-,-,-,-,-,-
中学卒,18～19歳,-,-,-,-,-,-,-,-
中学卒,20～21歳,2,x,x,x,-,-,-,-
中学卒,22～24歳,4,x,x,x,-,-,-,-
中学卒,25～29歳,4,x,x,x,-,-,-,-
中学卒,30～34歳,2,x,x,x,-,-,-,-
中学卒,35～39歳,5,5,370040,4910520,-,-,-,-
中学卒,40～44歳,4,x,x,x,1,x,x,x
中学卒,45～49歳,9,19.6,352011,5739271,4,x,x,x
中学卒,50～54歳,8,24.3,269875,3884600,-,-,-,-
中学卒,55～59歳,10,21.8,343847,5319980,6,41,248700,4434797
中学卒,60歳以上,5,21.6,399280,6206600,2,x,x,x
高校卒,18～19歳,8,0.5,179975,-,2,x,x,x
高校卒,20～21歳,29,1.9,204910,2724020,10,2.2,179000,2264350
高校卒,22～24歳,47,3.7,242794,3515708,26,4.2,221971,2918582
高校卒,25～29歳,59,4.3,262807,3781798,20,4.4,214329,3008847
高校卒,30～34歳,69,6.1,271386,4224527,28,6.1,244796,3721613
高校卒,35～39歳,96,9.5,339448,5192280,12,8.2,252902,3581856
高校卒,40～44歳,125,12.6,367393,5768161,35,12.8,275032,3968857
高校卒,45～49歳,185,15.8,362824,5543254,48,14.5,306100,4475589
高校卒,50～54歳,179,18.5,397176,5898399,63,16.5,300791,4487570
高校卒,55～59歳,156,20.5,379752,5810925,25,16.4,259422,4086906
高校卒,60歳以上,88,19.4,304748,4455925,31,21,210050,3019985
高専・短大卒,18～19歳,-,-,-,-,-,-,-,-
高専・短大卒,20～21歳,-,-,-,-,-,-,-,-
高専・短大卒,22～24歳,2,x,x,x,2,x,x,x
高専・短大卒,25～29歳,7,4.1,265714,3821200,5,4.2,240000,3455367
高専・短大卒,30～34歳,10,6,388852,4928225,9,3,238530,3403650
高専・短大卒,35～39歳,15,10.2,334951,5168633,14,8.6,280031,3282357
高専・短大卒,40～44歳,13,19.2,402148,6040354,21,11.1,287740,4093922
高専・短大卒,45～49歳,18,20.8,428333,6391002,37,12.6,307860,4461170
高専・短大卒,50～54歳,13,16.6,543747,7527469,27,15.9,346080,5381438
高専・短大卒,55～59歳,10,31.2,447400,6738211,15,10.9,392446,4917470
高専・短大卒,60歳以上,4,x,x,x,11,14.3,301803,3946822
専門学校卒,20～21歳,9,0.7,198973,2501000,5,0.4,206980,-
専門学校卒,22～24歳,29,2,218046,3662905,10,2.1,221555,2890467
専門学校卒,25～29歳,28,3.6,245989,3916610,31,3.3,239026,3213932
専門学校卒,30～34歳,48,7.3,297837,4747600,16,5.3,243275,3865901
専門学校卒,35～39歳,52,9.6,306170,5023620,18,8.9,253728,3918072
専門学校卒,40～44歳,65,13.3,346498,5624407,7,13.7,319114,4749438
専門学校卒,45～49歳,86,19.1,379043,6110316,19,12.4,271916,4195567
専門学校卒,50～54歳,92,22.9,358047,5689661,39,10.4,301590,4485604
専門学校卒,55～59歳,39,19.7,395144,5776346,7,12.1,385138,4696940
専門学校卒,60歳以上,25,20.8,318120,5189052,9,15.1,238248,3395689
大学卒,20～21歳,2,x,x,x,1,x,x,x
大学卒,22～24歳,56,1.2,226659,2973310,43,1.3,241727,3211705
大学卒,25～29歳,228,3,305749,4528339,171,2.8,275944,3733976
大学卒,30～34歳,244,4.9,374420,5509519,115,4.3,368153,4906473
大学卒,35～39歳,179,7.3,372911,5683707,95,7,371947,5050411
大学卒,40～44歳,200,9.7,483611,6678410,114,8.9,447193,6951422
大学卒,45～49歳,218,12.9,492382,6725016,144,9.8,483430,6838858
大学卒,50～54歳,194,15.4,569496,7935526,98,11.1,491330,7495127
大学卒,55～59歳,220,14.7,560328,8744761,76,11.6,542251,7851147
大学卒,60歳以上,91,18.1,421260,6114805,16,11.2,394125,6717244
