学歴,年齢区分,男性／集計人員数（人）,男性／平均勤続年数（年）,男性／７月の所定時間内賃金（円）,男性／令和4年年間給与支払額（円）,女性／集計人員数（人）,女性／平均勤続年数（年）,女性／７月の所定時間内賃金（円）,女性／令和4年年間給与支払額（円）
学歴計,～17歳,-,-,-,-,-,-,-,-
学歴計,18～19歳,-,-,-,-,-,-,-,-
学歴計,20～21歳,1,x,x,x,3,x,x,x
学歴計,22～24歳,6,3,237693,3554350,12,1,217814,2316150
学歴計,25～29歳,21,2.9,240422,3442745,37,3.6,251070,3507361
学歴計,30～34歳,24,5.5,267348,4125552,15,6.9,263421,3526309
学歴計,35～39歳,27,7.2,305237,4434046,18,8.7,272580,4288881
学歴計,40～44歳,31,7.9,358872,5057192,22,8.4,315753,4317906
学歴計,45～49歳,55,17.4,397560,5919154,28,10.9,309204,4574041
学歴計,50～54歳,52,20,417685,5843300,30,17.6,305293,4587290
学歴計,55～59歳,23,22.1,432455,6503417,10,24.8,438583,6882570
学歴計,60歳以上,6,14.5,457440,7272360,22,19,260711,3829053
中学卒,～17歳,-,-,-,-,-,-,-,-
中学卒,18～19歳,-,-,-,-,-,-,-,-
中学卒,20～21歳,-,-,-,-,-,-,-,-
中学卒,22～24歳,-,-,-,-,-,-,-,-
中学卒,25～29歳,-,-,-,-,-,-,-,-
中学卒,30～34歳,-,-,-,-,-,-,-,-
中学卒,35～39歳,-,-,-,-,-,-,-,-
中学卒,40～44歳,1,x,x,x,-,-,-,-
中学卒,45～49歳,-,-,-,-,-,-,-,-
中学卒,50～54歳,-,-,-,-,2,x,x,x
中学卒,55～59歳,1,x,x,x,-,-,-,-
中学卒,60歳以上,-,-,-,-,-,-,-,-
高校卒,18～19歳,-,-,-,-,-,-,-,-
高校卒,20～21歳,1,x,x,x,-,-,-,-
高校卒,22～24歳,-,-,-,-,-,-,-,-
高校卒,25～29歳,-,-,-,-,-,-,-,-
高校卒,30～34歳,3,x,x,x,-,-,-,-
高校卒,35～39歳,7,4.9,268947,4089686,5,7.8,252665,5255675
高校卒,40～44歳,7,6.7,315274,5623367,2,x,x,x
高校卒,45～49歳,10,16.9,361985,5465230,7,12.6,335833,4790614
高校卒,50～54歳,10,20.8,467904,7103550,10,15.8,310426,5227244
高校卒,55～59歳,6,15.7,489478,7414850,3,x,x,x
高校卒,60歳以上,1,x,x,x,17,15.9,246765,3626780
高専・短大卒,18～19歳,-,-,-,-,-,-,-,-
高専・短大卒,20～21歳,-,-,-,-,-,-,-,-
高専・短大卒,22～24歳,-,-,-,-,2,x,x,x
高専・短大卒,25～29歳,-,-,-,-,2,x,x,x
高専・短大卒,30～34歳,-,-,-,-,4,x,x,x
高専・短大卒,35～39歳,-,-,-,-,-,-,-,-
高専・短大卒,40～44歳,1,x,x,x,2,x,x,x
高専・短大卒,45～49歳,-,-,-,-,4,x,x,x
高専・短大卒,50～54歳,-,-,-,-,4,x,x,x
高専・短大卒,55～59歳,-,-,-,-,-,-,-,-
高専・短大卒,60歳以上,-,-,-,-,3,x,x,x
専門学校卒,20～21歳,-,-,-,-,3,x,x,x
専門学校卒,22～24歳,4,x,x,x,4,x,x,x
専門学校卒,25～29歳,6,4,236783,3544760,12,4.4,246258,3489167
専門学校卒,30～34歳,10,7.6,293306,4346160,5,7,256850,3484250
専門学校卒,35～39歳,4,x,x,x,6,8.3,255500,3479740
専門学校卒,40～44歳,7,10.4,307123,4636971,3,x,x,x
専門学校卒,45～49歳,16,17.8,417857,6068794,9,9,290000,4534389
専門学校卒,50～54歳,15,18.5,423557,5593527,7,21.7,326629,4321900
専門学校卒,55～59歳,5,24.6,493000,6297140,2,x,x,x
専門学校卒,60歳以上,3,x,x,x,2,x,x,x
大学卒,20～21歳,-,-,-,-,-,-,-,-
大学卒,22～24歳,2,x,x,x,6,1,222462,-
大学卒,25～29歳,15,2.4,241877,3357733,23,3.5,256639,3515979
大学卒,30～34歳,11,4.3,250209,4200375,6,6.3,292416,4518067
大学卒,35～39歳,16,7.9,323478,4619536,7,9.7,298600,4314386
大学卒,40～44歳,15,7.2,420443,5377580,15,9.5,349247,5087260
大学卒,45～49歳,29,17.3,398629,5995761,8,11.4,348500,5183043
大学卒,50～54歳,27,20.4,395822,5502688,7,18.3,311167,4802414
大学卒,55～59歳,11,23.5,382273,6319845,5,30.6,467600,6420560
大学卒,60歳以上,2,x,x,x,-,-,-,-
