学歴,年齢区分,男性／集計人員数（人）,男性／平均勤続年数（年）,男性／７月の所定時間内賃金（円）,男性／令和3年年間給与支払額（円）,女性／集計人員数（人）,女性／平均勤続年数（年）,女性／７月の所定時間内賃金（円）,女性／令和3年年間給与支払額（円）
学歴計,～17歳,-,-,-,-,-,-,-,-
学歴計,18～19歳,41,0.4,192478,2205989,1,x,x,x
学歴計,20～21歳,60,1.6,211123,3353344,7,1.9,196891,2515433
学歴計,22～24歳,126,2.7,214828,3545364,25,1.4,197417,2917100
学歴計,25～29歳,254,4.7,239923,3881118,59,3.8,223702,3240609
学歴計,30～34歳,316,6.8,283622,4514643,57,5.7,228491,3363749
学歴計,35～39歳,324,8.8,299844,4631319,63,6.9,260114,3794986
学歴計,40～44歳,463,13.2,313655,4953924,62,11.9,248895,3677270
学歴計,45～49歳,637,12.9,325710,5055202,93,11.9,251703,3720534
学歴計,50～54歳,700,15.5,328407,4949139,72,12.2,295719,4154081
学歴計,55～59歳,525,16.9,319617,4788927,67,14.7,243384,3357449
学歴計,60歳以上,560,14.4,278310,3646198,26,16.5,227829,3180214
中学卒,～17歳,-,-,-,-,-,-,-,-
中学卒,18～19歳,-,-,-,-,-,-,-,-
中学卒,20～21歳,1,x,x,x,-,-,-,-
中学卒,22～24歳,-,-,-,-,-,-,-,-
中学卒,25～29歳,1,x,x,x,3,x,x,x
中学卒,30～34歳,6,7.7,344910,4395240,-,-,-,-
中学卒,35～39歳,7,10.9,344468,5341243,-,-,-,-
中学卒,40～44歳,13,10.1,333130,4849964,1,x,x,x
中学卒,45～49歳,24,12.5,305926,4524792,-,-,-,-
中学卒,50～54歳,36,18.3,326743,4756967,4,x,x,x
中学卒,55～59歳,20,16.9,288987,4564395,3,x,x,x
中学卒,60歳以上,32,15.7,245726,3471781,2,x,x,x
高校卒,18～19歳,37,0.4,191503,2205989,1,x,x,x
高校卒,20～21歳,43,2.1,210270,3338360,5,2.4,191820,2575960
高校卒,22～24歳,76,3.9,210456,3573594,6,2.3,183342,2715550
高校卒,25～29歳,133,6,244235,4205832,12,5.9,219666,3238070
高校卒,30～34歳,130,8.4,286365,4706012,8,6.9,247549,3278250
高校卒,35～39歳,151,10.7,299824,4751808,13,10.5,224269,3142200
高校卒,40～44歳,248,13.6,307434,4855327,26,13.5,224058,3367755
高校卒,45～49歳,314,13,318898,5026788,43,11.5,233362,3447461
高校卒,50～54歳,406,16.3,317245,4828380,30,11.6,287575,3908955
高校卒,55～59歳,306,16.7,321155,4667379,32,19.8,259403,3488728
高校卒,60歳以上,369,14.4,269312,3464929,18,15.3,227489,3042135
高専・短大卒,18～19歳,2,x,x,x,-,-,-,-
高専・短大卒,20～21歳,1,x,x,x,-,-,-,-
高専・短大卒,22～24歳,3,x,x,x,-,-,-,-
高専・短大卒,25～29歳,3,x,x,x,6,5.3,228232,3091633
高専・短大卒,30～34歳,8,7.4,332445,5434513,5,9.8,232228,3654760
高専・短大卒,35～39歳,18,7.9,294069,4346623,2,x,x,x
高専・短大卒,40～44歳,12,11.2,330406,5546191,9,17.2,270827,3867456
高専・短大卒,45～49歳,23,16.3,298216,4876900,9,9.9,274089,3740329
高専・短大卒,50～54歳,11,14.1,351444,4966109,7,7.9,343209,4821286
高専・短大卒,55～59歳,14,12.1,290137,4552793,11,9,237495,3416020
高専・短大卒,60歳以上,21,17.8,385008,5268700,-,-,-,-
専門学校卒,20～21歳,12,0.2,185883,-,2,x,x,x
専門学校卒,22～24歳,23,1.4,220802,3181625,10,1.6,202109,3167817
専門学校卒,25～29歳,49,4.6,212147,3375768,18,3.7,228502,3269180
専門学校卒,30～34歳,37,5.8,254359,4019214,15,7.9,218440,3202786
専門学校卒,35～39歳,48,6.6,325080,4556707,14,8.3,297094,4172317
専門学校卒,40～44歳,82,16.3,309458,4907548,7,12,230953,3826514
専門学校卒,45～49歳,115,15.6,332427,5228326,21,15.6,252193,3862781
専門学校卒,50～54歳,87,17.1,335865,5250962,13,17,290523,4496075
専門学校卒,55～59歳,85,21.9,326806,5245152,9,13.6,219689,2915756
専門学校卒,60歳以上,33,13,303620,3838748,2,x,x,x
大学卒,20～21歳,-,-,-,-,-,-,-,-
大学卒,22～24歳,24,0.6,220711,3802500,9,0.7,201589,2219000
大学卒,25～29歳,48,2.8,233467,3873364,14,1.7,230592,3237544
大学卒,30～34歳,79,5.2,288630,4370873,22,3.4,231464,3539322
大学卒,35～39歳,78,6.9,290274,4537934,32,5.1,259629,3910117
大学卒,40～44歳,77,11.6,333096,5347910,17,6.3,290693,4230323
大学卒,45～49歳,115,12,340298,5330497,18,10.2,286723,4193261
大学卒,50～54歳,94,12.9,356653,5172438,8,9.3,308400,4138638
大学卒,55～59歳,67,14.1,319337,4889302,4,x,x,x
大学卒,60歳以上,70,16.1,287811,4028713,-,-,-,-
