学歴,年齢区分,男性／集計人員数（人）,男性／平均勤続年数（年）,男性／７月の所定時間内賃金（円）,男性／令和4年年間給与支払額（円）,女性／集計人員数（人）,女性／平均勤続年数（年）,女性／７月の所定時間内賃金（円）,女性／令和4年年間給与支払額（円）
学歴計,～17歳,-,-,-,-,-,-,-,-
学歴計,18～19歳,28,0.6,195407,3047800,-,-,-,-
学歴計,20～21歳,51,1.7,203543,3336284,1,x,x,x
学歴計,22～24歳,130,2,224045,3539808,39,1.6,227912,2981749
学歴計,25～29歳,421,4.2,273850,4502097,124,3.6,258456,3819224
学歴計,30～34歳,350,7,324630,5058336,75,5.1,277550,4463817
学歴計,35～39歳,372,10.2,352219,5798218,80,8.2,304242,4786512
学歴計,40～44歳,438,13,382285,6083510,77,7.9,314849,4602002
学歴計,45～49歳,505,16,399522,6333529,103,10.4,341430,5300704
学歴計,50～54歳,441,17.9,432272,6648731,70,12.5,299069,4685763
学歴計,55～59歳,307,18.4,432177,6839159,27,7.7,354349,4264000
学歴計,60歳以上,186,16.3,386327,6147973,33,8.3,331627,4429870
中学卒,～17歳,-,-,-,-,-,-,-,-
中学卒,18～19歳,-,-,-,-,-,-,-,-
中学卒,20～21歳,2,x,x,x,-,-,-,-
中学卒,22～24歳,-,-,-,-,-,-,-,-
中学卒,25～29歳,5,6,328267,5024820,-,-,-,-
中学卒,30～34歳,5,10.5,334600,4241560,-,-,-,-
中学卒,35～39歳,4,x,x,x,-,-,-,-
中学卒,40～44歳,3,x,x,x,1,x,x,x
中学卒,45～49歳,11,12.6,366862,7509582,-,-,-,-
中学卒,50～54歳,12,20.6,402298,6551217,-,-,-,-
中学卒,55～59歳,13,10.1,330262,4668745,-,-,-,-
中学卒,60歳以上,7,14,471672,7320320,1,x,x,x
高校卒,18～19歳,28,0.6,195407,3047800,-,-,-,-
高校卒,20～21歳,40,1.8,204569,3436457,1,x,x,x
高校卒,22～24歳,48,3.8,224557,4087046,2,x,x,x
高校卒,25～29歳,77,6,267706,4902415,3,x,x,x
高校卒,30～34歳,81,9.2,305027,5028301,3,x,x,x
高校卒,35～39歳,68,11.9,320872,5781433,10,4.9,239189,4613417
高校卒,40～44歳,96,13.1,383093,6387368,15,4.6,219453,3432491
高校卒,45～49歳,137,17.1,370758,6132313,16,8.8,312309,4834300
高校卒,50～54歳,128,17.4,410140,6514121,15,18.6,282343,4335993
高校卒,55～59歳,96,17.6,396423,6178779,3,x,x,x
高校卒,60歳以上,84,20.4,377509,6411414,10,11,292567,5215220
高専・短大卒,18～19歳,-,-,-,-,-,-,-,-
高専・短大卒,20～21歳,-,-,-,-,-,-,-,-
高専・短大卒,22～24歳,-,-,-,-,-,-,-,-
高専・短大卒,25～29歳,10,4.3,285600,4100578,2,x,x,x
高専・短大卒,30～34歳,17,6.2,333842,4583520,-,-,-,-
高専・短大卒,35～39歳,17,14.9,374083,6061935,5,6.2,273258,4049560
高専・短大卒,40～44歳,15,19,438010,6305285,10,6.9,324364,4765178
高専・短大卒,45～49歳,30,19.1,440593,6769045,11,11.1,323030,5645160
高専・短大卒,50～54歳,19,20.6,472217,6960000,9,11.6,303661,4556867
高専・短大卒,55～59歳,15,24.5,473498,7622000,7,8.7,365999,3900380
高専・短大卒,60歳以上,7,26.6,393071,5811357,4,x,x,x
専門学校卒,20～21歳,7,0.6,201246,-,-,-,-,-
専門学校卒,22～24歳,19,1.5,220580,3463875,1,x,x,x
専門学校卒,25～29歳,58,4.8,285818,4663216,18,4.3,273034,3946483
専門学校卒,30～34歳,58,7.6,271499,4508543,18,6.1,272067,4140500
専門学校卒,35～39歳,83,10.1,331096,5413684,30,9,292148,4477187
専門学校卒,40～44歳,117,14.5,358576,5537795,11,8,330031,4120244
専門学校卒,45～49歳,117,16.3,392566,5894881,26,11.6,348579,4892178
専門学校卒,50～54歳,107,21.8,427461,6726472,18,9.8,308052,4591607
専門学校卒,55～59歳,59,20,441775,6551884,8,6.9,432695,5278543
専門学校卒,60歳以上,19,10,401000,6100179,4,x,x,x
大学卒,20～21歳,2,x,x,x,-,-,-,-
大学卒,22～24歳,62,0.8,224864,2721794,35,1.4,230262,2980666
大学卒,25～29歳,268,3.5,271908,4349141,101,3.4,257579,3800455
大学卒,30～34歳,188,5.9,347578,5313722,53,4.9,285188,4605535
大学卒,35～39歳,193,9.5,373325,6017965,32,9.1,348524,5373426
大学卒,40～44歳,205,11.6,391290,6229527,38,9.5,348495,5183973
大学卒,45～49歳,205,14.9,418551,6581293,45,10.6,365608,5785188
大学卒,50～54歳,164,15,458630,6846282,27,11.7,304971,5040877
大学卒,55～59歳,117,18.7,468913,7746367,3,x,x,x
大学卒,60歳以上,65,12.7,391273,5843845,7,8.2,468764,5398677
