表側１,表側２,表側３,回答企業数(件),増加(%),横ばい(%),減少(%),いない(%),感染症発生時は未創業(%),無回答(%)
,,"今回調査
（全体）",543,10.3,65.9,16.4,3.9,0.0,3.5
業種別,,食料品卸売業,154,9.7,70.1,14.3,3.9,0.0,1.9
業種別,,生鮮食品卸売業,67,11.9,76.1,9.0,1.5,0.0,1.5
業種別,,加工食品等卸売業,87,8.0,65.5,18.4,5.7,0.0,2.3
業種別,,衣料品関連卸売業,83,12.0,48.2,31.3,6.0,0.0,2.4
業種別,,住関連卸売業,105,12.4,65.7,16.2,2.9,0.0,2.9
業種別,,その他卸売業,187,9.1,68.4,12.8,3.7,0.0,5.9
従業者規模別,,１～５人,206,2.9,69.4,14.1,8.3,0.0,5.3
従業者規模別,,６～９人,111,12.6,69.4,14.4,1.8,0.0,1.8
従業者規模別,,10～49人,187,16.0,63.1,18.2,0.0,0.0,2.7
従業者規模別,,50人以上,28,21.4,46.4,32.1,0.0,0.0,0.0
取引形態別,一次卸,小売直取引卸,161,12.4,59.0,21.1,5.0,0.0,2.5
取引形態別,一次卸,他部門直取引卸,47,8.5,74.5,12.8,4.3,0.0,0.0
取引形態別,一次卸,元卸,104,12.5,64.4,16.3,3.8,0.0,2.9
取引形態別,二次卸,中間卸,59,6.8,72.9,10.2,6.8,0.0,3.4
取引形態別,二次卸,最終卸,97,6.2,67.0,17.5,3.1,0.0,6.2
取引形態別,その他,製造問屋,14,7.1,57.1,35.7,0.0,0.0,0.0
取引形態別,その他,その他卸,39,17.9,69.2,7.7,0.0,0.0,5.1
年間売上高増減別（3年前）,,大幅増加（10％以上）,101,23.8,61.4,13.9,0.0,0.0,1.0
年間売上高増減別（3年前）,,やや増加（10％未満）,88,14.8,67.0,11.4,3.4,0.0,3.4
年間売上高増減別（3年前）,,ほぼ横ばい（±５％未満）,108,8.3,71.3,12.0,5.6,0.0,2.8
年間売上高増減別（3年前）,,やや減少（10％未満）,81,2.5,64.2,22.2,6.2,0.0,4.9
年間売上高増減別（3年前）,,大幅減少（10％以上）,144,4.9,63.9,22.2,4.2,0.0,4.9
売上高経常利益率別,,黒字（プラス）,358,12.8,63.7,15.6,4.2,0.0,3.6
売上高経常利益率別,,赤字（マイナス）,161,5.0,68.3,19.9,3.7,0.0,3.1
経常損益の変化別（3年前）,,増益,159,15.1,62.3,18.9,0.6,0.0,3.1
経常損益の変化別（3年前）,,横ばい,161,11.8,66.5,12.4,4.3,0.0,5.0
経常損益の変化別（3年前）,,減益,204,5.9,66.7,18.6,6.4,0.0,2.5
