学歴,年齢区分,男性／集計人員数（人）,男性／平均勤続年数（年）,男性／７月の所定時間内賃金（円）,男性／令和3年年間給与支払額（円）,女性／集計人員数（人）,女性／平均勤続年数（年）,女性／７月の所定時間内賃金（円）,女性／令和3年年間給与支払額（円）
学歴計,～17歳,-,-,-,-,-,-,-,-
学歴計,18～19歳,-,-,-,-,-,-,-,-
学歴計,20～21歳,-,-,-,-,-,-,-,-
学歴計,22～24歳,7,1.3,209979,2665100,4,x,x,x
学歴計,25～29歳,29,2.7,242918,3784039,33,2.6,242961,3310621
学歴計,30～34歳,35,4.2,261484,4132609,19,5.2,259215,3820882
学歴計,35～39歳,34,5.3,282719,4311594,23,6.2,290982,4181038
学歴計,40～44歳,31,7,356728,5640058,39,7.4,303216,4460559
学歴計,45～49歳,23,8.3,403730,5669523,47,7.1,307446,4758419
学歴計,50～54歳,19,5.3,367588,5932453,29,9.1,345866,4728007
学歴計,55～59歳,9,9.3,409378,5548900,37,6.9,269732,4328429
学歴計,60歳以上,17,12.4,277735,3738525,47,9.5,315563,4137558
中学卒,～17歳,-,-,-,-,-,-,-,-
中学卒,18～19歳,-,-,-,-,-,-,-,-
中学卒,20～21歳,-,-,-,-,-,-,-,-
中学卒,22～24歳,-,-,-,-,-,-,-,-
中学卒,25～29歳,-,-,-,-,-,-,-,-
中学卒,30～34歳,1,x,x,x,-,-,-,-
中学卒,35～39歳,1,x,x,x,-,-,-,-
中学卒,40～44歳,1,x,x,x,-,-,-,-
中学卒,45～49歳,-,-,-,-,-,-,-,-
中学卒,50～54歳,-,-,-,-,-,-,-,-
中学卒,55～59歳,-,-,-,-,-,-,-,-
中学卒,60歳以上,-,-,-,-,2,x,x,x
高校卒,18～19歳,-,-,-,-,-,-,-,-
高校卒,20～21歳,-,-,-,-,-,-,-,-
高校卒,22～24歳,-,-,-,-,1,x,x,x
高校卒,25～29歳,3,x,x,x,2,x,x,x
高校卒,30～34歳,-,-,-,-,4,x,x,x
高校卒,35～39歳,1,x,x,x,4,x,x,x
高校卒,40～44歳,2,x,x,x,6,4.2,347546,4140140
高校卒,45～49歳,1,x,x,x,9,5.2,268554,3972988
高校卒,50～54歳,1,x,x,x,11,12.4,363772,4943718
高校卒,55～59歳,-,-,-,-,14,9.9,261199,3842462
高校卒,60歳以上,2,x,x,x,18,10.9,295845,4080606
高専・短大卒,18～19歳,-,-,-,-,-,-,-,-
高専・短大卒,20～21歳,-,-,-,-,-,-,-,-
高専・短大卒,22～24歳,-,-,-,-,-,-,-,-
高専・短大卒,25～29歳,1,x,x,x,1,x,x,x
高専・短大卒,30～34歳,-,-,-,-,-,-,-,-
高専・短大卒,35～39歳,-,-,-,-,1,x,x,x
高専・短大卒,40～44歳,-,-,-,-,2,x,x,x
高専・短大卒,45～49歳,-,-,-,-,9,7.7,308756,4438500
高専・短大卒,50～54歳,-,-,-,-,2,x,x,x
高専・短大卒,55～59歳,-,-,-,-,4,x,x,x
高専・短大卒,60歳以上,-,-,-,-,8,6.9,304589,3910775
専門学校卒,20～21歳,-,-,-,-,-,-,-,-
専門学校卒,22～24歳,2,x,x,x,2,x,x,x
専門学校卒,25～29歳,13,2.8,241799,3931222,9,3.7,274800,4010578
専門学校卒,30～34歳,7,2.9,243429,3707257,3,x,x,x
専門学校卒,35～39歳,14,6.6,288051,4161886,8,6.5,304517,4155350
専門学校卒,40～44歳,8,4.8,318159,5287333,14,7,287445,4318575
専門学校卒,45～49歳,10,12.3,473845,6359370,16,9.1,307984,5003233
専門学校卒,50～54歳,6,5.5,334983,3846440,9,7.4,351798,4747044
専門学校卒,55～59歳,6,9.5,350067,4396683,14,5.7,264209,4660329
専門学校卒,60歳以上,9,16.6,322000,4436888,11,8,323882,3956110
大学卒,20～21歳,-,-,-,-,-,-,-,-
大学卒,22～24歳,5,1.2,219950,2762650,1,x,x,x
大学卒,25～29歳,12,2.2,216504,3653464,20,2.3,229350,2970588
大学卒,30～34歳,27,4.6,267668,4262658,11,4.5,269773,4064900
大学卒,35～39歳,18,3.7,266985,4403200,9,5.1,283350,4181025
大学卒,40～44歳,19,7.2,372750,6044550,13,8.2,292522,4654255
大学卒,45～49歳,12,5.1,354414,5079900,11,6.1,354527,5494420
大学卒,50～54歳,12,5.7,399107,6975460,6,8.3,310125,4457680
大学卒,55～59歳,2,x,x,x,4,x,x,x
大学卒,60歳以上,6,9,236250,3316950,6,8.5,362016,5069800
