学歴,年齢区分,男性／集計人員数（人）,男性／平均勤続年数（年）,男性／７月の所定時間内賃金（円）,男性／令和3年年間給与支払額（円）,女性／集計人員数（人）,女性／平均勤続年数（年）,女性／７月の所定時間内賃金（円）,女性／令和3年年間給与支払額（円）
学歴計,～17歳,-,-,-,-,-,-,-,-
学歴計,18～19歳,1,x,x,x,1,x,x,x
学歴計,20～21歳,-,-,-,-,3,x,x,x
学歴計,22～24歳,6,1.2,206333,3009733,9,0.8,195264,2365600
学歴計,25～29歳,16,1.5,224350,2887371,20,2.7,232493,3260525
学歴計,30～34歳,11,4.7,276586,4293360,25,4.8,247899,3661133
学歴計,35～39歳,18,7.2,309088,4423408,11,5.4,237963,3417480
学歴計,40～44歳,19,7.2,320077,4477914,26,7.7,297992,4495883
学歴計,45～49歳,24,12.4,339903,5930717,14,14,298138,5642567
学歴計,50～54歳,25,12,343236,6197790,13,11.5,320006,5684245
学歴計,55～59歳,26,19.1,394371,6955142,18,21,332812,5579765
学歴計,60歳以上,14,15.4,322691,5442100,9,12,255146,3627056
中学卒,～17歳,-,-,-,-,-,-,-,-
中学卒,18～19歳,-,-,-,-,-,-,-,-
中学卒,20～21歳,-,-,-,-,-,-,-,-
中学卒,22～24歳,-,-,-,-,-,-,-,-
中学卒,25～29歳,-,-,-,-,-,-,-,-
中学卒,30～34歳,-,-,-,-,-,-,-,-
中学卒,35～39歳,-,-,-,-,-,-,-,-
中学卒,40～44歳,-,-,-,-,1,x,x,x
中学卒,45～49歳,-,-,-,-,-,-,-,-
中学卒,50～54歳,-,-,-,-,-,-,-,-
中学卒,55～59歳,-,-,-,-,-,-,-,-
中学卒,60歳以上,-,-,-,-,-,-,-,-
高校卒,18～19歳,1,x,x,x,1,x,x,x
高校卒,20～21歳,-,-,-,-,1,x,x,x
高校卒,22～24歳,-,-,-,-,2,x,x,x
高校卒,25～29歳,-,-,-,-,2,x,x,x
高校卒,30～34歳,3,x,x,x,-,-,-,-
高校卒,35～39歳,4,x,x,x,1,x,x,x
高校卒,40～44歳,2,x,x,x,3,x,x,x
高校卒,45～49歳,2,x,x,x,-,-,-,-
高校卒,50～54歳,2,x,x,x,-,-,-,-
高校卒,55～59歳,7,22.4,366714,6786300,-,-,-,-
高校卒,60歳以上,4,x,x,x,1,x,x,x
高専・短大卒,18～19歳,-,-,-,-,-,-,-,-
高専・短大卒,20～21歳,-,-,-,-,1,x,x,x
高専・短大卒,22～24歳,-,-,-,-,-,-,-,-
高専・短大卒,25～29歳,2,x,x,x,-,-,-,-
高専・短大卒,30～34歳,1,x,x,x,5,7,206974,4047900
高専・短大卒,35～39歳,2,x,x,x,3,x,x,x
高専・短大卒,40～44歳,-,-,-,-,5,10,213660,2765367
高専・短大卒,45～49歳,4,x,x,x,6,19,349534,6923967
高専・短大卒,50～54歳,7,17.1,356429,6379729,3,x,x,x
高専・短大卒,55～59歳,3,x,x,x,11,17.6,306233,4914760
高専・短大卒,60歳以上,-,-,-,-,2,x,x,x
専門学校卒,20～21歳,-,-,-,-,1,x,x,x
専門学校卒,22～24歳,1,x,x,x,-,-,-,-
専門学校卒,25～29歳,2,x,x,x,-,-,-,-
専門学校卒,30～34歳,-,-,-,-,-,-,-,-
専門学校卒,35～39歳,1,x,x,x,-,-,-,-
専門学校卒,40～44歳,3,x,x,x,-,-,-,-
専門学校卒,45～49歳,1,x,x,x,-,-,-,-
専門学校卒,50～54歳,1,x,x,x,5,3.8,292328,6158767
専門学校卒,55～59歳,-,-,-,-,-,-,-,-
専門学校卒,60歳以上,-,-,-,-,-,-,-,-
大学卒,20～21歳,-,-,-,-,-,-,-,-
大学卒,22～24歳,5,0.8,204800,3036300,7,0.7,203483,-
大学卒,25～29歳,12,1.5,230963,2997560,18,2.3,238770,3226670
大学卒,30～34歳,7,3.6,289886,4812633,20,4.3,258668,3601631
大学卒,35～39歳,11,5.8,321846,4762783,7,6.1,260250,3652875
大学卒,40～44歳,14,8.4,322574,4470464,17,6.8,314720,4555015
大学卒,45～49歳,17,11.9,359039,5940859,8,10.3,259590,4361167
大学卒,50～54歳,15,8.7,347527,6211536,5,18.2,367608,6805280
大学卒,55～59歳,16,16.3,399794,6763229,7,26.3,374581,6529771
大学卒,60歳以上,10,14.7,370767,6832489,6,13.2,230795,2755750
