全国地方公共団体コード,ID,地方公共団体名,年,月,戸籍謄抄本等,住民票の写し,印鑑証明,税証明,婚姻,離婚,出生,死亡,転入,転出,備考
132021,,東京都立川市,2022,04,3595,11193,3617,2645,108,31,123,196,1140,805,・戸籍謄本等に、除籍改製原・受理証明等を含む。・住民票の写しに、附票・記載事項・身分証明等を含む。・当市では市民課窓口で税証明（課税・非課税・固定・納税）の発行があるため、項目を追加。・証明書については、公用請求等による無料分を含む。・戸籍届出については、本籍人・非本籍人の合算による。・戸籍届出については、他市からの通知は含まない。
132021,,東京都立川市,2022,05,3757,9173,3726,2712,153,36,132,192,734,631,・戸籍謄本等に、除籍改製原・受理証明等を含む。・住民票の写しに、附票・記載事項・身分証明等を含む。・当市では市民課窓口で税証明（課税・非課税・固定・納税）の発行があるため、項目を追加。・証明書については、公用請求等による無料分を含む。・戸籍届出については、本籍人・非本籍人の合算による。・戸籍届出については、他市からの通知は含まない。
132021,,東京都立川市,2022,06,3802,11079,3907,8195,136,39,140,187,708,602,・戸籍謄本等に、除籍改製原・受理証明等を含む。・住民票の写しに、附票・記載事項・身分証明等を含む。・当市では市民課窓口で税証明（課税・非課税・固定・納税）の発行があるため、項目を追加。・証明書については、公用請求等による無料分を含む。・戸籍届出については、本籍人・非本籍人の合算による。・戸籍届出については、他市からの通知は含まない。
132021,,東京都立川市,2022,07,3687,10772,3773,4433,171,31,134,193,735,616,・戸籍謄本等に、除籍改製原・受理証明等を含む。・住民票の写しに、附票・記載事項・身分証明等を含む。・当市では市民課窓口で税証明（課税・非課税・固定・納税）の発行があるため、項目を追加。・証明書については、公用請求等による無料分を含む。・戸籍届出については、本籍人・非本籍人の合算による。・戸籍届出については、他市からの通知は含まない。
132021,,東京都立川市,2022,08,3972,10076,3623,3260,164,45,147,231,734,699,・戸籍謄本等に、除籍改製原・受理証明等を含む。・住民票の写しに、附票・記載事項・身分証明等を含む。・当市では市民課窓口で税証明（課税・非課税・固定・納税）の発行があるため、項目を追加。・証明書については、公用請求等による無料分を含む。・戸籍届出については、本籍人・非本籍人の合算による。・戸籍届出については、他市からの通知は含まない。
132021,,東京都立川市,2022,09,3683,9974,3856,3065,127,28,144,207,722,686,・戸籍謄本等に、除籍改製原・受理証明等を含む。・住民票の写しに、附票・記載事項・身分証明等を含む。・当市では市民課窓口で税証明（課税・非課税・固定・納税）の発行があるため、項目を追加。・証明書については、公用請求等による無料分を含む。・戸籍届出については、本籍人・非本籍人の合算による。・戸籍届出については、他市からの通知は含まない。
132021,,東京都立川市,2022,10,4005,9983,3738,3383,158,39,157,199,707,647,・戸籍謄本等に、除籍改製原・受理証明等を含む。・住民票の写しに、附票・記載事項・身分証明等を含む。・当市では市民課窓口で税証明（課税・非課税・固定・納税）の発行があるため、項目を追加。・証明書については、公用請求等による無料分を含む。・戸籍届出については、本籍人・非本籍人の合算による。・戸籍届出については、他市からの通知は含まない。
132021,,東京都立川市,2022,11,3836,9442,3902,2869,213,38,128,212,608,697,・戸籍謄本等に、除籍改製原・受理証明等を含む。・住民票の写しに、附票・記載事項・身分証明等を含む。・当市では市民課窓口で税証明（課税・非課税・固定・納税）の発行があるため、項目を追加。・証明書については、公用請求等による無料分を含む。・戸籍届出については、本籍人・非本籍人の合算による。・戸籍届出については、他市からの通知は含まない。
132021,,東京都立川市,2022,12,3383,8901,3277,2217,129,35,145,230,608,588,・戸籍謄本等に、除籍改製原・受理証明等を含む。・住民票の写しに、附票・記載事項・身分証明等を含む。・当市では市民課窓口で税証明（課税・非課税・固定・納税）の発行があるため、項目を追加。・証明書については、公用請求等による無料分を含む。・戸籍届出については、本籍人・非本籍人の合算による。・戸籍届出については、他市からの通知は含まない。
132021,,東京都立川市,2023,01,4073,9551,3684,2383,145,29,117,309,583,627,・戸籍謄本等に、除籍改製原・受理証明等を含む。・住民票の写しに、附票・記載事項・身分証明等を含む。・当市では市民課窓口で税証明（課税・非課税・固定・納税）の発行があるため、項目を追加。・証明書については、公用請求等による無料分を含む。・戸籍届出については、本籍人・非本籍人の合算による。・戸籍届出については、他市からの通知は含まない。
132021,,東京都立川市,2023,02,3836,9525,4005,2246,121,23,125,229,653,668,・戸籍謄本等に、除籍改製原・受理証明等を含む。・住民票の写しに、附票・記載事項・身分証明等を含む。・当市では市民課窓口で税証明（課税・非課税・固定・納税）の発行があるため、項目を追加。・証明書については、公用請求等による無料分を含む。・戸籍届出については、本籍人・非本籍人の合算による。・戸籍届出については、他市からの通知は含まない。
132021,,東京都立川市,2023,03,4684,13048,4532,2621,217,53,140,230,1709,1445,・戸籍謄本等に、除籍改製原・受理証明等を含む。・住民票の写しに、附票・記載事項・身分証明等を含む。・当市では市民課窓口で税証明（課税・非課税・固定・納税）の発行があるため、項目を追加。・証明書については、公用請求等による無料分を含む。・戸籍届出については、本籍人・非本籍人の合算による。・戸籍届出については、他市からの通知は含まない。
