全国地方公共団体コード,ID,地方公共団体名,管理番号,建築物の名称,建築物の名称_英字,受付年月日,設置年月日,建築敷地_地名地番,町字ID,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等（方書）,緯度,経度,建築敷地_住居表示住所,建築敷地_用途地域,主要用途,工事種別,高さ（ｍ）,高さ（ｍ）最高,階数_地上,階数_地下,構造,基礎工法,敷地面積（m2）,延べ面積（m2）計画,延べ面積（m2）計画外,延べ面積（m2）合計,建築面積（m2）計画,建築面積（m2）計画外,建築面積（m2）合計,着工予定,完了予定
132021,132021HSLT000001,立川市,1,（仮称）子育て・健康複合施設,,2022-04-22,2022-04-20,東京都立川市錦町3-11-1,,東京都,立川市,錦町,3丁目,,,,,第二種住居地域,地方公共団体の支所・児童福祉施設等,新築工事,14.24,,3,,鉄骨造,直接基礎,4425.14,3966.56,,3966.56,1977.52,,1977.52,2023-07-01,2025-03-31
132021,132021HSLT000002,立川市,2,立川市錦町1丁目（仮称）錦町1丁目複合ビル,,2022-04-26,2022-04-26,東京都立川市錦町1-372,,東京都,立川市,錦町,1丁目,,,,,商業地域,事務所・店舗・共同住宅,新築工事,21.74,,7,,鉄筋コンクリート造,杭基礎,202.54,865.07,,865.07,150.19,,150.19,2022-08-30,2023-07-30
132021,132021HSLT000003,立川市,3,〇〇様 マンション新築工事,,2022-04-27,2022-04-26,東京都立川市上砂町5-47-5,,東京都,立川市,上砂町,5丁目,,,,,工業地域,共同住宅,新築工事,20.155,,7,,鉄筋コンクリート造,直接基礎,1066.61,1438.52,,1438.52,267.84,,267.84,2022-08-15,2023-08-31
132021,132021HSLT000004,立川市,4,（仮称）立川市曙町二丁目プロジェクト,,2022-05-20,2022-05-17,東京都立川市曙町2-230-6、230-8,,東京都,立川市,曙町,2丁目,,,,,商業地域,共同住宅,新築工事,29.95,,10,,鉄筋コンクリート造,杭基礎,266.22,1270.49,,1270.49,164.06,,164.06,2022-08-01,2023-10-31
132021,132021HSLT000005,立川市,5,（仮称）EXC立川１計画新築工事,,2022-05-23,2022-05-23,東京都立川市錦町1-81-1,,東京都,立川市,錦町,1丁目,,,,,商業地域,共同住宅,新築工事,42.59,,14,,鉄筋コンクリート造,現場造成杭,1204.39,5470,,5470,635.6,,635.6,2022-10-01,2024-04-30
132021,132021HSLT000006,立川市,6,（仮称）EXC立川２計画新築工事,,2022-05-23,2022-05-23,東京都立川市錦町1-379,,東京都,立川市,錦町,1丁目,,,,,商業地域,共同住宅,新築工事,39.48,,13,,鉄筋コンクリート造,杭基礎,2378.99,10675,,10675,1135,,1135,2022-10-11,2024-04-30
132021,132021HSLT000007,立川市,7,錦町1丁目プロジェクト,,2022-06-13,2022-06-08,東京都立川市錦町1-493、497,,東京都,立川市,錦町,1丁目,,,,,商業地域,店舗・事務所,新築工事,23,,7,,鉄筋コンクリート造,直接基礎,138.68,497.64,,497.64,81.91,,81.91,2022-08-16,2023-07-31
132021,132021HSLT000008,立川市,8,株式会社 清八邸 新築工事,,2022-06-16,2022-06-13,東京都立川市砂川町2-9-22,,東京都,立川市,砂川町,2丁目,,,,,第一種住居地域、第一種低層住居専用地域,共同住宅,新築工事,9.602,,3,,鉄骨造,直接基礎,314.42,492.47,,492.47,179.01,,179.01,2022-08-29,2023-03-10
132021,132021HSLT000009,立川市,9,○○様邸,,2022-07-04,2022-06-30,東京都立川市錦町5-98-9、98-11,,東京都,立川市,錦町,5丁目,,,,,第一種低層住居専用地域,一戸建ての住宅,新築工事,8.508,,2,,鉄骨造,べた基礎,135.41,107.24,,107.24,55.85,,55.85,2022-08-20,2022-11-30
132021,132021HSLT000010,立川市,10,（仮称）○○様錦町１丁目計画 新築工事,,2022-07-25,2022-07-20,東京都立川市錦町1-427、428,,東京都,立川市,錦町,1丁目,,,,,商業地域,店舗・共同住宅,新築工事,29.94,,8,,鉄筋コンクリート造,杭基礎,266.01,1103.73,,1103.73,184.36,,184.36,2022-11-01,2023-11-30
132021,132021HSLT000011,立川市,11,自衛隊施設（試験場、研究棟、油脂庫、自転車置場、試験棟、倉庫、実験棟、局舎）,,2022-07-27,2022-07-27,東京都立川市栄町1-1-1他131筆、曙町3-216-350他3筆、東京都国立市北3-32-1他4筆,,東京都,立川市,栄町,1丁目,,,,,第一種中高層住居専用地域,その他（自衛隊施設）,新築工事,19.91,,2,,鉄骨鉄筋工ンクリート造、鉄筋コンクリート造、鉄骨造,杭基礎、直接基礎、ラップル基礎,240945.6,15391.93,55638.1,71030.03,9555.94,31742.7,41298.64,2023年4月下旬,2026年3月下旬
132021,132021HSLT000012,立川市,12,（仮称）EXC立川１計画新築工事,,2022-09-15,2022-09-15,東京都立川市錦町1-79-1、80、81-1,,東京都,立川市,錦町,1丁目,,,,,商業地域,共同住宅,新築工事,40.99,,13,,鉄筋コンクリート造,杭基礎,1696.34,7480,,7480,998,,998,2023-02-01,2024-09-30
132021,132021HSLT000013,立川市,13,情報・システム研究機構 国立極地研究所 仮組施工試験,,2022-09-15,2022-09-15,東京都立川市緑町3591-6 他,,東京都,立川市,緑町,,,,,,第二種住居地域,倉庫業を営まない倉庫,増築工事,12.05,,3,,木造一部鉄骨造,直接基礎,62450.07,855.26,55782.16,56637.42,360,15254.27,15614.27,2022-12-01,2023-03-31
132021,132021HSLT000014,立川市,14,（仮称）エルシード立川新築工事,,2022-09-16,2022-09-16,東京都立川市曙町1-14-5、7,,東京都,立川市,曙町,1丁目,,,,,商業地域、近隣商業地域,共同住宅,新築工事,31.71,,11,,鉄筋コンクリート造,べた基礎,1063.54,5285.65,,5285.65,611,,611,2023-01-10,2024-07-31
132021,132021HSLT000015,立川市,15,（仮称）立川市上砂町2丁目看護小規模多機能他複合施設,,2022-09-26,2022-09-22,東京都立川市上砂町2-4-12、4-17、4-18、4-19、4-32、4-36,,東京都,立川市,上砂町,2丁目,,,,,第一種低層住居専用地域、第一種中高層住居専用地域,老人ホーム・クリニック,新築工事,9.88,,3,,鉄筋コンクリート造,直接基礎,844.14,1189.42,,1189.42,466.39,,466.39,2023-01-20,2023-11-30
132021,132021HSLT000016,立川市,16,（仮称）サービス付き高齢者住宅 敬愛の家,,2022-09-26,2022-09-22,東京都立川市上砂町2-14-5,,東京都,立川市,上砂町,2丁目,,,,,第一種低層住居専用地域,老人ホーム,新築工事,9.91,,3,,鉄筋コンクリート造,直接基礎,955.46,1051.39,,1051.39,448.05,,448.05,2023-01-20,2023-11-30
132021,132021HSLT000017,立川市,17,木下大サーカス立川公演仮設,,2022-10-14,2022-10-12,東京都立川市泉町500-4、935-27,,東京都,立川市,泉町,,,,,,準工業地域,観覧場,新築工事,19.6,,1,,鉄骨造,直接基礎,15571.2,3979.67,,3979.67,3909.51,,3909.51,2022-12-01,2022-12-19
132021,132021HSLT000018,立川市,18,（仮称）砂川学習館・地域コミュニティ機能複合施設新築工事,,2022-10-19,2022-10-18,東京都立川市砂川町1-52-8、9、10、11,,東京都,立川市,砂川町,1丁目,,,,,第一種低層住居専用地域,学習館,新築工事,9.46,,2,,鉄骨造,杭基礎,1455.34,1141.8,,1141.8,665.82,,665.82,2023-07-01,2025-03-31
132021,132021HSLT000019,立川市,19,（仮称）立川市曙2丁目計画,,2022-10-28,2022-10-26,東京都立川市曙町2-231-31,,東京都,立川市,曙町,2丁目,,,,,商業地域,テナントビル（医療、事務所、飲食）,新築工事,29.135,,9,,鉄筋コンクリート造,直接基礎,237.44,1474.51,,1474.51,169.11,,169.11,2023-01-05,2023-12-25
132021,132021HSLT000020,立川市,20,（仮称）立川市・○○様マンション新築工事,,2022-11-21,2022-11-18,東京都立川市錦町6-128-2、3の一部,,東京都,立川市,錦町,6丁目,,,,,準工業地域,共同住宅,新築工事,15.515,,5,,鉄筋コンクリート造,ベタ基礎,555.58,1421.3,,1421.3,356.95,,356.95,2023-03-13,2024-01-26
132021,132021HSLT000021,立川市,21,〇〇様D-room新築工事,,2022-11-29,2022-11-25,東京都立川市西砂町1-18-9の一部、18-10、18-11、19-5の一部、19-9、19-8の一部、19-15の一部,,東京都,立川市,西砂町,1丁目,,,,,第一種低層住居専用地域,共同住宅,新築工事,9.376,,3,,鉄骨造,布基礎,841.39,583,,583,232.93,,232.93,2023-02-13,2023-06-30
132021,132021HSLT000022,立川市,22,（仮称）Dタワー立川錦町ビル,,2022-12-02,2022-12-01,東京都立川市錦町1-370,,東京都,立川市,錦町,1丁目,,,,,商業地域,事務所,新築工事,45,,7,,鉄骨造,直接基礎,1818.67,8966.92,,8966.92,1253.65,,1253.65,2023-03-31,0224-05-31
132021,132021HSLT000023,立川市,23,（仮称）GEMS立川,,2022-12-06,2022-12-02,東京都立川市柴崎町3-308,,東京都,立川市,柴崎町,3丁目,,,,,商業地域,飲食店舗,新築工事,39.4,,10,,鉄骨造,直接基礎,292.62,1579.81,,1579.81,218,,218,2023-05-01,2024-10-31
132021,132021HSLT000024,立川市,24,（仮称）立川市曙町2丁目計画,,2022-12-19,2022-12-19,東京都立川市曙町2-352,,東京都,立川市,曙町,2丁目,,,,,商業地域,飲食店・サービス業を営む店舗,新築工事,17.804,,5,,鉄骨造,杭基礎,229.46,803.38,,803.38,173.7,,173.7,2023-05-08,2024-05-02
