○金融機関種別預金内訳,,,,,,,,,,,
,,,,,,,,,,,
,,,,,令和２年度第４四半期,,,令和２年度,,,
,,,,,期中平均残高,,,期中平均残高,,"期　末　残　高
(R3.3.31現在）",
,,,,,,構成比,,,構成比,,構成比
,,,,,億円,％,,億円,％,億円,％
,歳計現金等,,都市銀行,,7300,100,,8795,100,4078,100
,,,信託銀行,,－,－,,－,－,－,－
,,,地方銀行等,,－,－,,－,－,－,－
,,,外国銀行,,－,－,,－,－,－,－
,,,計,,7300,100,,8795,100,4078,100
,基金,,都市銀行,,19268,63.3,,18245,60.4,21219,66.6
,,,信託銀行,,5249,17.3,,5431,18,5822,18.3
,,,地方銀行等,,1133,3.7,,1304,4.3,1112,3.5
,,,外国銀行,,4768,15.7,,5223,17.3,3688,11.6
,,,計,,30418,100,,30202,100,31841,100
,準公営企業会計資金,,都市銀行,,3895,42.1,,4044,42.1,3646,41.5
,,,信託銀行,,2491,26.9,,2392,24.9,2145,24.4
,,,地方銀行等,,55,0.6,,63,0.7,55,0.6
,,,外国銀行,,2808,30.4,,3112,32.4,2950,33.5
,,,計,,9248,100,,9612,100,8796,100
,合計,,都市銀行,,30463,64.9,,31084,63.9,28943,64.7
,,,信託銀行,,7740,16.5,,7823,16.1,7967,17.8
,,,地方銀行等,,1188,2.5,,1367,2.8,1167,2.6
,,,外国銀行,,7576,16.1,,8335,17.1,6638,14.8
,,,計,,46966,100,,48609,100,44714,100
