地域階層,地域コード,地域,産業分類階層,産業コード,産業中分類,事業所数,生産額(万円),在庫額／製造品／年初(万円),在庫額／製造品／年末(万円),在庫額／半製品及び仕掛品／年初(万円),在庫額／半製品及び仕掛品／年末(万円),在庫額／原材料及び燃料／年初(万円),在庫額／原材料及び燃料／年末(万円),有形固定資産額／年初現在高／土地(万円),有形固定資産額／年初現在高／土地以外(万円),有形固定資産額／取得額／土地(万円),有形固定資産額／取得額／土地以外／計(万円),有形固定資産額／取得額／土地以外／建物等(万円),有形固定資産額／取得額／土地以外／機械等(万円),有形固定資産額／取得額／土地以外／備品等(万円),有形固定資産額／除却額／土地(万円),有形固定資産額／除却額／土地以外(万円),有形固定資産額／減価償却額(万円),有形固定資産額／建設仮勘定／増(万円),有形固定資産額／建設仮勘定／減(万円),有形固定資産額／建設仮勘定／差引増減(万円),有形固定資産額／投資総額(万円)
0,13000,東京都,0,00,総数,1353,522576074,18319518,20306200,53256854,55480763,21090577,22735059,55560178,94019737,1862636,17535066,4738937,7955157,4840972,480904,2233338,15479685,11946435,9896747,2049688,21447390
0,13000,東京都,1,09,食料品製造業,173,56244778,780292,857794,219872,238470,1343774,1205013,6297315,11206757,123919,1471008,475715,863997,131296,725,75071,1467769,1091612,790063,301549,1896476
0,13000,東京都,1,10,飲料・たばこ・飼料製造業,7,9502926,107032,128424,49881,46973,114486,117446,1653617,2334067,x,165530,79878,69646,16006,10012,6397,224914,172162,155892,16270,x
0,13000,東京都,1,11,繊維工業,16,926707,42738,47587,38580,32465,27433,25704,252143,226771,11609,55061,45575,6952,2534,-,208,19618,x,x,x,x
0,13000,東京都,1,12,木材・木製品製造業（家具を除く）,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,x,-,x,-,-,-,x
0,13000,東京都,1,13,家具・装備品製造業,16,8963305,347012,233277,2803987,2887291,1367716,1850221,803818,787965,-,133316,14959,26891,91466,-,66458,236371,9007,6241,2766,136082
0,13000,東京都,1,14,パルプ・紙・紙加工品製造業,36,6630945,292272,300593,59299,60862,255924,169140,985732,1889213,-,234379,87543,134090,12746,8309,27798,230491,117629,83972,33657,268036
0,13000,東京都,1,15,印刷・同関連業,270,49206561,480786,494195,1194194,1149357,356973,402616,14041302,10869357,193203,1759538,522216,969578,267744,226168,705484,1594276,482957,568957,-86000,1866741
0,13000,東京都,1,16,化学工業,63,32403159,1342992,1590283,1452993,1927590,1571724,2040872,4725581,12411715,78685,1638294,503592,801961,332741,7164,110763,1858598,1028690,1052360,-23670,1693309
0,13000,東京都,1,17,石油製品・石炭製品製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,-,x,x
0,13000,東京都,1,18,プラスチック製品製造業（別掲を除く）,44,3401678,144289,107993,84527,87529,82418,72512,838567,811280,21289,157131,59041,56673,41417,49109,33013,133445,33293,34146,-853,177567
0,13000,東京都,1,19,ゴム製品製造業,11,1220467,102652,113805,50924,48679,28160,30577,441840,589082,1737,112720,52792,43285,16643,x,x,116797,x,x,x,x
0,13000,東京都,1,20,なめし革・同製品・毛皮製造業,18,2244341,261132,292492,124645,166581,154276,138545,235956,313246,16725,228497,146771,77982,3744,-,473,30835,57415,32683,24732,269954
0,13000,東京都,1,21,窯業・土石製品製造業,18,4444425,324042,338549,126641,78365,94856,79891,1589811,1902354,5969,121756,27380,70662,23714,4490,54907,200544,71222,54123,17099,144824
0,13000,東京都,1,22,鉄鋼業,15,12142066,453748,464018,667582,625302,308294,301064,1827629,2284813,-,826139,343488,414031,68620,-,57477,372038,622932,733897,-110965,715174
0,13000,東京都,1,23,非鉄金属製造業,16,9964963,358500,436605,238094,431998,117585,103414,851855,537413,64514,98029,25552,54788,17689,11218,4850,84693,51947,44612,7335,169878
0,13000,東京都,1,24,金属製品製造業,83,8715709,338381,353840,298936,316365,326034,309579,2085921,1945936,53918,381500,87199,248582,45719,69139,9488,424225,105395,100267,5128,440546
0,13000,東京都,1,25,はん用機械器具製造業,46,11932348,272944,253772,1337489,1281699,1310216,1244464,1502310,2171622,54212,460982,73200,331269,56513,-,17732,306285,111158,179228,-68070,447124
0,13000,東京都,1,26,生産用機械器具製造業,103,20482605,686520,652068,3312181,3572096,1520695,1624499,4358293,5546196,229965,773828,307959,308173,157696,16080,124428,709375,240665,240507,158,1003951
0,13000,東京都,1,27,業務用機械器具製造業,91,21399039,1600989,1813475,1786045,1890499,1699030,1877902,2814823,2700630,53886,472889,115513,185525,171851,3364,52057,366217,158346,42025,116321,643096
0,13000,東京都,1,28,電子部品・デバイス・電子回路製造業,52,28716215,935513,694851,1074268,1145806,867530,903779,1475902,7483165,25277,2241419,154765,1294163,792491,254,72592,2347524,2139369,1913560,225809,2492505
0,13000,東京都,1,29,電気機械器具製造業,116,63114555,3086069,3875121,12729292,13201900,3918397,4464970,3243916,8572805,76902,1690407,361916,385976,942515,1787,600192,1176249,1136614,939343,197271,1964580
0,13000,東京都,1,30,情報通信機械器具製造業,33,38532514,792900,644446,8504304,7728601,1083371,1176684,629276,4589792,x,1591090,317682,470372,803036,2200,18522,992719,984321,825091,159230,x
0,13000,東京都,1,31,輸送用機械器具製造業,64,118582595,4878055,5832956,16603209,17870853,3957187,3893470,3308227,12729087,774997,2485654,817636,920749,747269,33446,170312,2280974,3165078,1950814,1214264,4474915
0,13000,東京都,1,32,その他の製造業,58,12636880,627755,717739,489699,679699,546211,663431,1531249,2015587,59709,335120,97814,140834,96472,-,24121,267876,62363,63699,-1336,393493
1,13100,区部,0,00,総数,806,157984450,5809007,6368302,5515646,6045130,5569988,5984261,33724708,38251128,544995,6032899,2138842,2897515,996542,364025,1111793,5356567,2714768,2747511,-32743,6545151
1,13100,区部,1,09,食料品製造業,88,16781438,430976,497730,72670,82531,706944,593284,2642434,3741048,15019,551126,304153,180069,66904,215,40001,449931,490056,433492,56564,622709
1,13100,区部,1,11,繊維工業,11,460715,8540,6585,11819,6409,13677,13180,118479,135939,11609,50946,42880,5967,2099,-,81,10008,x,x,x,x
1,13100,区部,1,12,木材・木製品製造業（家具を除く）,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,x,-,x,-,-,-,x
1,13100,区部,1,13,家具・装備品製造業,11,1032085,45271,49458,30573,44942,87748,91270,455887,256576,-,8508,4293,2496,1719,-,46825,37104,6948,4356,2592,11100
1,13100,区部,1,14,パルプ・紙・紙加工品製造業,26,5461691,259368,261658,48492,52886,231697,144570,783336,1452969,-,182086,76832,93650,11604,x,24535,185721,115558,82356,33202,215288
1,13100,区部,1,15,印刷・同関連業,228,40907874,391400,413318,1081261,1041698,227551,269943,12932532,9832815,147556,1604998,488576,861748,254674,226168,675891,1408872,407607,564775,-157168,1595386
1,13100,区部,1,16,化学工業,42,26572667,1095175,1291405,894383,1369907,1120673,1546017,4139937,10242755,78685,1305601,398339,634483,272779,7164,102778,1567804,949876,991212,-41336,1342950
1,13100,区部,1,17,石油製品・石炭製品製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,-,x,x
1,13100,区部,1,18,プラスチック製品製造業（別掲を除く）,27,2085011,106357,72332,31057,30975,49138,41556,722228,569078,16530,78402,29917,30868,17617,49109,9795,87014,13935,12571,1364,96296
1,13100,区部,1,19,ゴム製品製造業,9,x,x,x,x,x,x,x,x,x,1737,x,x,x,x,-,x,x,-,-,-,x
1,13100,区部,1,20,なめし革・同製品・毛皮製造業,18,2244341,261132,292492,124645,166581,154276,138545,235956,313246,16725,228497,146771,77982,3744,-,473,30835,57415,32683,24732,269954
1,13100,区部,1,21,窯業・土石製品製造業,13,2572267,250964,253009,14093,8994,21225,21556,821962,840091,5929,58337,20315,28965,9057,3847,25964,132231,16507,6937,9570,73836
1,13100,区部,1,22,鉄鋼業,12,9817496,391152,399220,x,x,287168,275106,1522360,2063274,-,335498,20595,257391,57512,-,56538,324996,x,x,x,x
1,13100,区部,1,23,非鉄金属製造業,8,2000346,50047,46542,178132,229234,69824,55512,572775,367947,2900,76971,20455,46407,10109,-,3080,57623,43689,44612,-923,78948
1,13100,区部,1,24,金属製品製造業,55,6249734,231299,252599,237651,263358,247948,228046,1290380,1245738,42862,193793,68156,91919,33718,-,8094,152144,36054,29148,6906,243561
1,13100,区部,1,25,はん用機械器具製造業,26,3508636,87866,101945,245969,264133,246595,234882,412458,516249,53778,154663,39176,91182,24305,-,14456,66102,958,725,233,208674
1,13100,区部,1,26,生産用機械器具製造業,58,7978806,333442,336287,563728,606602,369689,356415,2838264,2248518,80407,367026,189848,131146,46032,171,31666,279478,134129,156300,-22171,425262
1,13100,区部,1,27,業務用機械器具製造業,47,11126324,1117703,1282355,334438,357113,841938,1004875,1088233,1491640,2890,236146,27573,124583,83990,-,22988,176850,9209,608,8601,247637
1,13100,区部,1,28,電子部品・デバイス・電子回路製造業,10,956726,42510,48182,23584,19194,72744,70719,122442,123160,12661,33309,2067,26613,4629,-,129,25683,-,-,-,45970
1,13100,区部,1,29,電気機械器具製造業,45,5119937,160001,188549,454704,415250,223238,230283,1120619,713976,45062,107292,45268,32939,29085,-,9053,82502,58543,7061,51482,203836
1,13100,区部,1,30,情報通信機械器具製造業,9,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
1,13100,区部,1,31,輸送用機械器具製造業,20,2859745,73045,80463,186455,84527,112246,108528,607706,681323,7995,252576,168953,50606,33017,31701,30844,116847,131295,177170,-45875,214696
1,13100,区部,1,32,その他の製造業,39,6375585,213746,208431,239643,323708,290290,338833,720035,626929,2650,51830,9880,28924,13026,-,2709,63257,820,1204,-384,54096
2,13101,千代田区,0,00,総数,19,3201754,6017,5968,56959,57444,10560,12899,273555,491680,6227,51880,7752,33864,10264,-,1316,66172,3921,5093,-1172,56935
2,13101,千代田区,1,11,繊維工業,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,-,-,x,x,x,x,x
2,13101,千代田区,1,15,印刷・同関連業,18,x,x,x,x,x,x,x,x,x,x,x,x,x,x,-,1316,x,x,x,x,x
2,13102,中央区,0,00,総数,11,1613029,2199,2263,7220,9631,7786,8655,220961,421476,-,49923,14898,24714,10311,-,165,103050,259,x,x,x
2,13102,中央区,1,09,食料品製造業,1,x,x,x,-,-,x,x,x,x,-,x,x,-,x,-,-,x,-,-,-,x
2,13102,中央区,1,15,印刷・同関連業,10,x,x,x,7220,9631,x,x,x,x,-,x,x,24714,x,-,165,x,259,x,x,x
2,13103,港区,0,00,総数,7,601557,327,445,5832,5153,6516,6464,95459,125505,1717,22783,5008,10802,6973,11917,9957,18520,9701,-,9701,34201
2,13103,港区,1,09,食料品製造業,2,x,x,x,x,x,x,x,-,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13103,港区,1,15,印刷・同関連業,5,x,x,x,x,x,x,x,95459,x,1717,x,x,x,x,11917,x,x,9701,-,9701,x
2,13104,新宿区,0,00,総数,34,4895279,76456,75805,45002,56251,12613,14818,488007,736541,x,226234,169897,32949,23388,43767,47640,93120,29,4234,-4205,x
2,13104,新宿区,1,09,食料品製造業,1,x,x,x,x,x,x,x,x,x,x,x,x,x,-,-,x,x,-,-,-,x
2,13104,新宿区,1,14,パルプ・紙・紙加工品製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13104,新宿区,1,15,印刷・同関連業,28,4226969,11661,13916,34528,39813,11427,13368,326348,576383,37575,215274,164731,29643,20900,43767,47606,83773,29,4234,-4205,248644
2,13104,新宿区,1,27,業務用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,-,x,x,-,-,x,-,-,-,x
2,13104,新宿区,1,30,情報通信機械器具製造業,1,x,x,x,-,-,-,-,x,x,-,x,x,-,x,-,-,x,-,-,-,x
2,13105,文京区,0,00,総数,28,6076506,196238,223320,195086,190195,50553,53891,705953,683656,4680,107931,31398,53427,23106,-,5519,116846,54832,71264,-16432,96179
2,13105,文京区,1,09,食料品製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,-,x,x
2,13105,文京区,1,15,印刷・同関連業,19,5057458,63207,88728,187914,185085,5813,6844,647859,553425,4680,104306,30673,52520,21113,-,4497,104131,49213,71264,-22051,86935
2,13105,文京区,1,20,なめし革・同製品・毛皮製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,-,x,x,-,x,x
2,13105,文京区,1,27,業務用機械器具製造業,6,530570,114788,115499,2549,2117,35437,37530,27088,113337,-,x,x,239,477,-,x,9248,x,-,x,1357
