地域階層,地域コード,地域,産業分類階層,産業コード,産業小分類,事業所数,従業者数（送出者を除く）／総数(人),従業者数（送出者を除く）／うち男(人),送出者（人）,個人業主及び無給家族従業者／総数(人),個人業主及び無給家族従業者／うち男(人),常用労働者／常用雇用者／正社員･正職員等／総数(人),常用労働者／常用雇用者／正社員･正職員等／うち男(人),常用労働者／常用雇用者／ﾊﾟｰﾄ･ｱﾙﾊﾞｲﾄ等／総数(人),常用労働者／常用雇用者／ﾊﾟｰﾄ･ｱﾙﾊﾞｲﾄ等／うち男(人),常用労働者／出向･派遣受入者／総数(人),常用労働者／出向･派遣受入者／うち男(人),臨時雇用者／総数(人),臨時雇用者／うち男(人),現金給与総額(万円),原材料使用額等(万円),製造品出荷額等／総額(万円),製造品出荷額等／うち製造品出荷額(万円),製造品出荷額等／うち加工賃収入額(万円),付加価値額(29人以下は粗付加価値額)(万円),粗付加価値額(万円)
0,13000,東京都,0,000,総数,9887,245851,171979,3308,348,253,184985,147323,49356,17851,14470,9425,1197,555,119096804,403046338,716075539,630529261,39682928,281606971,292876065
0,13000,東京都,1,090,食料品製造業,681,29400,14673,53,44,30,12842,9283,14898,4620,1669,781,343,137,9949652,43782212,72992771,66196223,632412,25834860,27206529
0,13000,東京都,2,091,畜産食料品製造業,52,2343,1551,1,-,-,1280,1067,969,422,95,63,10,2,1001821,9700913,13889823,13424022,11619,3617605,3916815
0,13000,東京都,2,092,水産食料品製造業,67,1593,781,-,13,7,646,455,653,191,281,128,13,1,557549,3190584,4292858,3745660,63664,929491,1027185
0,13000,東京都,2,093,野菜缶詰・果実缶詰・農産保存食料品製造業,24,489,208,-,-,-,225,155,258,51,6,2,3,-,132373,906025,1179898,481533,x,245646,254143
0,13000,東京都,2,094,調味料製造業,25,907,491,1,1,1,580,392,310,89,17,10,7,-,344134,1564941,2524803,2218081,24273,819616,897310
0,13000,東京都,2,095,糖類製造業,4,113,88,6,-,-,105,87,14,7,-,-,1,-,91330,763314,1340125,1318932,x,520018,538885
0,13000,東京都,2,096,精穀・製粉業,18,410,336,1,-,-,363,312,32,16,16,9,3,-,192446,4656277,5419119,5283229,79374,646214,703606
0,13000,東京都,2,097,パン・菓子製造業,206,9705,4956,1,20,12,4827,3351,4718,1515,141,79,291,127,3444561,8525386,19084284,17528762,133561,9438453,9811513
0,13000,東京都,2,098,動植物油脂製造業,16,602,447,22,-,-,551,421,67,44,6,3,3,1,415220,2457353,3282791,2221772,172485,683196,769034
0,13000,東京都,2,099,その他の食料品製造業,269,13238,5815,21,10,10,4265,3043,7877,2285,1107,487,12,6,3770218,12017419,21979070,19974232,113262,8934621,9288038
0,13000,東京都,1,100,飲料・たばこ・飼料製造業,40,1175,867,3,2,2,820,691,229,77,127,100,4,3,562973,5314640,10319286,9870042,429565,2247829,2454259
0,13000,東京都,2,101,清涼飲料製造業,10,479,385,-,1,1,299,262,59,29,120,93,-,-,225056,3335500,x,3871688,410055,799969,877242
0,13000,東京都,2,102,酒類製造業,11,365,270,3,1,1,305,256,61,15,1,1,2,1,x,x,x,x,278,x,x
0,13000,東京都,2,103,茶・コーヒー製造業（清涼飲料を除く）,9,122,64,-,-,-,74,50,48,14,-,-,2,2,34840,254125,365278,343108,19170,102885,102885
0,13000,東京都,2,104,製氷業,2,47,47,-,-,-,39,39,3,3,5,5,-,-,x,x,x,x,-,x,x
0,13000,東京都,2,106,飼料・有機質肥料製造業,8,162,101,-,-,-,103,84,58,16,1,1,-,-,66561,104342,209063,206745,62,96996,96996
0,13000,東京都,1,110,繊維工業,365,4148,1593,17,43,27,2695,1382,1421,186,6,2,22,5,1249111,2960791,5447129,3429365,1411229,2287312,2308196
0,13000,東京都,2,112,織物業,8,78,22,-,2,-,50,21,26,1,-,-,-,-,22335,54075,92353,88191,4162,35278,35278
0,13000,東京都,2,113,ニット生地製造業,6,57,38,-,-,-,44,30,13,8,-,-,-,-,18227,42150,77948,52495,24515,32993,32993
0,13000,東京都,2,114,染色整理業,33,340,204,-,5,4,257,171,73,28,5,1,3,1,99936,72825,254074,41409,199183,167667,167667
0,13000,東京都,2,115,綱・網・レース・繊維粗製品製造業,10,125,66,-,-,-,91,60,33,5,1,1,2,2,48731,64454,143029,110928,23274,72419,72419
0,13000,東京都,2,116,外衣・シャツ製造業（和式を除く）,141,1484,523,17,18,11,1072,456,411,60,-,-,15,2,441105,1653547,2725076,1777745,578513,979008,990762
0,13000,東京都,2,117,下着類製造業,3,25,5,-,3,1,7,3,15,1,-,-,1,-,4104,17097,24292,21681,885,6632,6632
0,13000,東京都,2,118,和装製品・その他の衣服・繊維製身の回り品製造業,63,648,219,-,5,4,402,190,241,25,-,-,-,-,168476,307507,628210,373359,225591,297516,299483
0,13000,東京都,2,119,その他の繊維製品製造業,101,1391,516,-,10,7,772,451,609,58,-,-,1,-,446197,749136,1502147,963557,355106,695799,702962
0,13000,東京都,1,120,木材・木製品製造業（家具を除く）,55,555,429,3,3,3,447,359,102,64,6,5,2,1,230827,588997,1076579,986457,x,423270,457277
0,13000,東京都,2,121,製材業、木製品製造業,21,163,131,-,2,2,142,117,19,12,-,-,1,1,63089,91749,211961,186630,x,110796,110796
0,13000,東京都,2,122,造作材・合板・建築用組立材料製造業,13,198,165,3,-,-,173,145,24,19,4,3,1,-,98566,367888,621913,574137,x,207928,241935
0,13000,東京都,2,123,木製容器製造業（竹、とうを含む）,9,93,58,-,-,-,46,31,45,25,2,2,-,-,30893,101139,156879,150825,1454,51374,51374
0,13000,東京都,2,129,その他の木製品製造業(竹、とうを含む),12,101,75,-,1,1,86,66,14,8,-,-,-,-,38279,28221,85826,74865,x,53172,53172
0,13000,東京都,1,130,家具・装備品製造業,202,3236,2346,44,18,12,2706,2121,332,131,224,124,17,14,1627803,7872262,11801718,11047653,208268,3929360,4196162
0,13000,東京都,2,131,家具製造業,110,2244,1652,44,14,9,1869,1481,182,81,223,123,12,9,1211260,6923761,9931275,9330191,136101,3077448,3343611
0,13000,東京都,2,132,宗教用具製造業,9,104,74,-,1,1,88,68,15,5,-,-,1,1,42143,48473,127508,66626,3100,75509,74647
0,13000,東京都,2,133,建具製造業,27,187,140,-,-,-,168,132,19,8,-,-,1,1,76459,194048,337553,303421,32352,132266,132266
0,13000,東京都,2,139,その他の家具・装備品製造業,56,701,480,-,3,2,581,440,116,37,1,1,3,3,297941,705980,1405382,1347415,36715,644137,645638
0,13000,東京都,1,140,パルプ・紙・紙加工品製造業,371,5635,3684,30,21,14,4303,3315,1269,346,72,37,61,18,2204094,8259236,13743655,10131440,1266933,4868260,5088867
