"年月[西暦]","調査項目","設問","基本政策","政策","調査回答者の属性種別","調査回答者の属性","調査数[人]","十分[人]","まあ十分[人]","やや不十分[人]","不十分[人]","わからない[人]","無回答[人]"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策４）港区からブランド性ある産業・文化を発信する","政策(16)豊かな国際性を生かした多文化共生社会を推進する","全体",,"658","85","235","98","45","180","15"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策４）港区からブランド性ある産業・文化を発信する","政策(16)豊かな国際性を生かした多文化共生社会を推進する","性・年代別","男性（計）","248","31","82","37","20","70","8"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策４）港区からブランド性ある産業・文化を発信する","政策(16)豊かな国際性を生かした多文化共生社会を推進する","性・年代別","男性 18～29歳","23","6","10","1","1","5","0"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策４）港区からブランド性ある産業・文化を発信する","政策(16)豊かな国際性を生かした多文化共生社会を推進する","性・年代別","男性 30～39歳","35","6","12","6","4","7","0"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策４）港区からブランド性ある産業・文化を発信する","政策(16)豊かな国際性を生かした多文化共生社会を推進する","性・年代別","男性 40～49歳","41","8","20","3","3","7","0"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策４）港区からブランド性ある産業・文化を発信する","政策(16)豊かな国際性を生かした多文化共生社会を推進する","性・年代別","男性 50～59歳","49","4","23","8","3","10","1"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策４）港区からブランド性ある産業・文化を発信する","政策(16)豊かな国際性を生かした多文化共生社会を推進する","性・年代別","男性 60～69歳","39","3","5","9","4","17","1"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策４）港区からブランド性ある産業・文化を発信する","政策(16)豊かな国際性を生かした多文化共生社会を推進する","性・年代別","男性 70歳以上","60","3","12","10","5","24","6"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策４）港区からブランド性ある産業・文化を発信する","政策(16)豊かな国際性を生かした多文化共生社会を推進する","性・年代別","男性 無回答","1","1","0","0","0","0","0"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策４）港区からブランド性ある産業・文化を発信する","政策(16)豊かな国際性を生かした多文化共生社会を推進する","性・年代別","女性（計）","400","54","150","57","24","109","6"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策４）港区からブランド性ある産業・文化を発信する","政策(16)豊かな国際性を生かした多文化共生社会を推進する","性・年代別","女性 18～29歳","28","6","7","4","1","10","0"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策４）港区からブランド性ある産業・文化を発信する","政策(16)豊かな国際性を生かした多文化共生社会を推進する","性・年代別","女性 30～39歳","65","11","33","6","0","15","0"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策４）港区からブランド性ある産業・文化を発信する","政策(16)豊かな国際性を生かした多文化共生社会を推進する","性・年代別","女性 40～49歳","95","17","49","11","4","14","0"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策４）港区からブランド性ある産業・文化を発信する","政策(16)豊かな国際性を生かした多文化共生社会を推進する","性・年代別","女性 50～59歳","82","13","28","13","6","22","0"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策４）港区からブランド性ある産業・文化を発信する","政策(16)豊かな国際性を生かした多文化共生社会を推進する","性・年代別","女性 60～69歳","55","2","19","10","8","13","3"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策４）港区からブランド性ある産業・文化を発信する","政策(16)豊かな国際性を生かした多文化共生社会を推進する","性・年代別","女性 70歳以上","75","5","14","13","5","35","3"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策４）港区からブランド性ある産業・文化を発信する","政策(16)豊かな国際性を生かした多文化共生社会を推進する","性・年代別","女性 無回答","0","0","0","0","0","0","0"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策４）港区からブランド性ある産業・文化を発信する","政策(16)豊かな国際性を生かした多文化共生社会を推進する","性・年代別","無回答","10","0","3","4","1","1","1"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策４）港区からブランド性ある産業・文化を発信する","政策(16)豊かな国際性を生かした多文化共生社会を推進する","職業別","自営業主・家族従業","92","7","28","16","7","29","5"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策４）港区からブランド性ある産業・文化を発信する","政策(16)豊かな国際性を生かした多文化共生社会を推進する","職業別","会社員・団体職員・公務員","280","45","112","40","17","64","2"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策４）港区からブランド性ある産業・文化を発信する","政策(16)豊かな国際性を生かした多文化共生社会を推進する","職業別","アルバイト・パートタイマー","58","8","23","8","6","12","1"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策４）港区からブランド性ある産業・文化を発信する","政策(16)豊かな国際性を生かした多文化共生社会を推進する","職業別","家事専業","94","11","38","15","8","22","0"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策４）港区からブランド性ある産業・文化を発信する","政策(16)豊かな国際性を生かした多文化共生社会を推進する","職業別","学生","20","3","10","2","1","4","0"
