"年月日時［西暦]","地区","二酸化硫黄[ppb]","一酸化窒素[ppb]","二酸化窒素[ppb]","窒素酸化物[ppb]","オキシダント[ppb]","一酸化炭素[0.1ppm]","ノンメタン炭化水素(非メタン9[0.01ppmC]","メタン[0.01ppmC]","浮遊粒子状物質[μg/立方メートル]","PM2.5[μg/m3]","風速[0.1m/s]","風向","温度[0.1℃]","湿度[%]","THC[0.01ppmC]"
2022120101,"麻布",,0,5,5,26,,,,2,,14,"E",135,49,
2022120102,"麻布",,0,5,5,24,,,,2,,6,"NE",131,53,
2022120103,"麻布",,0,6,6,22,,,,6,,10,"ESE",130,52,
2022120104,"麻布",,0,6,6,23,,,,2,,7,"NNE",127,52,
2022120105,"麻布",,0,6,6,22,,,,3,,9,"E",125,53,
2022120106,"麻布",,0,9,9,19,,,,2,,10,"NNE",123,57,
2022120107,"麻布",,1,10,11,18,,,,8,,10,"E",119,75,
2022120108,"麻布",,0,9,9,20,,,,6,,10,"E",118,74,
2022120109,"麻布",,1,11,12,18,,,,5,,17,"E",111,73,
2022120110,"麻布",,14,17,31,14,,,,2,,12,"ENE",100,78,
2022120111,"麻布",,27,19,46,12,,,,3,,11,"NE",100,76,
2022120112,"麻布",,11,17,28,16,,,,3,,13,"ENE",105,74,
2022120113,"麻布",,11,14,25,16,,,,7,,12,"NNE",96,84,
2022120114,"麻布",,19,20,39,11,,,,9,,6,"N",94,92,
2022120115,"麻布",,11,17,28,12,,,,4,,9,"E",98,83,
2022120116,"麻布",,15,17,32,14,,,,5,,9,"NE",98,82,
2022120117,"麻布",,26,24,50,10,,,,6,,5,"NE",98,86,
2022120118,"麻布",,2,22,24,6,,,,8,,9,"E",95,90,
2022120119,"麻布",,1,21,22,6,,,,10,,10,"E",96,90,
2022120120,"麻布",,1,24,25,3,,,,11,,15,"ESE",97,89,
2022120121,"麻布",,2,27,29,2,,,,11,,5,"N",101,87,
2022120122,"麻布",,5,29,34,1,,,,14,,8,"NNE",99,87,
2022120123,"麻布",,4,26,30,2,,,,8,,14,"ESE",96,85,
2022120124,"麻布",,1,20,21,4,,,,8,,7,"E",93,87,
2022120201,"麻布",,1,17,18,6,,,,9,,8,"NNE",92,86,
2022120202,"麻布",,1,17,18,5,,,,8,,15,"NNE",89,81,
2022120203,"麻布",,0,13,13,9,,,,7,,9,"NNE",90,78,
2022120204,"麻布",,1,14,15,8,,,,7,,6,"NE",93,74,
2022120205,"麻布",,1,13,14,10,,,,6,,9,"NNE",96,67,
2022120206,"麻布",,0,10,10,14,,,,3,,15,"NNE",98,57,
2022120207,"麻布",,1,11,12,17,,,,3,,12,"NNE",97,54,
