01会計,02款,03項,04目,05節,06細節,07細々節,08予算額
"01一般会計","01市税","01市民税","01個人","01現年課税分","01現年課税分","00",18299923
"01一般会計","01市税","01市民税","01個人","02滞納繰越分","01滞納繰越分","00",145322
"01一般会計","01市税","01市民税","02法人","01現年課税分","01現年課税分","00",1251059
"01一般会計","01市税","01市民税","02法人","02滞納繰越分","01滞納繰越分","00",3700
"01一般会計","01市税","02固定資産税","01固定資産税","01現年課税分","01現年課税分","00",14538711
"01一般会計","01市税","02固定資産税","01固定資産税","02滞納繰越分","01滞納繰越分","00",60377
"01一般会計","01市税","02固定資産税","02国有資産等所在市町村交付金","01現年課税分","01交付金","01都有資産分",268704
"01一般会計","01市税","02固定資産税","02国有資産等所在市町村交付金","01現年課税分","01交付金","02国有資産分",41561
"01一般会計","01市税","03軽自動車税","01環境性能割","01現年課税分","01環境性能割","00",7680
"01一般会計","01市税","03軽自動車税","02種別割","01現年課税分","01種別割","00",105567
"01一般会計","01市税","03軽自動車税","02種別割","02滞納繰越分","01滞納繰越分","00",1248
"01一般会計","01市税","04市たばこ税","01市たばこ税","01現年課税分","01市たばこ税","00",809788
"01一般会計","01市税","05入湯税","01入湯税","01現年課税分","01入湯税","00",2
"01一般会計","01市税","06事業所税","01事業所税","01現年課税分","01現年課税分","00",419116
"01一般会計","01市税","06事業所税","01事業所税","02滞納繰越分","01滞納繰越分","00",310
"01一般会計","01市税","07都市計画税","01都市計画税","01現年課税分","01現年課税分","00",2774773
"01一般会計","01市税","07都市計画税","01都市計画税","02滞納繰越分","01滞納繰越分","00",12431
"01一般会計","02地方譲与税","01地方揮発油譲与税","01地方揮発油譲与税","01地方揮発油譲与税","01地方揮発油譲与税","00",64350
"01一般会計","02地方譲与税","02自動車重量譲与税","01自動車重量譲与税","01自動車重量譲与税","01自動車重量譲与税","00",199448
"01一般会計","02地方譲与税","03森林環境譲与税","01森林環境譲与税","01森林環境譲与税","01森林環境譲与税","00",19137
"01一般会計","02地方譲与税","04航空機燃料譲与税","01航空機燃料譲与税","01航空機燃料譲与税","01航空機燃料譲与税","00",83
"01一般会計","03利子割交付金","01利子割交付金","01利子割交付金","01利子割交付金","01利子割交付金","00",47725
"01一般会計","04配当割交付金","01配当割交付金","01配当割交付金","01配当割交付金","01配当割交付金","00",326886
"01一般会計","05株式等譲渡所得割交付金","01株式等譲渡所得割交付金","01株式等譲渡所得割交付金","01株式等譲渡所得割交付金","01株式等譲渡所得割交付金","00",373044
"01一般会計","06法人事業税交付金","01法人事業税交付金","01法人事業税交付金","01法人事業税交付金","01法人事業税交付金","00",480532
"01一般会計","07地方消費税交付金","01地方消費税交付金","01地方消費税交付金","01地方消費税交付金","01地方消費税交付金","00",3966634
"01一般会計","08自動車取得税交付金","01自動車取得税交付金","01自動車取得税交付金","01自動車取得税交付金","01自動車取得税交付金","00",1
"01一般会計","08自動車取得税交付金","01自動車取得税交付金","02旧法による自動車取得税交付金","01旧法による自動車取得税交付金","01旧法による自動車取得税交付金","00",1
"01一般会計","09環境性能割交付金","01環境性能割交付金","01環境性能割交付金","01環境性能割交付金","01環境性能割交付金","00",68745
"01一般会計","10地方特例交付金","01地方特例交付金","01地方特例交付金","01地方特例交付金","01個人市民税減収補?特例交付金","00",172376
"01一般会計","11地方交付税","01地方交付税","01地方交付税","01地方交付税","01特別交付税","00",1
"01一般会計","12交通安全対策特別交付金","01交通安全対策特別交付金","01交通安全対策特別交付金","01交通安全対策特別交付金","01交通安全対策特別交付金","00",19673
"01一般会計","13分担金及び負担金","01負担金","01民生費負担金","01高齢者措置費負担金","01高齢者施設入所措置費負担金","00",12000
"01一般会計","13分担金及び負担金","01負担金","01民生費負担金","02保育所保育料負担金","01市立保育所保育料負担金","01現年度分",122767
"01一般会計","13分担金及び負担金","01負担金","01民生費負担金","02保育所保育料負担金","01市立保育所保育料負担金","02過年度分",5320
"01一般会計","13分担金及び負担金","01負担金","01民生費負担金","02保育所保育料負担金","02私立保育所保育料負担金","01現年度分",390281
"01一般会計","13分担金及び負担金","01負担金","01民生費負担金","02保育所保育料負担金","02私立保育所保育料負担金","02過年度分",10945
"01一般会計","13分担金及び負担金","01負担金","01民生費負担金","03母子福祉費負担金","01母子生活支援施設入所措置費負担金","00",80
"01一般会計","13分担金及び負担金","01負担金","01民生費負担金","03母子福祉費負担金","02入院助産措置費負担金","00",40
"01一般会計","13分担金及び負担金","01負担金","02衛生費負担金","01未熟児養育医療給付費負担金","01未熟児養育医療給付費負担金","00",4909
"01一般会計","13分担金及び負担金","01負担金","03土木費負担金","01道路掘削復旧工事監督事務費負担金","01道路掘削復旧工事監督事務費負担金","00",7370
"01一般会計","14使用料及び手数料","01使用料","01総務使用料","01三鷹ネットワーク大学使用料","01三鷹ネットワーク大学使用料","00",500
"01一般会計","14使用料及び手数料","01使用料","01総務使用料","02市民センター使用料","01市民センター事務室等使用料","00",819
"01一般会計","14使用料及び手数料","01使用料","01総務使用料","02市民センター使用料","02市民センター駐車場等使用料","00",7446
"01一般会計","14使用料及び手数料","01使用料","01総務使用料","03地区公会堂使用料","01地区公会堂使用料","00",38
"01一般会計","14使用料及び手数料","01使用料","01総務使用料","04地区公会堂用地使用料","01地区公会堂用地使用料","00",10
"01一般会計","14使用料及び手数料","01使用料","01総務使用料","05コミュニティ・センタープール等使用料","01コミュニティ・センタープール等使用料","00",1910
"01一般会計","14使用料及び手数料","01使用料","01総務使用料","06コミュニティ・センター用地等使用料","01コミュニティ・センター用地等使用料","00",4
"01一般会計","14使用料及び手数料","01使用料","01総務使用料","07市民協働センター使用料","01市民協働センター使用料","00",2780
"01一般会計","14使用料及び手数料","01使用料","01総務使用料","08文化施設使用料","01芸術文化センター使用料","00",43000
"01一般会計","14使用料及び手数料","01使用料","01総務使用料","08文化施設使用料","02美術ギャラリー使用料","00",1400
"01一般会計","14使用料及び手数料","01使用料","01総務使用料","08文化施設使用料","03公会堂使用料","00",34000
"01一般会計","14使用料及び手数料","01使用料","01総務使用料","08文化施設使用料","04みたか井心亭使用料","00",2300
"01一般会計","14使用料及び手数料","01使用料","01総務使用料","08文化施設使用料","05山本有三記念館使用料","00",2300
"01一般会計","14使用料及び手数料","01使用料","01総務使用料","08文化施設使用料","06桜井浜江記念市民ギャラリー使用料","00",1380
"01一般会計","14使用料及び手数料","01使用料","01総務使用料","09文化施設用地使用料","01山本有三記念館用地使用料","00",3
"01一般会計","14使用料及び手数料","01使用料","01総務使用料","10三鷹市立アニメーション美術館内施設使用料","01三鷹市立アニメーション美術館内施設使用料","00",1915
"01一般会計","14使用料及び手数料","01使用料","02民生使用料","01福祉センター使用料","01福祉センター使用料","00",693
"01一般会計","14使用料及び手数料","01使用料","02民生使用料","02下連雀複合施設使用料","01下連雀複合施設用地使用料","00",2
"01一般会計","14使用料及び手数料","01使用料","02民生使用料","02下連雀複合施設使用料","02下連雀複合施設施設使用料","00",1562
"01一般会計","14使用料及び手数料","01使用料","02民生使用料","03福祉コアかみれん使用料","01福祉コアかみれん用地使用料","00",1
"01一般会計","14使用料及び手数料","01使用料","02民生使用料","03福祉コアかみれん使用料","02福祉コアかみれん施設使用料","00",1085
"01一般会計","14使用料及び手数料","01使用料","02民生使用料","04心身障がい児通所訓練施設なかよし教室使用料","01心身障がい児通所訓練施設なかよし教室施設使用料","00",3262
"01一般会計","14使用料及び手数料","01使用料","02民生使用料","05北野ハピネスセンター用地使用料","01北野ハピネスセンター用地使用料","00",1
"01一般会計","14使用料及び手数料","01使用料","02民生使用料","06福祉住宅使用料","01福祉住宅使用料","00",25599
"01一般会計","14使用料及び手数料","01使用料","02民生使用料","07保育園用地使用料","01保育園用地使用料","00",13
"01一般会計","14使用料及び手数料","01使用料","02民生使用料","08ちどりこども園使用料","01基本保育料","00",2
"01一般会計","14使用料及び手数料","01使用料","02民生使用料","08ちどりこども園使用料","02預かり保育料","00",40
"01一般会計","14使用料及び手数料","01使用料","02民生使用料","09子ども発達支援センター使用料","01子ども発達支援センター使用料","00",138
"01一般会計","14使用料及び手数料","01使用料","02民生使用料","10多世代交流センター用地使用料","01多世代交流センター用地内水源用地等使用料","00",5
"01一般会計","14使用料及び手数料","01使用料","02民生使用料","11学童保育所使用料","01学童保育所育成料","00",141818
"01一般会計","14使用料及び手数料","01使用料","02民生使用料","11学童保育所使用料","02学童保育所延長育成料","00",5897
"01一般会計","14使用料及び手数料","01使用料","03衛生使用料","01総合保健センター使用料","01総合保健センター使用料","00",28
"01一般会計","14使用料及び手数料","01使用料","03衛生使用料","02リサイクル市民工房用地使用料","01高圧線下土地使用料","00",464
"01一般会計","14使用料及び手数料","01使用料","04農林使用料","01農業公園用地使用料","01農業公園用地使用料","00",11297
"01一般会計","14使用料及び手数料","01使用料","05土木使用料","01道路占用料","01ガス管、電柱等道路占用料","00",224020
"01一般会計","14使用料及び手数料","01使用料","05土木使用料","02法定外公共物使用料","01ガス管、電柱等公共物使用料","00",6193
"01一般会計","14使用料及び手数料","01使用料","05土木使用料","03交通公園等用地使用料","01交通公園等用地使用料","00",315
"01一般会計","14使用料及び手数料","01使用料","05土木使用料","04都市公園等用地使用料","01高圧線下等土地使用料","00",1808
"01一般会計","14使用料及び手数料","01使用料","05土木使用料","05三鷹中央防災公園使用料","01三鷹中央防災公園使用料","00",1
"01一般会計","14使用料及び手数料","01使用料","05土木使用料","06市営住宅等使用料","01市営大沢住宅等使用料","00",32905
