01会計,02款,03項,04目,05節,06細節,07細々節,08決算額
01一般会計,01市税,01市民税,01個人,01現年課税分,02個人市民税（普通徴収分）,0,5079958663
01一般会計,01市税,01市民税,01個人,01現年課税分,03個人市民税（特別徴収分）,0,13961369314
01一般会計,01市税,01市民税,01個人,01現年課税分,04個人市民税（年金特別徴収分）,0,464145096
01一般会計,01市税,01市民税,01個人,02滞納繰越分,01滞納繰越分,0,126326472
01一般会計,01市税,01市民税,02法人,01現年課税分,01現年課税分,0,1610900800
01一般会計,01市税,01市民税,02法人,02滞納繰越分,01滞納繰越分,0,3094262
01一般会計,01市税,02固定資産税,01固定資産税,01現年課税分,01現年課税分,0,14786228454
01一般会計,01市税,02固定資産税,01固定資産税,02滞納繰越分,01滞納繰越分,0,40386908
01一般会計,01市税,02固定資産税,02国有資産等所在市町村交付金,01現年課税分,01交付金,01都有資産分,257799300
01一般会計,01市税,02固定資産税,02国有資産等所在市町村交付金,01現年課税分,01交付金,02国有資産分,44810100
01一般会計,01市税,03軽自動車税,01環境性能割,01現年課税分,01環境性能割,0,8120800
01一般会計,01市税,03軽自動車税,02種別割,01現年課税分,01種別割,0,109404400
01一般会計,01市税,03軽自動車税,02種別割,02滞納繰越分,01滞納繰越分,0,807335
01一般会計,01市税,04市たばこ税,01市たばこ税,01現年課税分,01市たばこ税,0,834195355
01一般会計,01市税,05入湯税,01入湯税,01現年課税分,01入湯税,0,1800
01一般会計,01市税,06事業所税,01事業所税,01現年課税分,01現年課税分,0,438780900
01一般会計,01市税,07都市計画税,01都市計画税,01現年課税分,01現年課税分,0,2834839212
01一般会計,01市税,07都市計画税,01都市計画税,02滞納繰越分,01滞納繰越分,0,9370891
01一般会計,02地方譲与税,01地方揮発油譲与税,01地方揮発油譲与税,01地方揮発油譲与税,01地方揮発油譲与税,0,65510000
01一般会計,02地方譲与税,02自動車重量譲与税,01自動車重量譲与税,01自動車重量譲与税,01自動車重量譲与税,0,197497000
01一般会計,02地方譲与税,03森林環境譲与税,01森林環境譲与税,01森林環境譲与税,01森林環境譲与税,0,20872000
01一般会計,02地方譲与税,04航空機燃料譲与税,01航空機燃料譲与税,01航空機燃料譲与税,01航空機燃料譲与税,0,124000
01一般会計,03利子割交付金,01利子割交付金,01利子割交付金,01利子割交付金,01利子割交付金,0,79335000
01一般会計,04配当割交付金,01配当割交付金,01配当割交付金,01配当割交付金,01配当割交付金,0,422112000
01一般会計,05株式等譲渡所得割交付金,01株式等譲渡所得割交付金,01株式等譲渡所得割交付金,01株式等譲渡所得割交付金,01株式等譲渡所得割交付金,0,453489000
01一般会計,06法人事業税交付金,01法人事業税交付金,01法人事業税交付金,01法人事業税交付金,01法人事業税交付金,0,646402000
01一般会計,07地方消費税交付金,01地方消費税交付金,01地方消費税交付金,01地方消費税交付金,01地方消費税交付金,0,4514248000
01一般会計,08自動車取得税交付金,01自動車取得税交付金,01旧法による自動車取得税交付金,01旧法による自動車取得税交付金,01旧法による自動車取得税交付金,0,2087754
01一般会計,09環境性能割交付金,01環境性能割交付金,01環境性能割交付金,01環境性能割交付金,01環境性能割交付金,0,78117703
01一般会計,10地方特例交付金,01地方特例交付金,01地方特例交付金,01地方特例交付金,01個人市民税減収補?特例交付金,0,160761000
01一般会計,10地方特例交付金,02新型コロナウイルス感染症対策地方税減収補?特別交付金,01新型コロナウイルス感染症対策地方税減収補?特別交付金,01新型コロナウイルス感染症対策地方税減収補?特別交付金,01新型コロナウイルス感染症対策地方税減収補?特別交付金,0,531000
01一般会計,11地方交付税,01地方交付税,01地方交付税,01地方交付税,01特別交付税,0,28181000
01一般会計,12交通安全対策特別交付金,01交通安全対策特別交付金,01交通安全対策特別交付金,01交通安全対策特別交付金,01交通安全対策特別交付金,0,16614000
01一般会計,13分担金及び負担金,01負担金,01民生費負担金,01高齢者措置費負担金,01高齢者施設入所措置費負担金,0,9467876
01一般会計,13分担金及び負担金,01負担金,01民生費負担金,02保育所保育料負担金,01市立保育所保育料負担金,01現年度分,115546900
01一般会計,13分担金及び負担金,01負担金,01民生費負担金,02保育所保育料負担金,01市立保育所保育料負担金,02過年度分,262940
01一般会計,13分担金及び負担金,01負担金,01民生費負担金,02保育所保育料負担金,02私立保育所保育料負担金,01現年度分,362198950
01一般会計,13分担金及び負担金,01負担金,01民生費負担金,02保育所保育料負担金,02私立保育所保育料負担金,02過年度分,583470
01一般会計,13分担金及び負担金,01負担金,01民生費負担金,03母子福祉費負担金,01母子生活支援施設入所措置費負担金,0,322500
01一般会計,13分担金及び負担金,01負担金,02衛生費負担金,01未熟児養育医療給付費負担金,01未熟児養育医療給付費負担金,0,2810787
01一般会計,13分担金及び負担金,01負担金,03土木費負担金,01道路掘削復旧工事監督事務費負担金,01道路掘削復旧工事監督事務費負担金,0,6372110
01一般会計,14使用料及び手数料,01使用料,01総務使用料,01三鷹ネットワーク大学使用料,01三鷹ネットワーク大学使用料,0,364850
01一般会計,14使用料及び手数料,01使用料,01総務使用料,02市民センター使用料,01市民センター事務室等使用料,0,812184
01一般会計,14使用料及び手数料,01使用料,01総務使用料,02市民センター使用料,02市民センター駐車場等使用料,0,10207000
01一般会計,14使用料及び手数料,01使用料,01総務使用料,04地区公会堂用地使用料,01地区公会堂用地使用料,0,10752
01一般会計,14使用料及び手数料,01使用料,01総務使用料,05コミュニティ・センタープール等使用料,01コミュニティ・センタープール等使用料,0,1721500
01一般会計,14使用料及び手数料,01使用料,01総務使用料,06コミュニティ・センター用地等使用料,01コミュニティ・センター用地等使用料,0,4896
01一般会計,14使用料及び手数料,01使用料,01総務使用料,07市民協働センター使用料,01市民協働センター使用料,0,2659240
01一般会計,14使用料及び手数料,01使用料,01総務使用料,08文化施設使用料,01芸術文化センター使用料,0,52246100
01一般会計,14使用料及び手数料,01使用料,01総務使用料,08文化施設使用料,02美術ギャラリー使用料,0,1198000
01一般会計,14使用料及び手数料,01使用料,01総務使用料,08文化施設使用料,03公会堂使用料,0,41862770
01一般会計,14使用料及び手数料,01使用料,01総務使用料,08文化施設使用料,04みたか井心亭使用料,0,2949760
01一般会計,14使用料及び手数料,01使用料,01総務使用料,08文化施設使用料,05山本有三記念館使用料,0,1969200
01一般会計,14使用料及び手数料,01使用料,01総務使用料,08文化施設使用料,06桜井浜江記念市民ギャラリー使用料,0,354600
01一般会計,14使用料及び手数料,01使用料,01総務使用料,08文化施設使用料,07吉村昭書斎使用料,0,88700
01一般会計,14使用料及び手数料,01使用料,01総務使用料,09文化施設用地使用料,01山本有三記念館用地使用料,0,4416
01一般会計,14使用料及び手数料,01使用料,01総務使用料,10三鷹市立アニメーション美術館内施設使用料,01三鷹市立アニメーション美術館内施設使用料,0,1915174
01一般会計,14使用料及び手数料,01使用料,02民生使用料,01福祉センター使用料,01福祉センター使用料,0,799100
01一般会計,14使用料及び手数料,01使用料,02民生使用料,02下連雀複合施設使用料,01下連雀複合施設用地使用料,0,1884
01一般会計,14使用料及び手数料,01使用料,02民生使用料,02下連雀複合施設使用料,02下連雀複合施設施設使用料,0,1559520
01一般会計,14使用料及び手数料,01使用料,02民生使用料,03福祉コアかみれん使用料,01福祉コアかみれん用地使用料,0,2484
01一般会計,14使用料及び手数料,01使用料,02民生使用料,03福祉コアかみれん使用料,02福祉コアかみれん施設使用料,0,1089936
01一般会計,14使用料及び手数料,01使用料,02民生使用料,04心身障がい児通所訓練施設なかよし教室使用料,01心身障がい児通所訓練施設なかよし教室施設使用料,0,3359700
01一般会計,14使用料及び手数料,01使用料,02民生使用料,05北野ハピネスセンター用地使用料,01北野ハピネスセンター用地使用料,0,1260
01一般会計,14使用料及び手数料,01使用料,02民生使用料,06福祉住宅使用料,01福祉住宅使用料,0,19882139
01一般会計,14使用料及び手数料,01使用料,02民生使用料,07生活リハビリセンター居室使用料,01生活リハビリセンター居室使用料,0,449100
01一般会計,14使用料及び手数料,01使用料,02民生使用料,08協働研究推進室等使用料,01協働研究推進室等使用料,0,240800
01一般会計,14使用料及び手数料,01使用料,02民生使用料,10保育園用地使用料,01保育園用地使用料,0,14268
01一般会計,14使用料及び手数料,01使用料,02民生使用料,12子ども発達支援センター使用料,01子ども発達支援センター使用料,0,152640
01一般会計,14使用料及び手数料,01使用料,02民生使用料,13多世代交流センター用地使用料,01多世代交流センター用地内水源用地等使用料,0,5868
01一般会計,14使用料及び手数料,01使用料,02民生使用料,14学童保育所使用料,01学童保育所育成料,0,150231000
01一般会計,14使用料及び手数料,01使用料,02民生使用料,14学童保育所使用料,02学童保育所延長育成料,0,6005800
01一般会計,14使用料及び手数料,01使用料,03衛生使用料,02リサイクル市民工房用地使用料,01高圧線下土地使用料,0,465432
01一般会計,14使用料及び手数料,01使用料,04農林使用料,01農業公園用地使用料,01農業公園用地使用料,0,11297796
01一般会計,14使用料及び手数料,01使用料,05土木使用料,01道路占用料,01ガス管、電柱等道路占用料,0,226887542
01一般会計,14使用料及び手数料,01使用料,05土木使用料,02法定外公共物使用料,01ガス管、電柱等公共物使用料,0,5404723
01一般会計,14使用料及び手数料,01使用料,05土木使用料,03交通公園等用地使用料,01交通公園等用地使用料,0,353316
01一般会計,14使用料及び手数料,01使用料,05土木使用料,04都市公園等用地使用料,01高圧線下等土地使用料,0,1975932
01一般会計,14使用料及び手数料,01使用料,05土木使用料,06市営住宅等使用料,01市営大沢住宅等使用料,0,30032789
01一般会計,14使用料及び手数料,01使用料,05土木使用料,07下連雀市民住宅使用料,01下連雀市民住宅使用料,0,20724500
01一般会計,14使用料及び手数料,01使用料,06消防使用料,01防災用地使用料,01消防団詰所用地使用料,0,3600
01一般会計,14使用料及び手数料,01使用料,07教育使用料,01教育センター用地使用料,01教育センター用地使用料,0,1200
01一般会計,14使用料及び手数料,01使用料,07教育使用料,02川上郷自然の村用地使用料,01川上郷自然の村用地使用料,0,100
01一般会計,14使用料及び手数料,01使用料,07教育使用料,03学校用地使用料,01学校用地内水源用地等使用料,0,1259016
01一般会計,14使用料及び手数料,01使用料,07教育使用料,04大沢の里郷土文化施設使用料,01大沢の里郷土文化施設使用料,0,578800
01一般会計,14使用料及び手数料,01使用料,07教育使用料,05学校施設使用料,01地域交流室使用料,0,19000
01一般会計,14使用料及び手数料,01使用料,07教育使用料,05学校施設使用料,02体育施設使用料,0,1339050
01一般会計,14使用料及び手数料,01使用料,07教育使用料,05学校施設使用料,03夜間照明設備使用料,0,1618080
01一般会計,14使用料及び手数料,01使用料,07教育使用料,06生涯学習センター使用料,01生涯学習センター使用料,0,6318950
01一般会計,14使用料及び手数料,01使用料,07教育使用料,07図書館用地使用料,01三鷹図書館ケーブルテレビ支柱用地使用料,0,1872
01一般会計,14使用料及び手数料,01使用料,07教育使用料,07図書館用地使用料,02東部図書館ケーブルテレビ支柱用地使用料,0,1452
01一般会計,14使用料及び手数料,01使用料,07教育使用料,07図書館用地使用料,03西部図書館ケーブルテレビ支柱用地使用料,0,1200
01一般会計,14使用料及び手数料,01使用料,07教育使用料,08スポーツ施設使用料,01新川テニスコート施設使用料,0,1922390
01一般会計,14使用料及び手数料,01使用料,07教育使用料,08スポーツ施設使用料,02大沢総合グラウンド施設使用料,0,25960390
01一般会計,14使用料及び手数料,01使用料,07教育使用料,08スポーツ施設使用料,03大沢総合グラウンド夜間照明設備使用料,0,5783700
01一般会計,14使用料及び手数料,01使用料,07教育使用料,08スポーツ施設使用料,04大沢野川グラウンド施設使用料,0,2510590
01一般会計,14使用料及び手数料,01使用料,07教育使用料,08スポーツ施設使用料,05大沢野川グラウンド駐車場使用料,0,3395800
01一般会計,14使用料及び手数料,01使用料,07教育使用料,08スポーツ施設使用料,06総合スポーツセンター施設使用料,0,80109620
01一般会計,14使用料及び手数料,01使用料,07教育使用料,09井口特設グラウンド用地使用料,01電柱用地等使用料,0,3096
01一般会計,14使用料及び手数料,02手数料,01総務手数料,01自動車臨時運行許可手数料,01自動車臨時運行許可手数料,0,531750
01一般会計,14使用料及び手数料,02手数料,01総務手数料,02住居表示台帳閲覧等手数料,01住居表示台帳閲覧等手数料,0,1300
01一般会計,14使用料及び手数料,02手数料,01総務手数料,03自動交付手数料,01証明書自動交付手数料,0,18982400
01一般会計,14使用料及び手数料,02手数料,01総務手数料,04税証明交付手数料,01税証明交付手数料,0,9403200
01一般会計,14使用料及び手数料,02手数料,01総務手数料,05戸籍住民手数料,01戸籍証明書交付手数料,0,16347100
01一般会計,14使用料及び手数料,02手数料,01総務手数料,05戸籍住民手数料,02住民票写し交付閲覧手数料,0,16553600
01一般会計,14使用料及び手数料,02手数料,01総務手数料,05戸籍住民手数料,03印鑑登録証明等交付手数料,0,5377100
01一般会計,14使用料及び手数料,02手数料,01総務手数料,06認可地縁団体証明書交付手数料,01認可地縁団体証明書交付手数料,0,1500
01一般会計,14使用料及び手数料,02手数料,03衛生手数料,01工場認可申請手数料,01工場認可申請手数料,0,29400
01一般会計,14使用料及び手数料,02手数料,03衛生手数料,02犬の登録等手数料,01犬の登録等手数料,0,3192340
01一般会計,14使用料及び手数料,02手数料,03衛生手数料,03塵芥処理手数料,01ごみ収集処理手数料,0,385006010
01一般会計,14使用料及び手数料,02手数料,03衛生手数料,03塵芥処理手数料,02一般廃棄物処理業許可申請等手数料,0,190000
01一般会計,14使用料及び手数料,02手数料,03衛生手数料,04し尿処理手数料,01し尿処理手数料,0,7186000
01一般会計,14使用料及び手数料,02手数料,04土木手数料,01屋外広告物許可手数料,01屋外広告物許可手数料,0,1983150
01一般会計,14使用料及び手数料,02手数料,04土木手数料,02道路証明手数料,01道路証明手数料,0,169500
01一般会計,14使用料及び手数料,02手数料,04土木手数料,03境界確定図面等写し交付手数料,01境界確定図面等写し交付手数料,0,2328000
01一般会計,14使用料及び手数料,02手数料,04土木手数料,04建築指導手数料,01建築物確認等申請手数料,0,445400
01一般会計,14使用料及び手数料,02手数料,04土木手数料,04建築指導手数料,02建築許可等申請手数料,0,5110700
01一般会計,14使用料及び手数料,02手数料,04土木手数料,05建築指導証明手数料,01建築確認証明等手数料,0,1989600
01一般会計,14使用料及び手数料,02手数料,04土木手数料,06都市計画証明等手数料,01都市計画証明等手数料,0,18900
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,01生活困窮者自立相談支援事業費等負担金,01生活困窮者自立相談支援事業費負担金,0,28415500
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,01生活困窮者自立相談支援事業費等負担金,02生活困窮者住居確保給付金負担金,0,21473424
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,01生活困窮者自立相談支援事業費等負担金,03被保護者就労支援事業費負担金,0,3436664
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,01生活困窮者自立相談支援事業費等負担金,04被保護者健康管理支援事業費負担金,0,2288694
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,02障害者自立支援介護給付費負担金,01居宅介護給付費負担金,0,241807793
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,02障害者自立支援介護給付費負担金,02療養介護給付費負担金,0,36132998
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,02障害者自立支援介護給付費負担金,03生活介護給付費負担金,0,501204646
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,02障害者自立支援介護給付費負担金,04短期入所給付費負担金,0,32450918
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,02障害者自立支援介護給付費負担金,05施設支援給付費負担金,0,135699688
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,02障害者自立支援介護給付費負担金,06サービス利用計画作成費負担金,0,42440405
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,02障害者自立支援介護給付費負担金,07自立生活援助給付費負担金,0,1394264
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,03障害者自立支援訓練等給付費負担金,01就労移行支援給付費負担金,0,76706640
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,03障害者自立支援訓練等給付費負担金,02就労継続支援給付費負担金,0,274339059
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,03障害者自立支援訓練等給付費負担金,03就労定着支援給付費負担金,0,6600988
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,03障害者自立支援訓練等給付費負担金,04共同生活援助給付費負担金,0,285022740
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,03障害者自立支援訓練等給付費負担金,05自立訓練給付費負担金,0,23494475
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,04障害者自立支援医療給付費負担金,01更生医療給付費負担金,0,137500000
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,04障害者自立支援医療給付費負担金,02育成医療給付費負担金,0,193500
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,05障害者自立支援補装具費支給事業負担金,01障害者自立支援補装具費支給事業負担金,0,13843127
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,06障害児通所支援給付費負担金,01児童発達支援給付費負担金,0,127578431
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,06障害児通所支援給付費負担金,02医療型児童発達支援給付費負担金,0,742518
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,06障害児通所支援給付費負担金,03放課後等デイサービス給付費負担金,0,218151598
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,06障害児通所支援給付費負担金,04障がい児相談支援給付費負担金,0,11941448
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,06障害児通所支援給付費負担金,05保育所等訪問支援給付費負担金,0,372518
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,06障害児通所支援給付費負担金,06追加交付額（前年度不足分）,0,4517910
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,07特別障害者手当等負担金,01特別障害者手当等負担金,0,53131387
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,07特別障害者手当等負担金,02追加交付額（前年度不足分）,0,585206
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,08国民健康保険保険基盤安定負担金,01保険基盤安定負担金,0,132404858
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,09介護保険低所得者保険料軽減負担金,01介護保険低所得者保険料軽減負担金,0,82649850
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,09介護保険低所得者保険料軽減負担金,02追加交付額（前年度不足分）,0,776700
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,10児童扶養手当負担金,01児童扶養手当負担金,0,110685083
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,11児童手当等負担金,01３歳未満被用者児童手当負担金,0,355964666
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,11児童手当等負担金,02３歳から中学校修了前被用者児童手当負担金,0,816860000
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,11児童手当等負担金,03非被用者児童手当負担金,0,226020000
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,11児童手当等負担金,04特例給付負担金,0,138546666
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,11児童手当等負担金,05追加交付額（前年度不足分）,0,394000
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,12施設型給付費負担金,01私立保育園給付費負担金,0,1574954998
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,12施設型給付費負担金,02公私連携型保育園給付費負担金,0,211213775
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,12施設型給付費負担金,03認定こども園施設給付費負担金,0,77542323
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,12施設型給付費負担金,04追加交付額（前年度不足分）,0,19474925
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,13地域型保育給付費負担金,01小規模保育施設給付費負担金,0,32765875
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,13地域型保育給付費負担金,02家庭的保育施設給付費負担金,0,34845018
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,13地域型保育給付費負担金,03事業所内保育施設給付費負担金,0,18979783
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,13地域型保育給付費負担金,04追加交付額（前年度不足分）,0,2196789
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,14子育てのための施設等利用給付費負担金,01子育てのための施設等利用給付費負担金,0,61259160
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,14子育てのための施設等利用給付費負担金,02追加交付額（過年度不足分）,0,6860750
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,15児童福祉費負担金,01母子生活支援施設入所措置費負担金,0,15131231
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,15児童福祉費負担金,02入院助産措置費負担金,0,1158470
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,16生活保護費等負担金,01中国残留邦人等生活支援給付費等負担金,0,9723786
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,16生活保護費等負担金,02中国残留邦人等介護支援給付費負担金,0,783204
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,16生活保護費等負担金,03中国残留邦人等医療支援給付費負担金,0,12367608
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,16生活保護費等負担金,04中国残留邦人等配偶者支援金負担金,0,660495
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,16生活保護費等負担金,05生活扶助費等負担金,0,2268664492
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,16生活保護費等負担金,06介護扶助費負担金,0,105648171
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,16生活保護費等負担金,07医療扶助費負担金,0,2232819238
01一般会計,15国庫支出金,01国庫負担金,01民生費国庫負担金,16生活保護費等負担金,08追加交付額（前年度不足分）,0,103970227
01一般会計,15国庫支出金,01国庫負担金,02衛生費国庫負担金,01母子保健衛生費負担金,01未熟児養育医療給付費負担金,0,5148786
01一般会計,15国庫支出金,01国庫負担金,02衛生費国庫負担金,02新型コロナウイルスワクチン接種対策費負担金  ,01新型コロナウイルスワクチン接種対策費負担金,0,236655606
01一般会計,15国庫支出金,01国庫負担金,02衛生費国庫負担金,03新型コロナウイルス予防接種健康被害給付費負担金,01新型コロナウイルス予防接種健康被害給付費負担金,0,481130
01一般会計,15国庫支出金,01国庫負担金,03教育費国庫負担金,01施設型給付費負担金,01幼稚園施設給付費負担金,0,164692203
01一般会計,15国庫支出金,01国庫負担金,03教育費国庫負担金,01施設型給付費負担金,02認定こども園施設給付費負担金,0,29956972
01一般会計,15国庫支出金,01国庫負担金,03教育費国庫負担金,02子育てのための施設等利用給付費負担金,01子育てのための施設等利用給付費負担金,0,193987340
01一般会計,15国庫支出金,02国庫補助金,01総務費国庫補助金,01社会保障・税番号制度事務費補助金,01社会保障・税番号制度事務費補助金,0,198454000
01一般会計,15国庫支出金,02国庫補助金,01総務費国庫補助金,03新型コロナウイルス感染症対応地方創生臨時交付金,01新型コロナウイルス感染症対応地方創生臨時交付金,0,845982000
01一般会計,15国庫支出金,02国庫補助金,01総務費国庫補助金,05物価高騰対応重点支援地方創生臨時交付金,01物価高騰対応重点支援地方創生臨時交付金,0,1317544000
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,01社会保障・税番号制度システム整備費等補助金,01社会保障・税番号制度システム整備費等補助金,0,3213000
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,02重層的支援体制整備事業交付金,01重層的支援体制整備事業への移行準備事業交付金,0,20999000
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,03食品ロス削減総合対策事業補助金,01フードバンク活動支援事業補助金,0,514250
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,04地域生活支援事業費等補助金,01地域生活支援事業費等補助金,0,51213000
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,05生活困窮者就労準備支援事業費等補助金,01生活困窮者就労準備支援事業費等補助金,0,26165000
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,05生活困窮者就労準備支援事業費等補助金,02生活困窮者子どもの学習等支援事業費補助金,0,7765000
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,05生活困窮者就労準備支援事業費等補助金,03生活保護適正化等事業費補助金,0,21131000
01一般会計,15国庫支出金,02国庫補助金,02民生費国庫補助金,06公的賃貸住宅家賃対策調整補助金,01公的賃貸住宅家賃対策調整補助金,0,24223000
