三鷹市 固定資産台帳（平成29年度末）,,,,,,,,,,（単位：円）
会計区分,資産区分,資産名称,取得年月日,取得価額等,減価償却累計額,現在価額,"耐用
年数",用途,数量,"単位
呼称"
一般会計,事業用資産/工作物,野崎2号水源(防災行政無線デジタル化総事業(屋外拡声子局)),2006/3/31,"2,175,784",652728,"1,523,056",40,災害対策用施設,1,基
一般会計,事業用資産/土地,三鷹消防署牟礼出張所(牟礼二丁目1042-5),1969/9/30,"310,628,000",0,"310,628,000",,消防施設,983,㎡
一般会計,インフラ資産/土地,市道第113号線(牟礼二丁目1042-6),不明,8,0,8,,道路,8.21,㎡
一般会計,事業用資産/工作物,防火貯水槽(三鷹消防署牟礼出張所)(100立方ﾒｰﾄﾙ),1992/5/11,"17,600,000",8800000,"8,800,000",50,消防施設,1,基
一般会計,事業用資産/工作物,野崎八幡社(防災行政無線デジタル化総事業(屋外拡声子局)),2006/3/31,"2,175,784",652728,"1,523,056",40,災害対策用施設,1,基
一般会計,事業用資産/土地,三鷹消防署本署(新川六丁目771-11),2012/2/16,"281,178,000",0,"281,178,000",,消防施設,1143,㎡
一般会計,事業用資産/土地,防災行政用無線同報系屋外拡声子局（中原一丁目局）用地(中原一丁目983-7),2014/1/28,"1,259,220",0,"1,259,220",,災害対策用施設,10.53,㎡
一般会計,事業用資産/土地,井口小学校(井口三丁目170-5),1970/3/31,"503,100,000",0,"503,100,000",,小学校,2236,㎡
一般会計,事業用資産/土地,井口小学校(井口三丁目171-5),1970/3/31,"248,400,000",0,"248,400,000",,小学校,1104,㎡
一般会計,事業用資産/土地,井口小学校(井口三丁目174-2),1970/3/31,"369,000,000",0,"369,000,000",,小学校,1640,㎡
一般会計,事業用資産/土地,井口小学校(井口三丁目175-2),1970/3/31,"328,500,000",0,"328,500,000",,小学校,1460,㎡
一般会計,事業用資産/土地,井口小学校(井口三丁目176-2),1970/3/31,"318,150,000",0,"318,150,000",,小学校,1414,㎡
一般会計,事業用資産/土地,井口小学校(井口三丁目186-2),1970/3/31,"350,325,000",0,"350,325,000",,小学校,1557,㎡
一般会計,事業用資産/土地,井口小学校(井口三丁目187-2),1970/3/31,"105,750,000",0,"105,750,000",,小学校,470,㎡
一般会計,事業用資産/建物,井口小学校(校舎),1971/11/6,"537,202,800",537202799,1,47,小学校,3979.28,㎡
一般会計,事業用資産/建物,井口小学校(体育館),1973/3/20,"175,610,800",173854665,"1,756,135",47,小学校,747.28,㎡
一般会計,事業用資産/建物,井口小学校(倉庫),1972/3/31,"3,304,000",3303999,1,34,小学校,47.2,㎡
一般会計,事業用資産/建物,井口小学校(プール更衣室・便所),1971/12/10,"5,500,000",5499999,1,38,小学校,55,㎡
一般会計,事業用資産/建物,井口小学校(プール循環装置小屋),1971/12/10,"1,120,000","1,119,999",1,34,小学校,16,㎡
一般会計,事業用資産/建物,井口小学校(陶芸窯小屋),1996/3/29,"1,277,200","842,952","434,248",34,小学校,9.94,㎡
一般会計,事業用資産/建物,井口小学校(給食室),1983/10/13,"5,800,000","5,324,400","475,600",38,小学校,58,㎡
一般会計,事業用資産/建物,井口小学校(危険物倉庫),1973/12/17,"140,000","139,999",1,34,小学校,2,㎡
一般会計,事業用資産/建物,井口小学校(校舎増築分),1984/6/28,"1,330,000","1,185,030","144,970",38,小学校,13.3,㎡
一般会計,事業用資産/建物,井口小学校(体育倉庫),1979/2/9,"428,400","428,399",1,34,小学校,6.12,㎡
一般会計,事業用資産/工作物,井口小学校(防災行政無線デジタル化総事業(屋外拡声子局)),2006/3/31,"2,175,784","652,728","1,523,056",40,災害対策用施設,1,基
一般会計,事業用資産/工作物,水泳プール（井口小学校）,1971/12/20,"13,750,000","13,749,999",1,30,小学校,1,面
一般会計,事業用資産/建物,井口小学校(井口小学校給水管改修工事),2009/3/31,"39,217,500","23,648,148","15,569,352",15,小学校,1,式
一般会計,事業用資産/建物,井口小学校(井口小学校空調設備設置工事),2012/3/31,"53,550,000","24,740,100","28,809,900",13,小学校,1,式
一般会計,事業用資産/土地,羽沢小学校(大沢四丁目165-1),1979/9/25,"2,116,800",0,"2,116,800",,小学校,10.8,㎡
一般会計,事業用資産/土地,羽沢小学校(大沢四丁目166-1),1979/9/25,"35,634,760",0,"35,634,760",,小学校,181.81,㎡
一般会計,インフラ資産/土地,水路(大沢四丁目166-2),不明,16,0,16,,道路,16,㎡
一般会計,事業用資産/土地,羽沢小学校(大沢四丁目167-1),1979/9/25,"48,592,320",0,"48,592,320",,小学校,247.92,㎡
一般会計,事業用資産/土地,羽沢小学校(大沢四丁目167-3),1979/9/25,"219,128,000",0,"219,128,000",,小学校,1118,㎡
一般会計,事業用資産/土地,羽沢小学校(大沢四丁目167-4),1979/9/25,"223,440,000",0,"223,440,000",,小学校,1140,㎡
一般会計,事業用資産/土地,羽沢小学校(大沢四丁目181-1),1981/2/5,"18,228,000",0,"18,228,000",,小学校,93,㎡
一般会計,事業用資産/土地,羽沢小学校(大沢四丁目181-3),1982/6/29,"10,584,000",0,"10,584,000",,小学校,54,㎡
一般会計,事業用資産/土地,羽沢小学校(大沢四丁目181-6),1982/6/29,"4,116,000",0,"4,116,000",,小学校,21,㎡
一般会計,事業用資産/土地,羽沢小学校(大沢四丁目183-1),1981/2/5,"40,768,000",0,"40,768,000",,小学校,208,㎡
一般会計,事業用資産/土地,羽沢小学校(大沢四丁目184-1),1981/2/5,"19,404,000",0,19404000,,小学校,99,㎡
一般会計,インフラ資産/土地,水路(大沢四丁目184-4),不明,78,0,78,,道路,78,㎡
一般会計,事業用資産/土地,羽沢小学校(大沢四丁目186-1),1979/9/25,"174,636,000",0,"174,636,000",,小学校,891,㎡
一般会計,事業用資産/土地,羽沢小学校(大沢四丁目186-2),1979/9/25,"161,308,000",0,"161,308,000",,小学校,823,㎡
一般会計,インフラ資産/土地,水路(大沢四丁目186-4),不明,39,0,39,,道路,39,㎡
一般会計,事業用資産/土地,羽沢小学校(大沢四丁目188-1),1979/9/25,"226,772,000",0,"226,772,000",,小学校,1157,㎡
一般会計,事業用資産/土地,羽沢小学校(大沢四丁目188-2),1979/9/25,"226,772,000",0,"226,772,000",,小学校,"1,157.00",㎡
一般会計,事業用資産/土地,羽沢小学校(大沢四丁目188-3),1980/6/16,"56,252,000",0,"56,252,000",,小学校,287,㎡
一般会計,事業用資産/土地,羽沢小学校(大沢四丁目203-1),1979/9/25,"6,664,000",0,"6,664,000",,小学校,34,㎡
一般会計,事業用資産/土地,羽沢小学校(大沢四丁目203-6),1979/9/25,"46,060,000",0,"46,060,000",,小学校,235,㎡
一般会計,事業用資産/建物,羽沢小学校(体育館),1981/2/27,"152,393,400","124,048,198","28,345,202",47,小学校,846.63,㎡
一般会計,事業用資産/建物,羽沢小学校(校舎),1981/2/27,"678,316,950","552,149,964","126,166,986",47,小学校,5024.57,㎡
一般会計,事業用資産/建物,羽沢小学校体育館耐震補強等工事,2013/3/31,"93,240,000","10,256,400","82,983,600",47,小学校,1,式
一般会計,事業用資産/建物,羽沢小学校校舎耐震補強等工事,2012/3/31,"65,205,000","8,607,060","56,597,940",47,小学校,1,式
一般会計,事業用資産/建物,羽沢小学校(羽沢小学校給水管改修工事),2015/3/31,"30,244,500","6,079,143","24,165,357",15,小学校,1,式
一般会計,事業用資産/建物,羽沢小学校(羽沢小学校空調設備設置工事),2012/3/31,"56,490,000","26,098,380","30,391,620",13,小学校,1,式
一般会計,事業用資産/土地,高山小学校(牟礼四丁目619-5),1976/3/17,"15,404,550",0,"15,404,550",,小学校,60.41,㎡
一般会計,事業用資産/土地,高山小学校(牟礼四丁目726-5),1973/3/30,"13,770,000",0,"13,770,000",,小学校,54,㎡
一般会計,事業用資産/土地,高山小学校(牟礼四丁目726-6),1973/3/30,"5,100,000",0,"5,100,000",,小学校,20,㎡
一般会計,事業用資産/土地,高山小学校(牟礼四丁目727),1973/3/30,"143,055,000",0,143055000,,小学校,561,㎡
一般会計,事業用資産/土地,高山小学校(牟礼四丁目728-3),1973/3/30,"37,908,300",0,"37,908,300",,小学校,148.66,㎡
一般会計,事業用資産/土地,高山小学校(牟礼四丁目728-9),1970/3/23,"535,500",0,535500,,小学校,2.1,㎡
一般会計,事業用資産/土地,高山小学校(牟礼四丁目736-3),不明,"189,975,000",0,"189,975,000",,小学校,745,㎡
一般会計,インフラ資産/土地,市道第150号線(牟礼四丁目736-4),不明,38,0,38,,道路,38.49,㎡
一般会計,事業用資産/土地,高山小学校(牟礼四丁目737-2),不明,"606,900,000",0,"606,900,000",,小学校,2380,㎡
一般会計,事業用資産/土地,高山小学校(牟礼四丁目740-2),1970/3/31,"209,100,000",0,"209,100,000",,小学校,820,㎡
一般会計,事業用資産/土地,高山小学校(牟礼四丁目746-10),1999/1/29,"77,707,355",0,"77,707,355",,小学校,111,㎡
一般会計,事業用資産/土地,高山小学校(牟礼四丁目746-11),1999/1/29,"26,228,581",0,"26,228,581",,小学校,37,㎡
一般会計,事業用資産/土地,高山小学校(牟礼四丁目746-4),1958/8/25,"1,063,350,000",0,"1,063,350,000",,小学校,4170,㎡
一般会計,事業用資産/土地,高山小学校(牟礼四丁目748),1958/8/25,"153,255,000",0,"153,255,000",,小学校,601,㎡
一般会計,事業用資産/土地,高山小学校(牟礼四丁目749-1),1958/8/25,"20,145,000",0,"20,145,000",,小学校,79,㎡
一般会計,事業用資産/土地,高山小学校(牟礼四丁目750-1),1958/8/25,"298,350,000",0,"298,350,000",,小学校,1170,㎡
一般会計,事業用資産/建物,高山小学校(校舎),2001/8/6,"2,250,031,000","792,010,912",1458020088,47,小学校,9344.65,㎡
一般会計,事業用資産/建物,高山小学校(体育倉庫),2001/8/6,"3,510,000","1,516,320",1993680,38,小学校,27,㎡
一般会計,事業用資産/建物,高山小学校(飼育小屋),2001/8/6,"2,021,000","1,879,530","141,470",17,小学校,3.83,㎡
一般会計,事業用資産/工作物,防火貯水槽(高山小学校)(100立方ﾒｰﾄﾙ),2001/3/1,"17,430,000","5,926,200",11503800,50,消防施設,1,基
一般会計,事業用資産/土地,大沢台小学校(大沢二丁目1304-2),1960/1/29,"182,767,200",0,"182,767,200",,小学校,1186.8,㎡
一般会計,事業用資産/土地,大沢台小学校(大沢二丁目1304-3),1959/10/1,"35,574,000",0,"35,574,000",,小学校,231,㎡
一般会計,事業用資産/土地,大沢台小学校(大沢二丁目1307),1958/6/3,"570,108,000",0,"570,108,000",,小学校,3702,㎡
一般会計,事業用資産/土地,大沢台小学校(大沢二丁目1383-2),1958/6/3,"751,366,000",0,"751,366,000",,小学校,4879,㎡
一般会計,事業用資産/土地,大沢台小学校(大沢二丁目1383-3),1959/10/22,"24,161,060",0,"24,161,060",,小学校,156.89,㎡
一般会計,事業用資産/土地,大沢台小学校(大沢二丁目1383-5),1967/10/11,"93,256,240",0,"93,256,240",,小学校,605.56,㎡
一般会計,事業用資産/建物,大沢台小学校(校舎),1972/11/30,"402,366,150","398,342,475","4,023,675",47,小学校,2980.49,㎡
一般会計,事業用資産/建物,大沢台小学校(校舎),1969/3/30,"302,219,100","302,219,099",1,47,小学校,2238.66,㎡
一般会計,事業用資産/建物,大沢台小学校(体育館),1969/3/22,"134,631,000","134,630,999",1,47,小学校,747.95,㎡
一般会計,事業用資産/建物,大沢台小学校(プール更衣室、便所),1973/8/7,"3,200,000","3,199,999",1,38,小学校,32,㎡
一般会計,事業用資産/建物,大沢台小学校(ポンプ室),1972/11/30,"1,005,900","1,005,899",1,34,小学校,14.37,㎡
一般会計,事業用資産/建物,大沢台小学校(温室),1978/3/30,"745,200","745,199",1,24,小学校,12.42,㎡
一般会計,事業用資産/建物,大沢台小学校(一般倉庫),1972/12/1,"1,682,800","1,682,799",1,34,小学校,24.04,㎡
一般会計,事業用資産/建物,大沢台小学校(一般倉庫),1979/12/1,"777,600","777,599",1,31,小学校,12.96,㎡
一般会計,事業用資産/建物,大沢台小学校(一般倉庫),1972/11/30,"1,400,000","1,399,999",1,34,小学校,20,㎡
一般会計,事業用資産/建物,大沢台小学校(給食室・増築分),1979/9/1,"2,160,000","2,159,999",1,31,小学校,27,㎡
一般会計,事業用資産/建物,大沢台小学校(体育倉庫),1976/7/7,"3,098,900","3,098,899",1,34,小学校,44.27,㎡
一般会計,事業用資産/建物,大沢台小学校(簡易倉庫),1979/3/1,"141,600","141,599",1,15,小学校,2.36,㎡
一般会計,事業用資産/建物,大沢台小学校校舎屋上防水工事,2011/3/31,"21,315,000","3,282,510","18,032,490",47,小学校,1,式
一般会計,事業用資産/建物,大沢台小学校耐震補強工事,2010/3/31,"227,010,000","39,953,760","187,056,240",47,小学校,1,式
一般会計,事業用資産/工作物,大沢台小学校(防災行政無線デジタル化総事業(屋外拡声子局)),2006/3/31,"2,175,784","652,728",1523056,40,災害対策用施設,1,基
一般会計,事業用資産/工作物,震災対策用給水施設（大沢台小内）,1978/3/2,"19,065,734","19,065,733",1,10,災害対策用施設,1,式
一般会計,事業用資産/工作物,水泳プール（大沢台小学校）,1969/11/30,"12,400,000","12,399,999",1,30,小学校,1,面
一般会計,事業用資産/建物,大沢台小学校(大沢台小学校空調設備設置工事),2013/3/31,"81,900,000","31,531,500",50368500,13,小学校,1,式
一般会計,事業用資産/土地,中原小学校(中原二丁目111-1),1960/1/26,"169,039,360",0,"169,039,360",,小学校,754.64,㎡
一般会計,事業用資産/土地,中原小学校(中原二丁目111-3),1960/1/26,"415,535,680",0,"415,535,680",,小学校,1855.07,㎡
一般会計,事業用資産/土地,中原小学校(中原二丁目112-1),1960/1/26,"634,775,680",0,634775680,,小学校,2833.82,㎡
一般会計,事業用資産/土地,中原小学校(中原二丁目114-1),1960/1/26,"360,619,840",0,"360,619,840",,小学校,1609.91,㎡
一般会計,事業用資産/土地,中原小学校(中原二丁目115-1),1960/1/26,"338,405,760",0,338405760,,小学校,1510.74,㎡
一般会計,事業用資産/土地,中原小学校(中原二丁目116-1),1960/1/26,"224,716,800",0,"224,716,800",,小学校,"1,003.20",㎡
一般会計,事業用資産/土地,中原小学校(中原二丁目116-3),1960/1/26,"105,150,080",0,"105,150,080",,小学校,469.42,㎡
一般会計,事業用資産/土地,中原小学校(中原二丁目117-1),1960/1/26,"180,864,320",0,"180,864,320",,小学校,807.43,㎡
一般会計,事業用資産/土地,中原小学校(中原二丁目117-3),1960/1/26,"91,080,640",0,"91,080,640",,小学校,406.61,㎡
一般会計,事業用資産/建物,中原小学校(校舎),1975/3/31,"276,489,450","261,558,981","14,930,469",47,小学校,"2,048.07",㎡
一般会計,事業用資産/建物,中原小学校(校舎),1975/12/20,"188,153,550","173,853,876","14,299,674",47,小学校,1393.73,㎡
一般会計,事業用資産/建物,中原小学校(校舎),1968/3/30,"88,695,000",88694999,1,47,小学校,657,㎡
一般会計,事業用資産/建物,中原小学校(第3校舎),1967/2/4,"180,557,100",180557099,1,47,小学校,1337.46,㎡
一般会計,事業用資産/建物,中原小学校(体育館),1968/3/23,"210,510,650",210510649,1,47,小学校,895.79,㎡
一般会計,事業用資産/建物,中原小学校(更衣室),1974/7/31,"3,000,000",2999999,1,38,小学校,30,㎡
一般会計,事業用資産/建物,中原小学校(ポンプ室),1969/8/11,"980,000",979999,1,34,小学校,14,㎡
一般会計,事業用資産/建物,中原小学校(倉庫),1976/1/24,"1,840,300","1,840,299",1,34,小学校,26.29,㎡
一般会計,事業用資産/建物,中原小学校(体育倉庫),1980/1/1,3391500,3391499,1,34,小学校,48.45,㎡
一般会計,事業用資産/建物,中原小学校(焼窯小屋),1976/12/17,"336,000","335,999",1,31,小学校,5.6,㎡
一般会計,事業用資産/建物,中原小学校(危険物倉庫),1975/3/1,"331,100","331,099",1,34,小学校,4.73,㎡
一般会計,事業用資産/建物,中原小学校体育館耐震補強等工事,2016/3/31,"52,907,000",2327908,"50,579,092",47,小学校,1,式
一般会計,事業用資産/工作物,中原小学校(防災行政無線デジタル化総事業(屋外拡声子局)),2006/3/31,"2,175,784","652,728","1,523,056",40,災害対策用施設,1,基
一般会計,事業用資産/工作物,水泳プール（中原小学校）,1969/8/11,"10,500,000","10,499,999",1,30,小学校,1,面
一般会計,事業用資産/建物,中原小学校(中原小学校給水管改修工事),2009/3/31,"29,358,000","17,702,874","11,655,126",15,小学校,1,式
一般会計,事業用資産/建物,中原小学校(中原小学校空調設備設置工事),2012/3/31,"64,050,000","29,591,100","34,458,900",13,小学校,1,式
一般会計,事業用資産/工作物,中原小学校(中原小学校校庭芝生化等工事),2016/3/31,"21,060,000",1432080,"19,627,920",30,小学校,1,式
一般会計,事業用資産/土地,東台小学校(中原二丁目65-1),1971/10/13,"2,576,754,000",0,"2,576,754,000",,小学校,11766,㎡
一般会計,事業用資産/建物,東台小学校(体育館),1973/3/20,"168,309,350",166626225,"1,683,125",47,小学校,716.21,㎡
一般会計,事業用資産/建物,東台小学校(校舎),2011/2/28,"1,267,137,890",195139231,"1,071,998,659",47,小学校,6219.93,㎡
一般会計,事業用資産/建物,東台小学校(渡り廊下),2011/2/28,"3,609,960",555933,"3,054,027",47,小学校,65.21,㎡
一般会計,事業用資産/建物,東台小学校(体育倉庫棟),2011/2/28,"32,900,000",6218100,"26,681,900",38,小学校,181.57,㎡
一般会計,事業用資産/建物,東台小学校(駐輪場1),2011/2/28,"592,000",136752,"455,248",31,小学校,9.72,㎡
一般会計,事業用資産/建物,東台小学校(駐輪場2),2011/2/28,"592,000",136752,"455,248",31,小学校,9.72,㎡
一般会計,事業用資産/建物,東台小学校(駐輪場3),2011/2/28,"592,000",136752,"455,248",31,小学校,9.72,㎡
一般会計,事業用資産/建物,東台小学校(守衛室),2011/2/28,"276,150",57988,"218,162",34,小学校,1.69,㎡
一般会計,事業用資産/建物,東台小学校(飼育小屋),2011/2/28,"908,000",375004,"532,996",17,小学校,3.79,㎡
一般会計,事業用資産/建物,東台小学校屋内運動場耐震補強工事,2010/3/31,"70,080,360",12334136,"57,746,224",47,小学校,1,式
一般会計,事業用資産/建物,東台小学校耐震補強実施設計等業務,2010/3/31,"8,493,950",1494928,"6,999,022",47,小学校,1,式
一般会計,事業用資産/工作物,防火貯水槽(東台小学校)(100立方ﾒｰﾄﾙ),2004/3/16,"13,440,000",3763200,"9,676,800",50,消防施設,1,基
一般会計,事業用資産/工作物,震災対策用給水施設（東台小内）,1984/10/8,"19,065,734",19065733,1,10,災害対策用施設,1,式
一般会計,事業用資産/工作物,水泳プール（東台小学校）,1973/3/20,"18,981,000",18980999,1,30,小学校,1,面
一般会計,事業用資産/土地,第一中学校(下連雀九丁目350-2),1966/3/28,"993,189,890",0,"993,189,890",,小学校,3834.71,㎡
一般会計,事業用資産/土地,南浦小学校(下連雀九丁目354-9),1983/2/14,"99,098,580",0,"99,098,580",,小学校,382.62,㎡
一般会計,事業用資産/土地,南浦小学校(下連雀九丁目338-2),1973/5/12,"20,979,000",0,"20,979,000",,小学校,81,㎡
一般会計,事業用資産/土地,南浦小学校(下連雀九丁目338-4),1960/4/22,"425,529,230",0,"425,529,230",,小学校,1642.97,㎡
一般会計,事業用資産/土地,南浦小学校(下連雀九丁目338-6),1978/10/13,"258,639,990",0,"258,639,990",,小学校,998.61,㎡
一般会計,事業用資産/土地,南浦小学校(下連雀九丁目342),1970/4/1,"125,861,050",0,"125,861,050",,小学校,485.95,㎡
一般会計,事業用資産/土地,南浦小学校(下連雀九丁目343-1),1970/4/1,"222,636,400",0,"222,636,400",,小学校,859.6,㎡
一般会計,事業用資産/土地,南浦小学校(下連雀九丁目344-11),1983/10/15,"90,466,110",0,"90,466,110",,小学校,349.29,㎡
一般会計,事業用資産/土地,南浦小学校(下連雀九丁目350-1),1970/4/1,"285,969,670",0,"285,969,670",,小学校,1104.13,㎡
一般会計,事業用資産/土地,南浦小学校(下連雀九丁目351-1),1970/4/1,"368,378,290",0,"368,378,290",,小学校,1422.31,㎡
一般会計,事業用資産/土地,南浦小学校(下連雀九丁目351-2),1970/4/1,"368,300,590",0,"368,300,590",,小学校,1422.01,㎡
一般会計,事業用資産/土地,南浦小学校(下連雀九丁目354-10),1977/10/7,"108,003,000",0,"108,003,000",,小学校,417,㎡
一般会計,事業用資産/土地,南浦小学校(下連雀九丁目355-2),1960/4/22,"216,617,240",0,"216,617,240",,小学校,836.36,㎡
一般会計,事業用資産/土地,南浦小学校(下連雀九丁目356-10),1960/4/22,"247,440,830",0,"247,440,830",,小学校,955.37,㎡
一般会計,事業用資産/土地,南浦小学校(下連雀九丁目356-11),1960/4/22,"17,979,780",0,"17,979,780",,小学校,69.42,㎡
一般会計,事業用資産/建物,南浦小学校(校舎),1973/7/12,"262,714,050",254307196,"8,406,854",47,小学校,1946.03,㎡
一般会計,事業用資産/建物,南浦小学校(校舎),1971/8/20,"185,593,950",185593949,1,47,小学校,1374.77,㎡
一般会計,事業用資産/建物,南浦小学校(校舎),1979/12/25,"169,385,850",141606544,"27,779,306",47,小学校,1254.71,㎡
一般会計,事業用資産/建物,南浦小学校(第三校舎),1967/5/11,"128,790,000",128789999,1,47,小学校,954,㎡
一般会計,事業用資産/建物,南浦小学校(難聴学級),1973/7/12,"62,953,200",60938680,"2,014,520",47,小学校,466.32,㎡
一般会計,事業用資産/建物,南浦小学校(体育館),1972/3/31,"130,091,400",130091399,1,47,小学校,722.73,㎡
一般会計,事業用資産/建物,南浦小学校(渡り廊下),1967/5/11,"14,985,000",14984999,1,47,小学校,111,㎡
一般会計,事業用資産/建物,南浦小学校(プール更衣室),1981/6/18,"6,100,000",5929200,"170,800",38,小学校,61,㎡
一般会計,事業用資産/建物,南浦小学校(倉庫),1973/10/15,"1,820,000",1819999,1,34,小学校,26,㎡
一般会計,事業用資産/建物,南浦小学校(体育倉庫),1973/11/26,"1,890,000",1889999,1,34,小学校,27,㎡
一般会計,事業用資産/建物,南浦小学校(体育倉庫増築分),1979/2/9,"428,400",428399,1,34,小学校,6.12,㎡
一般会計,事業用資産/建物,南浦小学校(一般倉庫),1979/12/1,"499,100",499099,1,34,小学校,7.13,㎡
一般会計,事業用資産/建物,南浦小学校(難聴学級・増築分),1991/3/29,"9,585,000",5693490,"3,891,510",47,小学校,28.75,㎡
一般会計,事業用資産/建物,南浦小学校(陶芸釜小屋),1995/3/6,"1,287,500",888375,"399,125",34,小学校,8.28,㎡
一般会計,事業用資産/建物,南浦小学校(プール機械室),1997/1/20,"1,674,280",1054788,"619,492",34,小学校,10.57,㎡
一般会計,事業用資産/建物,南浦小学校(旧給食室の改装部分昇降口),1979/7/14,"6,979,500",5834862,"1,144,638",47,小学校,51.7,㎡
一般会計,事業用資産/建物,南浦小学校(給食室増築分),1979/7/14,"8,334,000",8333999,1,38,小学校,83.34,㎡
一般会計,事業用資産/建物,南浦小学校(渡り廊下),1973/7/12,"4,372,650",4232712,"139,938",47,小学校,32.39,㎡
一般会計,事業用資産/建物,南浦小学校体育館耐震補強等工事,2015/3/31,"67,146,000",4431636,"62,714,364",47,小学校,1,式
一般会計,事業用資産/建物,南浦小学校耐震補強工事,2009/3/31,"135,712,500",26871075,"108,841,425",47,小学校,1,式
一般会計,事業用資産/工作物,水泳プール（南浦小学校）,1963/8/31,"3,745,498",3745497,1,30,小学校,1,面
一般会計,事業用資産/建物,南浦小学校(南浦小学校給水管改修工事),2008/3/31,"31,321,500",20985400,"10,336,100",15,小学校,1,式
一般会計,事業用資産/建物,南浦小学校(南浦小学校空調設備設置工事),2013/3/31,"95,025,000",36584625,"58,440,375",13,小学校,1,式
一般会計,事業用資産/土地,北野小学校(北野三丁目475-2),1968/8/29,"1,793,766,000",0,"1,793,766,000",,小学校,9802,㎡
一般会計,事業用資産/建物,北野小学校(校舎),1970/3/16,"417,151,350",417151349,1,47,小学校,3090.01,㎡
一般会計,事業用資産/建物,北野小学校(校舎),1971/11/30,"237,084,300",237084299,1,47,小学校,1756.18,㎡
一般会計,事業用資産/建物,北野小学校(校舎),1975/3/22,"45,684,000","43,217,064",2466936,47,小学校,338.4,㎡
一般会計,事業用資産/建物,北野小学校(体育館),1971/3/31,"132,480,000","132,479,999",1,47,小学校,736,㎡
一般会計,事業用資産/建物,北野小学校(体育倉庫),1980/12/17,"1,904,700","1,904,699",1,34,小学校,27.21,㎡
一般会計,事業用資産/建物,北野小学校(倉庫),1983/12/28,"2,769,200","2,769,199",1,34,小学校,39.56,㎡
一般会計,事業用資産/建物,北野小学校(プール循環装置小屋),1970/8/10,"1,120,000","1,119,999",1,34,小学校,16,㎡
一般会計,事業用資産/建物,北野小学校(危険物倉庫),1970/12/15,"140,000",139999,1,34,小学校,2,㎡
一般会計,事業用資産/建物,北野小学校(給食室),1975/12/18,"719,200",719199,1,31,小学校,8.99,㎡
一般会計,事業用資産/建物,北野小学校(給食室),1981/9/20,"5,535,000",4981500,"553,500",41,小学校,41,㎡
一般会計,事業用資産/建物,北野小学校(芝生管理備品保管用倉庫),2009/10/7,"793,800",209560,"584,240",31,小学校,9.53,㎡
一般会計,事業用資産/建物,北野小学校体育館耐震補強等工事,2016/3/31,"75,536,280","3,323,596","72,212,684",47,小学校,1,式
一般会計,事業用資産/建物,北野小学校教育支援学級（通級制）施設改修工事,2010/3/31,"27,300,000","4,804,800","22,495,200",47,小学校,1,式
一般会計,事業用資産/工作物,北野小学校(防災行政無線デジタル化総事業(屋外拡声子局)),2006/3/31,"2,175,784","652,728","1,523,056",40,災害対策用施設,1,基
一般会計,事業用資産/工作物,水泳プール（北野小学校）,1970/5/15,"10,600,000","10,599,999",1,30,小学校,1,面
一般会計,事業用資産/建物,北野小学校(北野小学校給水管改修工事),2014/3/31,"24,465,000","6,556,620","17,908,380",15,小学校,1,式
一般会計,事業用資産/建物,北野小学校(北野小学校空調設備設置工事),2013/3/31,"86,100,000","33,148,500","52,951,500",13,小学校,1,式
一般会計,事業用資産/工作物,北野小学校(北野小学校校庭芝生化等工事),2010/3/31,"60,194,400","16,372,872","43,821,528",30,小学校,1,式
一般会計,事業用資産/工作物,北野小学校(東三鷹学園三鷹市立北野小学校通学路における防犯カメラ設置工事),2015/3/31,"1,674,000","838,674","835,326",6,小学校,1,式
一般会計,事業用資産/土地,第一小学校(新川六丁目812-1),1965/12/20,"1,051,972,710",0,"1,051,972,710",,小学校,4224.79,㎡
一般会計,事業用資産/土地,第一小学校(新川六丁目812-2),1965/12/20,"898,045,890",0,"898,045,890",,小学校,3606.61,㎡
一般会計,事業用資産/土地,第一小学校(新川六丁目812-7),1965/12/20,"205,180,980",0,"205,180,980",,小学校,824.02,㎡
一般会計,事業用資産/建物,第一小学校(校舎棟②),1968/2/16,295316550,295316549,1,47,小学校,2187.53,㎡
一般会計,事業用資産/建物,第一小学校(給食室),1980/10/3,2400000,2399999,1,31,小学校,30,㎡
一般会計,事業用資産/建物,第一小学校(体育館),1968/2/16,"135,442,800","135,442,799",1,47,小学校,752.46,㎡
一般会計,事業用資産/建物,第一小学校(焼窯小屋),1978/12/18,"388,800","388,799",1,31,小学校,6.48,㎡
一般会計,事業用資産/建物,第一小学校(資料室),1976/3/24,"858,000","857,999",1,38,小学校,8.58,㎡
一般会計,事業用資産/建物,第一小学校(更衣室、便所、ポンプ室),1991/7/18,"36,680,000","20,980,960","15,699,040",47,小学校,91.7,㎡
一般会計,事業用資産/建物,第一小学校(校舎棟①),1967/2/22,"349,601,400","349,601,399",1,47,小学校,2589.64,㎡
一般会計,事業用資産/建物,第一小学校(放送室),2005/3/25,"17,404,900","4,977,791","12,427,109",47,小学校,52.84,㎡
一般会計,事業用資産/建物,第一小学校(体育倉庫),2006/3/2,"7,890,200","2,840,472","5,049,728",34,小学校,60.25,㎡
一般会計,事業用資産/建物,第一小学校(資源ゴミ倉庫),2008/2/29,"2,365,000","709,500","1,655,500",34,小学校,4.6,㎡
一般会計,事業用資産/建物,第一小学校(駐輪場),2008/2/29,"875,000",262500,"612,500",34,小学校,17.6,㎡
