01会計,02款,03項,04目,05節,06細節,07細々節,08予算額
01一般会計,01市税,01市民税,01個人,01現年課税分,01現年課税分,0,18486803
01一般会計,01市税,01市民税,01個人,02滞納繰越分,01滞納繰越分,0,133487
01一般会計,01市税,01市民税,02法人,01現年課税分,01現年課税分,0,1607426
01一般会計,01市税,01市民税,02法人,02滞納繰越分,01滞納繰越分,0,3669
01一般会計,01市税,02固定資産税,01固定資産税,01現年課税分,01現年課税分,0,14990424
01一般会計,01市税,02固定資産税,01固定資産税,02滞納繰越分,01滞納繰越分,0,36000
01一般会計,01市税,02固定資産税,02国有資産等所在市町村交付金,01現年課税分,01交付金,01都有資産分,248824
01一般会計,01市税,02固定資産税,02国有資産等所在市町村交付金,01現年課税分,01交付金,02国有資産分,44856
01一般会計,01市税,03軽自動車税,01環境性能割,01現年課税分,01環境性能割,0,8112
01一般会計,01市税,03軽自動車税,02種別割,01現年課税分,01種別割,0,112666
01一般会計,01市税,03軽自動車税,02種別割,02滞納繰越分,01滞納繰越分,0,1066
01一般会計,01市税,04市たばこ税,01市たばこ税,01現年課税分,01市たばこ税,0,835419
01一般会計,01市税,05入湯税,01入湯税,01現年課税分,01入湯税,0,2
01一般会計,01市税,06事業所税,01事業所税,01現年課税分,01現年課税分,0,419942
01一般会計,01市税,07都市計画税,01都市計画税,01現年課税分,01現年課税分,0,2912917
01一般会計,01市税,07都市計画税,01都市計画税,02滞納繰越分,01滞納繰越分,0,7844
01一般会計,02地方譲与税,01地方揮発油譲与税,01地方揮発油譲与税,01地方揮発油譲与税,01地方揮発油譲与税,0,65090
01一般会計,02地方譲与税,02自動車重量譲与税,01自動車重量譲与税,01自動車重量譲与税,01自動車重量譲与税,0,211391
01一般会計,02地方譲与税,03森林環境譲与税,01森林環境譲与税,01森林環境譲与税,01森林環境譲与税,0,21440
01一般会計,02地方譲与税,04航空機燃料譲与税,01航空機燃料譲与税,01航空機燃料譲与税,01航空機燃料譲与税,0,119
01一般会計,03利子割交付金,01利子割交付金,01利子割交付金,01利子割交付金,01利子割交付金,0,73394
01一般会計,04配当割交付金,01配当割交付金,01配当割交付金,01配当割交付金,01配当割交付金,0,435225
01一般会計,05株式等譲渡所得割交付金,01株式等譲渡所得割交付金,01株式等譲渡所得割交付金,01株式等譲渡所得割交付金,01株式等譲渡所得割交付金,0,448421
01一般会計,06法人事業税交付金,01法人事業税交付金,01法人事業税交付金,01法人事業税交付金,01法人事業税交付金,0,653050
01一般会計,07地方消費税交付金,01地方消費税交付金,01地方消費税交付金,01地方消費税交付金,01地方消費税交付金,0,4591671
01一般会計,08自動車取得税交付金,01自動車取得税交付金,01旧法による自動車取得税交付金,01旧法による自動車取得税交付金,01旧法による自動車取得税交付金,0,1
01一般会計,09環境性能割交付金,01環境性能割交付金,01環境性能割交付金,01環境性能割交付金,01環境性能割交付金,0,83436
01一般会計,10地方特例交付金,01地方特例交付金,01地方特例交付金,01地方特例交付金,01住宅借入金等特別税額控除減収補填特例交付金,0,162179
