01会計,02款,03項,04目,05事項,06節,07細々節,08決算額
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,01報酬,01議員報酬　２８人,186154837
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,03職員手当等,01議員期末手当,77246100
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,04共済費,01議員共済会負担金,58576000
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,08旅費,01議員普通旅費,3744
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,08旅費,01議員管外旅費,873878
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,12委託料,01健康診断委託料,208714
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,02給料,01一般職給料　１３人,52477116
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,03職員手当等,01一般職手当,45774733
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,03職員手当等,01児童手当,925000
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,04共済費,01共済組合市負担金,19990941
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,04共済費,01地方公務員災害補償基金負担金,102000
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,08旅費,01職員普通旅費,21050
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,08旅費,01職員管外旅費,125678
01一般会計,01議会費,01議会費,01議会費,03議員研修関係費,07報償費,01講師謝礼,165000
01一般会計,01議会費,01議会費,01議会費,04議会だより関係費,10需用費,01諸印刷費,4006442
01一般会計,01議会費,01議会費,01議会費,04議会だより関係費,11役務費,01郵便料,10780
01一般会計,01議会費,01議会費,01議会費,04議会だより関係費,12委託料,01配布委託料,4959283
01一般会計,01議会費,01議会費,01議会費,04議会だより関係費,12委託料,02声の議会だより作成委託料,176000
01一般会計,01議会費,01議会費,01議会費,04議会だより関係費,12委託料,03ＰＤＦファイル作成委託料,56100
01一般会計,01議会費,01議会費,01議会費,04議会だより関係費,12委託料,04読み上げ用テキスト作成委託料,69190
01一般会計,01議会費,01議会費,01議会費,05交際費,09交際費,01議長交際費,285260
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,01報酬,01時間額職員報酬,491660
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,07報償費,01記念品購入費,18480
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,07報償費,02手話通訳者謝礼,30000
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,10需用費,01新聞雑誌購読料,625796
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,10需用費,02事務機器用消耗品費,273708
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,10需用費,03諸消耗品費,771206
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,10需用費,04法規追録代,902234
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,10需用費,05貸与被服購入費,464860
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,10需用費,01会議録等原本製本代,40040
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,10需用費,01諸修繕料,93940
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,10需用費,01諸賄費,367
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11役務費,01郵便料,32804
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11役務費,01洗濯代,5400
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11役務費,02口座振替手数料,8943
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11役務費,03両替等手数料,550
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,12委託料,01機器保守委託料,2279200
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,12委託料,02録音反訳委託料,4987950
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,12委託料,03整理業務委託料,812057
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,12委託料,04議場システム機器改修委託料,6820000
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,13使用料及び賃借料,01電子複写機使用料,321286
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,13使用料及び賃借料,02有料道路通行料等,43020
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,13使用料及び賃借料,03データベース使用料,106491
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,13使用料及び賃借料,04自動車借上料,21400
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,13使用料及び賃借料,05システム使用料,237600
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,13使用料及び賃借料,06情報機器等使用料,128441
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,18負担金補助及び交付金,01議長会関係負担金,789000
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,18負担金補助及び交付金,02諸負担金,74000
01一般会計,01議会費,01議会費,01議会費,07市議会情報化関係費,11役務費,01回線使用料,358380
01一般会計,01議会費,01議会費,01議会費,07市議会情報化関係費,12委託料,01会議録検索システム管理委託料,1382205
01一般会計,01議会費,01議会費,01議会費,07市議会情報化関係費,12委託料,02市議会ホームページ管理委託料,1877370
01一般会計,01議会費,01議会費,01議会費,07市議会情報化関係費,12委託料,03市議会インターネット配信委託料,8158810
01一般会計,01議会費,01議会費,01議会費,07市議会情報化関係費,13使用料及び賃借料,01情報機器等使用料,4733520
01一般会計,01議会費,01議会費,01議会費,07市議会情報化関係費,13使用料及び賃借料,02委員会インターネット中継機器使用料,991716
01一般会計,01議会費,01議会費,01議会費,08自動車管理費,10需用費,01自動車用燃料費,101429
01一般会計,01議会費,01議会費,01議会費,08自動車管理費,11役務費,01自動車電話料,21327
01一般会計,01議会費,01議会費,01議会費,08自動車管理費,11役務費,01洗濯代,10800
01一般会計,01議会費,01議会費,01議会費,08自動車管理費,12委託料,01議長車運行管理業務委託料,5967973
01一般会計,01議会費,01議会費,01議会費,08自動車管理費,13使用料及び賃借料,01自動車借上料,900593
01一般会計,01議会費,01議会費,01議会費,09政務活動費,18負担金補助及び交付金,01政務活動費交付金,5493104
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,02給料,01特別職給料　４人,41070000
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,02給料,01一般職給料　１７１人,678277194
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,03職員手当等,01職員手当,929563738
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,03職員手当等,01児童手当,8205000
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,04共済費,01共済組合市負担金,260482081
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,04共済費,01地方公務員災害補償基金負担金,1497223
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,04共済費,01再任用職員共済費,2706334
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,08旅費,01職員普通旅費,560694
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,08旅費,01職員管外旅費,1808028
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,18負担金補助及び交付金,01会議負担金,69000
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,18負担金補助及び交付金,01公務災害障がい見舞金,25900000
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,01報酬,01月額職員報酬　２２人,41288361
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,01報酬,01時間額職員報酬,33772722
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,03職員手当等,01月額職員期末手当,7329480
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,04共済費,01月額職員共済費,8012767
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,04共済費,01時間額職員共済費,2448588
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,10需用費,01諸消耗品費,329476
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,10需用費,02法規追録代,547789
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,10需用費,03新聞雑誌購読料,53433
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,10需用費,04図書購入費,6930
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,10需用費,01諸印刷費,216964
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,11役務費,01郵便料,83780
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,11役務費,02システムサービス利用料,715000
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,11役務費,01広告料,605000
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,11役務費,01筆耕料,12244
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,12委託料,01採用試験関係委託料,3385184
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,12委託料,02昇任選考委託料,774965
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,12委託料,03ホームページ作成委託料,1468500
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,13使用料及び賃借料,01会場使用料,402400
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,13使用料及び賃借料,02情報機器等使用料,183868
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,13使用料及び賃借料,03ソフトウェア使用料,79915
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,17備品購入費,01諸備品購入費,49940
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,07報償費,01講師謝礼,4028295
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,07報償費,02個別相談カウンセラー謝礼,125714
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,08旅費,01職員研修旅費,76090
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,10需用費,01諸消耗品費,24955
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,10需用費,01諸賄費,2646
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,12委託料,01職員研修委託料,300000
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,18負担金補助及び交付金,01講習会等負担金,4164292
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,18負担金補助及び交付金,01自主グループ等助成金,666850
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,18負担金補助及び交付金,02資格取得費助成金,514100
01一般会計,02総務費,01総務管理費,01一般管理費,04労働安全衛生管理関係費,01報酬,01医師報酬　２人,4680000
01一般会計,02総務費,01総務管理費,01一般管理費,04労働安全衛生管理関係費,01報酬,01月額職員報酬　１人,2010158
01一般会計,02総務費,01総務管理費,01一般管理費,04労働安全衛生管理関係費,03職員手当等,01月額職員期末手当,426960
01一般会計,02総務費,01総務管理費,01一般管理費,04労働安全衛生管理関係費,04共済費,01月額職員共済費,453322
01一般会計,02総務費,01総務管理費,01一般管理費,04労働安全衛生管理関係費,07報償費,01講師謝礼,409050
01一般会計,02総務費,01総務管理費,01一般管理費,04労働安全衛生管理関係費,10需用費,01新聞雑誌購読料,30360
01一般会計,02総務費,01総務管理費,01一般管理費,04労働安全衛生管理関係費,10需用費,02諸消耗品費,49388
01一般会計,02総務費,01総務管理費,01一般管理費,04労働安全衛生管理関係費,10需用費,03法規追録代,123200
01一般会計,02総務費,01総務管理費,01一般管理費,04労働安全衛生管理関係費,10需用費,01医薬品購入費,20493
01一般会計,02総務費,01総務管理費,01一般管理費,04労働安全衛生管理関係費,10需用費,01諸賄費,5000
01一般会計,02総務費,01総務管理費,01一般管理費,04労働安全衛生管理関係費,11役務費,01郵便料,8000
01一般会計,02総務費,01総務管理費,01一般管理費,04労働安全衛生管理関係費,11役務費,01洗濯代,15680
01一般会計,02総務費,01総務管理費,01一般管理費,04労働安全衛生管理関係費,11役務費,02免許申請等手数料,3000
01一般会計,02総務費,01総務管理費,01一般管理費,04労働安全衛生管理関係費,11役務費,01保険料,47556
01一般会計,02総務費,01総務管理費,01一般管理費,04労働安全衛生管理関係費,13使用料及び賃借料,01情報機器等使用料,39528
01一般会計,02総務費,01総務管理費,01一般管理費,04労働安全衛生管理関係費,13使用料及び賃借料,02会場使用料,5100
01一般会計,02総務費,01総務管理費,01一般管理費,04労働安全衛生管理関係費,17備品購入費,01諸備品購入費,32010
01一般会計,02総務費,01総務管理費,01一般管理費,05職員健康診断関係費,12委託料,01健康診断委託料,11051975
01一般会計,02総務費,01総務管理費,01一般管理費,05職員健康診断関係費,12委託料,02特殊健康診断委託料,8316
01一般会計,02総務費,01総務管理費,01一般管理費,05職員健康診断関係費,12委託料,03ストレスチェック委託料,1195040
01一般会計,02総務費,01総務管理費,01一般管理費,05職員健康診断関係費,13使用料及び賃借料,01会場使用料,327200
01一般会計,02総務費,01総務管理費,01一般管理費,06職員健康相談関係費,07報償費,01相談員謝礼,2444000
01一般会計,02総務費,01総務管理費,01一般管理費,07職員貸与被服費,10需用費,01貸与被服購入費,7900217
01一般会計,02総務費,01総務管理費,01一般管理費,08職員互助会等福利厚生関係費,01報酬,01月額職員報酬　１人,2214880
01一般会計,02総務費,01総務管理費,01一般管理費,08職員互助会等福利厚生関係費,03職員手当等,01月額職員期末手当,426960
01一般会計,02総務費,01総務管理費,01一般管理費,08職員互助会等福利厚生関係費,04共済費,01月額職員共済費,418275
01一般会計,02総務費,01総務管理費,01一般管理費,08職員互助会等福利厚生関係費,10需用費,01諸消耗品費,12053
01一般会計,02総務費,01総務管理費,01一般管理費,08職員互助会等福利厚生関係費,18負担金補助及び交付金,01職員互助会交付金,16202719
01一般会計,02総務費,01総務管理費,01一般管理費,09給与関係費,10需用費,01諸消耗品費,65609
01一般会計,02総務費,01総務管理費,01一般管理費,09給与関係費,10需用費,02法規追録代,99394
01一般会計,02総務費,01総務管理費,01一般管理費,09給与関係費,10需用費,03図書購入費,10560
01一般会計,02総務費,01総務管理費,01一般管理費,09給与関係費,10需用費,01諸印刷費,147840
01一般会計,02総務費,01総務管理費,01一般管理費,09給与関係費,11役務費,01口座振替手数料,805302
01一般会計,02総務費,01総務管理費,01一般管理費,09給与関係費,11役務費,02両替等手数料,2750
01一般会計,02総務費,01総務管理費,01一般管理費,10秘書関係費,01報酬,01月額職員報酬　１人,2134800
01一般会計,02総務費,01総務管理費,01一般管理費,10秘書関係費,01報酬,01時間額職員報酬,1008400
01一般会計,02総務費,01総務管理費,01一般管理費,10秘書関係費,03職員手当等,01月額職員期末手当,426960
01一般会計,02総務費,01総務管理費,01一般管理費,10秘書関係費,04共済費,01月額職員共済費,442200
01一般会計,02総務費,01総務管理費,01一般管理費,10秘書関係費,10需用費,01新聞雑誌購読料,344900
01一般会計,02総務費,01総務管理費,01一般管理費,10秘書関係費,10需用費,02諸消耗品費,442509
01一般会計,02総務費,01総務管理費,01一般管理費,10秘書関係費,10需用費,01諸印刷費,59565
01一般会計,02総務費,01総務管理費,01一般管理費,10秘書関係費,10需用費,01諸賄費,7618
01一般会計,02総務費,01総務管理費,01一般管理費,10秘書関係費,11役務費,01郵便料,147582
01一般会計,02総務費,01総務管理費,01一般管理費,10秘書関係費,13使用料及び賃借料,01情報機器等使用料,78475
01一般会計,02総務費,01総務管理費,01一般管理費,10秘書関係費,18負担金補助及び交付金,01公共機関連絡協議会負担金,22500
01一般会計,02総務費,01総務管理費,01一般管理費,10秘書関係費,18負担金補助及び交付金,02市長会関係負担金,3835000
01一般会計,02総務費,01総務管理費,01一般管理費,11賀詞交歓会関係費,12委託料,01運営委員会委託料,2935588
01一般会計,02総務費,01総務管理費,01一般管理費,12交際費,09交際費,01交際費,783060
01一般会計,02総務費,01総務管理費,01一般管理費,13財政管理関係費,01報酬,01時間額職員報酬,220060
01一般会計,02総務費,01総務管理費,01一般管理費,13財政管理関係費,10需用費,01諸消耗品費,505700
01一般会計,02総務費,01総務管理費,01一般管理費,13財政管理関係費,10需用費,02法規追録代,1121353
01一般会計,02総務費,01総務管理費,01一般管理費,13財政管理関係費,10需用費,03新聞雑誌等購読料,89780
01一般会計,02総務費,01総務管理費,01一般管理費,13財政管理関係費,12委託料,01財務諸表作成支援業務委託料,699600
01一般会計,02総務費,01総務管理費,01一般管理費,13財政管理関係費,13使用料及び賃借料,01情報機器等使用料,85441
01一般会計,02総務費,01総務管理費,01一般管理費,14会計管理関係費,01報酬,01月額職員報酬　３人,6577916
01一般会計,02総務費,01総務管理費,01一般管理費,14会計管理関係費,03職員手当等,01月額職員期末手当,1280880
01一般会計,02総務費,01総務管理費,01一般管理費,14会計管理関係費,04共済費,01月額職員共済費,1330809
01一般会計,02総務費,01総務管理費,01一般管理費,14会計管理関係費,10需用費,01新聞雑誌購読料,98840
01一般会計,02総務費,01総務管理費,01一般管理費,14会計管理関係費,10需用費,02諸消耗品費,331459
01一般会計,02総務費,01総務管理費,01一般管理費,14会計管理関係費,10需用費,03法規追録代,71437
01一般会計,02総務費,01総務管理費,01一般管理費,14会計管理関係費,10需用費,01諸印刷費,65835
01一般会計,02総務費,01総務管理費,01一般管理費,14会計管理関係費,10需用費,01器具修繕料,370700
01一般会計,02総務費,01総務管理費,01一般管理費,14会計管理関係費,11役務費,01郵便料,1064
01一般会計,02総務費,01総務管理費,01一般管理費,14会計管理関係費,11役務費,01口座振替等手数料,2779560
01一般会計,02総務費,01総務管理費,01一般管理費,14会計管理関係費,11役務費,02両替等手数料,75130
01一般会計,02総務費,01総務管理費,01一般管理費,14会計管理関係費,11役務費,03派出業務手数料,9064000
01一般会計,02総務費,01総務管理費,01一般管理費,14会計管理関係費,12委託料,01機器保守等委託料,286000
01一般会計,02総務費,01総務管理費,01一般管理費,14会計管理関係費,13使用料及び賃借料,01ソフトウェア等使用料,1148070
01一般会計,02総務費,01総務管理費,01一般管理費,14会計管理関係費,13使用料及び賃借料,02情報機器等使用料,93378
01一般会計,02総務費,01総務管理費,01一般管理費,15文書管理関係費,01報酬,01月額職員報酬　１人,2215320
01一般会計,02総務費,01総務管理費,01一般管理費,15文書管理関係費,03職員手当等,01月額職員期末手当,426960
01一般会計,02総務費,01総務管理費,01一般管理費,15文書管理関係費,04共済費,01月額職員共済費,439363
01一般会計,02総務費,01総務管理費,01一般管理費,15文書管理関係費,10需用費,01新聞雑誌購読料,201640
01一般会計,02総務費,01総務管理費,01一般管理費,15文書管理関係費,10需用費,02文書ファイリング用消耗品費,1725966
01一般会計,02総務費,01総務管理費,01一般管理費,15文書管理関係費,10需用費,03諸消耗品費,367686
01一般会計,02総務費,01総務管理費,01一般管理費,15文書管理関係費,10需用費,04法規追録代,1587033
01一般会計,02総務費,01総務管理費,01一般管理費,15文書管理関係費,10需用費,01電動書庫修繕料,149930
01一般会計,02総務費,01総務管理費,01一般管理費,15文書管理関係費,11役務費,01郵便料等,1592003
01一般会計,02総務費,01総務管理費,01一般管理費,15文書管理関係費,11役務費,01システムサービス利用料,1936440
01一般会計,02総務費,01総務管理費,01一般管理費,15文書管理関係費,11役務費,01文書保管料,2900370
01一般会計,02総務費,01総務管理費,01一般管理費,15文書管理関係費,12委託料,02データ更新業務等委託料,2937000
01一般会計,02総務費,01総務管理費,01一般管理費,15文書管理関係費,12委託料,03総合文書管理システム研修等委託料,946000
