01会計,02款,03項,04目,05事項,06節,07細々節,08予算額
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,01報酬,01議員報酬　２８人,186240
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,03職員手当等,01議員期末手当,81946
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,04共済費,01議員共済会負担金,59870
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,08旅費,01議員普通旅費,339
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,08旅費,01議員管外旅費,2958
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,12委託料,01健康診断委託料,266
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,02給料,01一般職給料　１３人,53919
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,03職員手当等,01一般職手当,43670
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,03職員手当等,01児童手当,1085
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,04共済費,01共済組合市負担金,19909
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,04共済費,01地方公務員災害補償基金負担金,103
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,08旅費,01職員普通旅費,112
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,08旅費,01職員管外旅費,604
01一般会計,01議会費,01議会費,01議会費,03議員研修関係費,07報償費,01講師謝礼,165
01一般会計,01議会費,01議会費,01議会費,04議会だより関係費,10需用費,01諸印刷費,3366
01一般会計,01議会費,01議会費,01議会費,04議会だより関係費,11役務費,01郵便料,14
01一般会計,01議会費,01議会費,01議会費,04議会だより関係費,12委託料,01配布委託料,4294
01一般会計,01議会費,01議会費,01議会費,04議会だより関係費,12委託料,02声の議会だより作成委託料,141
01一般会計,01議会費,01議会費,01議会費,04議会だより関係費,12委託料,03ＰＤＦファイル作成委託料,50
01一般会計,01議会費,01議会費,01議会費,04議会だより関係費,12委託料,04読み上げ用テキスト作成委託料,62
01一般会計,01議会費,01議会費,01議会費,05交際費,09交際費,01議長交際費,500
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,01報酬,01時間額職員報酬,538
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,07報償費,01記念品購入費,31
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,07報償費,02手話通訳者謝礼,55
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,10需用費,01新聞雑誌購読料,650
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,10需用費,02事務機器用消耗品費,278
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,10需用費,03諸消耗品費,545
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,10需用費,04法規追録代,911
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,10需用費,05貸与被服購入費,82
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,10需用費,01会議録等原本製本代,46
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,10需用費,01諸修繕料,360
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,10需用費,01暖房用燃料費,21
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,10需用費,01諸賄費,42
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11役務費,01郵便料,49
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11役務費,01洗濯代,6
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11役務費,02口座振替手数料,14
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,12委託料,01機器保守委託料,2280
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,12委託料,02録音反訳委託料,5034
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,12委託料,03整理業務委託料,789
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,13使用料及び賃借料,01電子複写機使用料,275
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,13使用料及び賃借料,02有料道路通行料等,65
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,13使用料及び賃借料,03データベース使用料,172
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,13使用料及び賃借料,04自動車借上料,20
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,13使用料及び賃借料,05システム使用料,235
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,13使用料及び賃借料,06情報機器等使用料,198
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,17備品購入費,01諸備品購入費,1063
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,18負担金補助及び交付金,01議長会関係負担金,774
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,18負担金補助及び交付金,02諸負担金,101
01一般会計,01議会費,01議会費,01議会費,07市議会情報化関係費,11役務費,01回線使用料,349
01一般会計,01議会費,01議会費,01議会費,07市議会情報化関係費,12委託料,01会議録検索システム管理委託料,1499
01一般会計,01議会費,01議会費,01議会費,07市議会情報化関係費,12委託料,02市議会ホームページ管理委託料,1837
01一般会計,01議会費,01議会費,01議会費,07市議会情報化関係費,12委託料,03市議会インターネット配信委託料,3564
01一般会計,01議会費,01議会費,01議会費,07市議会情報化関係費,13使用料及び賃借料,01情報機器等使用料,4734
01一般会計,01議会費,01議会費,01議会費,07市議会情報化関係費,13使用料及び賃借料,02委員会インターネット中継機器使用料,992
01一般会計,01議会費,01議会費,01議会費,08自動車管理費,10需用費,01自動車用燃料費,204
01一般会計,01議会費,01議会費,01議会費,08自動車管理費,11役務費,01自動車電話料,28
01一般会計,01議会費,01議会費,01議会費,08自動車管理費,11役務費,01洗濯代,12
01一般会計,01議会費,01議会費,01議会費,08自動車管理費,12委託料,01議長車運行管理業務委託料,6373
01一般会計,01議会費,01議会費,01議会費,08自動車管理費,13使用料及び賃借料,01自動車借上料,808
01一般会計,01議会費,01議会費,01議会費,09政務活動費,18負担金補助及び交付金,01政務活動費交付金,9072
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,02給料,01特別職給料　３人,33240
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,02給料,01一般職給料　１７２人,702807
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,03職員手当等,01職員手当,1238862
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,03職員手当等,01児童手当,6200
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,04共済費,01共済組合市負担金,268336
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,04共済費,01地方公務員災害補償基金負担金,1439
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,04共済費,01再任用職員共済費,3293
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,08旅費,01職員普通旅費,2130
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,08旅費,01職員管外旅費,1659
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,18負担金補助及び交付金,01会議負担金,116
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,01報酬,01月額職員報酬　１６人,33392
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,01報酬,01時間額職員報酬,28067
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,03職員手当等,01月額職員期末手当,5911
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,04共済費,01月額職員共済費,6340
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,04共済費,01時間額職員共済費,1761
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,10需用費,01諸消耗品費,693
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,10需用費,02法規追録代,497
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,10需用費,03新聞雑誌購読料,52
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,10需用費,01諸印刷費,54
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,11役務費,01郵便料,7
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,11役務費,01広告料,983
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,11役務費,01筆耕料,40
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,12委託料,01採用試験関係委託料,5402
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,12委託料,02昇任選考委託料,1125
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,13使用料及び賃借料,01会場使用料,897
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,13使用料及び賃借料,02情報機器等使用料,227
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,07報償費,01講師謝礼,4239
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,07報償費,02個別相談カウンセラー謝礼,126
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,08旅費,01職員研修旅費,112
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,10需用費,01諸消耗品費,90
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,10需用費,01諸賄費,5
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,12委託料,01職員研修委託料,450
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,13使用料及び賃借料,01会場使用料,312
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,18負担金補助及び交付金,01講習会等負担金,4733
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,18負担金補助及び交付金,01自主グループ等助成金,1000
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,18負担金補助及び交付金,02資格取得費助成金,600
01一般会計,02総務費,01総務管理費,01一般管理費,04労働安全衛生管理関係費,01報酬,01医師報酬　２人,5135
01一般会計,02総務費,01総務管理費,01一般管理費,04労働安全衛生管理関係費,01報酬,01月額職員報酬　１人,2351
01一般会計,02総務費,01総務管理費,01一般管理費,04労働安全衛生管理関係費,03職員手当等,01月額職員期末手当,423
01一般会計,02総務費,01総務管理費,01一般管理費,04労働安全衛生管理関係費,04共済費,01月額職員共済費,452
01一般会計,02総務費,01総務管理費,01一般管理費,04労働安全衛生管理関係費,07報償費,01講師謝礼,442
01一般会計,02総務費,01総務管理費,01一般管理費,04労働安全衛生管理関係費,10需用費,01新聞雑誌購読料,44
01一般会計,02総務費,01総務管理費,01一般管理費,04労働安全衛生管理関係費,10需用費,02諸消耗品費,57
01一般会計,02総務費,01総務管理費,01一般管理費,04労働安全衛生管理関係費,10需用費,03法規追録代,112
01一般会計,02総務費,01総務管理費,01一般管理費,04労働安全衛生管理関係費,10需用費,01医薬品購入費,26
01一般会計,02総務費,01総務管理費,01一般管理費,04労働安全衛生管理関係費,10需用費,01諸賄費,5
01一般会計,02総務費,01総務管理費,01一般管理費,04労働安全衛生管理関係費,11役務費,01郵便料,8
01一般会計,02総務費,01総務管理費,01一般管理費,04労働安全衛生管理関係費,11役務費,01洗濯代,18
01一般会計,02総務費,01総務管理費,01一般管理費,04労働安全衛生管理関係費,11役務費,02免許申請等手数料,9
01一般会計,02総務費,01総務管理費,01一般管理費,04労働安全衛生管理関係費,11役務費,01保険料,63
01一般会計,02総務費,01総務管理費,01一般管理費,04労働安全衛生管理関係費,13使用料及び賃借料,01情報機器等使用料,40
01一般会計,02総務費,01総務管理費,01一般管理費,04労働安全衛生管理関係費,13使用料及び賃借料,02会場使用料,16
01一般会計,02総務費,01総務管理費,01一般管理費,05職員健康診断関係費,11役務費,01健康診断書作成料,18
01一般会計,02総務費,01総務管理費,01一般管理費,05職員健康診断関係費,12委託料,01健康診断委託料,10322
01一般会計,02総務費,01総務管理費,01一般管理費,05職員健康診断関係費,12委託料,02特殊健康診断委託料,16
01一般会計,02総務費,01総務管理費,01一般管理費,05職員健康診断関係費,12委託料,03ストレスチェック委託料,1863
01一般会計,02総務費,01総務管理費,01一般管理費,05職員健康診断関係費,13使用料及び賃借料,01会場使用料,263
01一般会計,02総務費,01総務管理費,01一般管理費,06職員健康相談関係費,07報償費,01相談員謝礼,2342
01一般会計,02総務費,01総務管理費,01一般管理費,07職員貸与被服費,10需用費,01貸与被服購入費,9761
