"年月[西暦]","調査項目","設問","選択肢","件数[件]","(全体)[%]","(除不)[%]"
"202003","経営全般について","Q19. 緊急短期入所受入体制でどのような課題が挙げられますか。（あてはまるものすべてに〇）","空床確保をしていない事業所に緊急利用をしたい方がいる等、需要と供給のタイミングが合わない","5","45.5","83.3"
"202003","経営全般について","Q19. 緊急短期入所受入体制でどのような課題が挙げられますか。（あてはまるものすべてに〇）","介護支援専門員等との連絡、調整等に苦慮する","0","0.0","0.0"
"202003","経営全般について","Q19. 緊急短期入所受入体制でどのような課題が挙げられますか。（あてはまるものすべてに〇）","加算の報酬が低く、収益が上がらない","0","0.0","0.0"
"202003","経営全般について","Q19. 緊急短期入所受入体制でどのような課題が挙げられますか。（あてはまるものすべてに〇）","緊急利用者が少なく、利益が上がらない","0","0.0","0.0"
"202003","経営全般について","Q19. 緊急短期入所受入体制でどのような課題が挙げられますか。（あてはまるものすべてに〇）","緊急利用以外の利用者やその家族から空床確保について理解が得られない","0","0.0","0.0"
"202003","経営全般について","Q19. 緊急短期入所受入体制でどのような課題が挙げられますか。（あてはまるものすべてに〇）","その他","2","18.2","33.3"
"202003","経営全般について","Q19. 緊急短期入所受入体制でどのような課題が挙げられますか。（あてはまるものすべてに〇）","わからない","0","0.0","0.0"
"202003","経営全般について","Q19. 緊急短期入所受入体制でどのような課題が挙げられますか。（あてはまるものすべてに〇）","無回答","5","45.5",

"港区保健福祉基礎調査（事業所）・単純集計表・経営全般についてQ19","Ver202003",,,,,
