"年度[西暦]","款","当初予算 金額[千円]","当初予算 構成比[%]","最終補正後 金額[千円]","最終補正後 構成比[%]"
"2018","介護保険料","3947404","24.7","3947404","24.0"
"2018","使用料及び手数料","1","0.0","1","0.0"
"2018","国庫支出金","3104869","19.5","3104869","18.8"
"2018","支払基金交付金","4016861","25.2","4020633","24.4"
"2018","都支出金","2219460","13.9","2219460","13.5"
"2018","財産収入","259","0.0","259","0.0"
"2018","寄附金","1","0.0","1","0.0"
"2018","繰入金","2664600","16.7","2664600","16.2"
"2018","繰越金","5419","0.0","515659","3.1"
"2018","諸収入","107","0.0","107","0.0"
"2018","歳入合計","15958981","100","16472993","100"
"2019","介護保険料","3979362","23.5",,
"2019","使用料及び手数料","1","0.0",,
"2019","国庫支出金","3334736","19.7",,
"2019","支払基金交付金","4277631","25.3",,
"2019","都支出金","2359638","14.0",,
"2019","財産収入","129","0.0",,
"2019","寄附金","1","0.0",,
"2019","繰入金","2955133","17.5",,
"2019","繰越金","4335","0.0",,
"2019","諸収入","75","0.0",,
"2019","歳入合計","16911041","100",,

"令和元年度港区行政資料集　介護保険会計歳入予算","Ver201903",,,,
