"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","自動車運転免許について","Q36-7. 【問36-１で「２．返納した」、「３．更新せずに失効した」と回答された方のみ】返納しようと思ったきっかけ、または更新しなかった理由は何ですか。（あてはまるものすべてに○）","運転していてヒヤリとしたことなどがあったため","52","8.0","8.8"
"202003","自動車運転免許について","Q36-7. 【問36-１で「２．返納した」、「３．更新せずに失効した」と回答された方のみ】返納しようと思ったきっかけ、または更新しなかった理由は何ですか。（あてはまるものすべてに○）","運転に自信がなくなったため","108","16.5","18.3"
"202003","自動車運転免許について","Q36-7. 【問36-１で「２．返納した」、「３．更新せずに失効した」と回答された方のみ】返納しようと思ったきっかけ、または更新しなかった理由は何ですか。（あてはまるものすべてに○）","家族等に勧められたため","90","13.8","15.3"
"202003","自動車運転免許について","Q36-7. 【問36-１で「２．返納した」、「３．更新せずに失効した」と回答された方のみ】返納しようと思ったきっかけ、または更新しなかった理由は何ですか。（あてはまるものすべてに○）","運転する必要がなくなったため","249","38.1","42.2"
"202003","自動車運転免許について","Q36-7. 【問36-１で「２．返納した」、「３．更新せずに失効した」と回答された方のみ】返納しようと思ったきっかけ、または更新しなかった理由は何ですか。（あてはまるものすべてに○）","運転免許証を持っていても運転をしていなかったため","243","37.2","41.2"
"202003","自動車運転免許について","Q36-7. 【問36-１で「２．返納した」、「３．更新せずに失効した」と回答された方のみ】返納しようと思ったきっかけ、または更新しなかった理由は何ですか。（あてはまるものすべてに○）","交通事故を起こしたため","7","1.1","1.2"
"202003","自動車運転免許について","Q36-7. 【問36-１で「２．返納した」、「３．更新せずに失効した」と回答された方のみ】返納しようと思ったきっかけ、または更新しなかった理由は何ですか。（あてはまるものすべてに○）","その他","68","10.4","11.5"
"202003","自動車運転免許について","Q36-7. 【問36-１で「２．返納した」、「３．更新せずに失効した」と回答された方のみ】返納しようと思ったきっかけ、または更新しなかった理由は何ですか。（あてはまるものすべてに○）","無回答","63","9.6",

"港区保健福祉基礎調査（高齢者）・単純集計表・自動車運転免許についてQ36-7","Ver202003",,,,,
