"年月[西暦]","調査項目","設問","選択肢","件数[件]","(全体)[%]","(除不)[%]"
"202003","サービス全般について","Q15. 貴事業所では、利用者や家族からの苦情やトラブルを、事業所内で解決できなかった場合、どのような相談窓口へ取り次ぎますか。（あてはまるものすべてに〇）","港区介護保険課","99","75.0","76.7"
"202003","サービス全般について","Q15. 貴事業所では、利用者や家族からの苦情やトラブルを、事業所内で解決できなかった場合、どのような相談窓口へ取り次ぎますか。（あてはまるものすべてに〇）","高齢者相談センター（地域包括支援センター）","82","62.1","63.6"
"202003","サービス全般について","Q15. 貴事業所では、利用者や家族からの苦情やトラブルを、事業所内で解決できなかった場合、どのような相談窓口へ取り次ぎますか。（あてはまるものすべてに〇）","東京都国保連合会の介護サービス苦情相談窓口","24","18.2","18.6"
"202003","サービス全般について","Q15. 貴事業所では、利用者や家族からの苦情やトラブルを、事業所内で解決できなかった場合、どのような相談窓口へ取り次ぎますか。（あてはまるものすべてに〇）","東京都社会福祉協議会の福祉サービス運営適正化委員会","7","5.3","5.4"
"202003","サービス全般について","Q15. 貴事業所では、利用者や家族からの苦情やトラブルを、事業所内で解決できなかった場合、どのような相談窓口へ取り次ぎますか。（あてはまるものすべてに〇）","東京都介護保険課","9","6.8","7.0"
"202003","サービス全般について","Q15. 貴事業所では、利用者や家族からの苦情やトラブルを、事業所内で解決できなかった場合、どのような相談窓口へ取り次ぎますか。（あてはまるものすべてに〇）","その他","15","11.4","11.6"
"202003","サービス全般について","Q15. 貴事業所では、利用者や家族からの苦情やトラブルを、事業所内で解決できなかった場合、どのような相談窓口へ取り次ぎますか。（あてはまるものすべてに〇）","特に取り次いでいない","4","3.0","3.1"
"202003","サービス全般について","Q15. 貴事業所では、利用者や家族からの苦情やトラブルを、事業所内で解決できなかった場合、どのような相談窓口へ取り次ぎますか。（あてはまるものすべてに〇）","無回答","3","2.3",

"港区保健福祉基礎調査（事業所）・単純集計表・サービス全般についてQ15","Ver202003",,,,,
