年度末,End of fiscal year,地域階層,地域コード,地域,District,合計 Total／計 Total,合計 Total／計 Total／全部支給 Full payment,合計 Total／計 Total／一部支給 Partial payment,合計 Total／停止 Discontinued,都道府県知事支給対象者 Covered by Prefecture／計 Total,都道府県知事支給対象者 Covered by Prefecture／計 Total／全部支給 Full payment,都道府県知事支給対象者 Covered by Prefecture／計 Total／一部支給 Partial payment,都道府県知事支給対象者 Covered by Prefecture／停止 Discontinued,国支給対象者 Covered by the State／計 Total,国支給対象者 Covered by the State／計 Total／全部支給 Full payment,国支給対象者 Covered by the State／計 Total／一部支給 Partial payment,国支給対象者 Covered by the State／停止 Discontinued
平成24,2012,0,13000,東京都,Tokyo-to,84238,48303,35935,14587,84233,48301,35932,14586,5,2,3,1
平成25,2013,0,13000,東京都,Tokyo-to,83615,47200,36415,14914,83613,47200,36413,14913,2,-,2,1
平成26,2014,0,13000,東京都,Tokyo-to,82150,45539,36611,15222,82147,45539,36608,15222,3,-,3,-
平成27,2015,0,13000,東京都,Tokyo-to,80493,43410,37083,16120,80491,43410,37081,16119,2,-,2,1
平成28,2016,0,13000,東京都,Tokyo-to,77399,40801,36598,16721,77399,40801,36598,16720,-,-,-,1
平成28,2016,1,13100,区部,All ku,50842,26861,23981,11374,50842,26861,23981,11373,-,-,-,1
平成28,2016,2,13101,千代田区,Chiyoda-ku,218,88,130,118,218,88,130,117,-,-,-,1
平成28,2016,2,13102,中央区,Chuo-ku,621,323,298,176,621,323,298,176,-,-,-,-
平成28,2016,2,13103,港区,Minato-ku,1086,602,484,307,1086,602,484,307,-,-,-,-
平成28,2016,2,13104,新宿区,Shinjuku-ku,1585,918,667,349,1585,918,667,349,-,-,-,-
平成28,2016,2,13105,文京区,Bunkyo-ku,649,296,353,311,649,296,353,311,-,-,-,-
平成28,2016,2,13106,台東区,Taito-ku,1063,571,492,204,1063,571,492,204,-,-,-,-
平成28,2016,2,13107,墨田区,Sumida-ku,1719,899,820,358,1719,899,820,358,-,-,-,-
平成28,2016,2,13108,江東区,Koto-ku,2963,1565,1398,706,2963,1565,1398,706,-,-,-,-
平成28,2016,2,13109,品川区,Shinagawa-ku,1705,774,931,560,1705,774,931,560,-,-,-,-
平成28,2016,2,13110,目黒区,Meguro-ku,949,466,483,298,949,466,483,298,-,-,-,-
平成28,2016,2,13111,大田区,Ota-ku,3691,1850,1841,940,3691,1850,1841,940,-,-,-,-
平成28,2016,2,13112,世田谷区,Setagaya-ku,3087,1522,1565,996,3087,1522,1565,996,-,-,-,-
平成28,2016,2,13113,渋谷区,Shibuya-ku,828,461,367,201,828,461,367,201,-,-,-,-
平成28,2016,2,13114,中野区,Nakano-ku,1246,646,600,304,1246,646,600,304,-,-,-,-
平成28,2016,2,13115,杉並区,Suginami-ku,1757,810,947,573,1757,810,947,573,-,-,-,-
平成28,2016,2,13116,豊島区,Toshima-ku,1235,603,632,263,1235,603,632,263,-,-,-,-
平成28,2016,2,13117,北区,Kita-ku,1893,995,898,311,1893,995,898,311,-,-,-,-
平成28,2016,2,13118,荒川区,Arakawa-ku,1400,760,640,281,1400,760,640,281,-,-,-,-
平成28,2016,2,13119,板橋区,Itabashi-ku,3738,2089,1649,672,3738,2089,1649,672,-,-,-,-
平成28,2016,2,13120,練馬区,Nerima-ku,4202,2249,1953,939,4202,2249,1953,939,-,-,-,-
平成28,2016,2,13121,足立区,Adachi-ku,6174,3422,2752,941,6174,3422,2752,941,-,-,-,-
平成28,2016,2,13122,葛飾区,Katsushika-ku,3498,1923,1575,639,3498,1923,1575,639,-,-,-,-
平成28,2016,2,13123,江戸川区,Edogawa-ku,5535,3029,2506,927,5535,3029,2506,927,-,-,-,-
平成28,2016,1,13200,市部,All shi,25841,13586,12255,5189,25841,13586,12255,5189,-,-,-,-
平成28,2016,2,13201,八王子市,Hachioji-shi,4070,2159,1911,807,4070,2159,1911,807,-,-,-,-
平成28,2016,2,13202,立川市,Tachikawa-shi,1312,714,598,215,1312,714,598,215,-,-,-,-
平成28,2016,2,13203,武蔵野市,Musashino-shi,456,208,248,112,456,208,248,112,-,-,-,-
平成28,2016,2,13204,三鷹市,Mitaka-shi,799,404,395,181,799,404,395,181,-,-,-,-
平成28,2016,2,13205,青梅市,Ome-shi,1120,586,534,238,1120,586,534,238,-,-,-,-
平成28,2016,2,13206,府中市,Fuchu-shi,1576,862,714,323,1576,862,714,323,-,-,-,-
平成28,2016,2,13207,昭島市,Akishima-shi,933,478,455,140,933,478,455,140,-,-,-,-
平成28,2016,2,13208,調布市,Chofu-shi,1083,522,561,261,1083,522,561,261,-,-,-,-
平成28,2016,2,13209,町田市,Machida-shi,2920,1642,1278,560,2920,1642,1278,560,-,-,-,-
平成28,2016,2,13210,小金井市,Koganei-shi,381,153,228,84,381,153,228,84,-,-,-,-
平成28,2016,2,13211,小平市,Kodaira-shi,1087,594,493,243,1087,594,493,243,-,-,-,-
平成28,2016,2,13212,日野市,Hino-shi,978,515,463,207,978,515,463,207,-,-,-,-
平成28,2016,2,13213,東村山市,Higashimurayama-shi,1092,599,493,196,1092,599,493,196,-,-,-,-
平成28,2016,2,13214,国分寺市,Kokubunji-shi,403,188,215,97,403,188,215,97,-,-,-,-
平成28,2016,2,13215,国立市,Kunitachi-shi,395,188,207,84,395,188,207,84,-,-,-,-
平成28,2016,2,13218,福生市,Fussa-shi,552,301,251,97,552,301,251,97,-,-,-,-
平成28,2016,2,13219,狛江市,Komae-shi,319,149,170,81,319,149,170,81,-,-,-,-
平成28,2016,2,13220,東大和市,Higashiyamato-shi,657,367,290,86,657,367,290,86,-,-,-,-
平成28,2016,2,13221,清瀬市,Kiyose-shi,617,320,297,107,617,320,297,107,-,-,-,-
平成28,2016,2,13222,東久留米市,Higashikurume-shi,841,453,388,162,841,453,388,162,-,-,-,-
平成28,2016,2,13223,武蔵村山市,Musashimurayama-shi,786,448,338,85,786,448,338,85,-,-,-,-
平成28,2016,2,13224,多摩市,Tama-shi,911,421,490,248,911,421,490,248,-,-,-,-
平成28,2016,2,13225,稲城市,Inagi-shi,441,211,230,137,441,211,230,137,-,-,-,-
平成28,2016,2,13227,羽村市,Hamura-shi,475,235,240,110,475,235,240,110,-,-,-,-
平成28,2016,2,13228,あきる野市,Akiruno-shi,612,303,309,99,612,303,309,99,-,-,-,-
平成28,2016,2,13229,西東京市,Nishitokyo-shi,1025,566,459,229,1025,566,459,229,-,-,-,-
平成28,2016,1,13300,郡部,All gun,526,274,252,101,526,274,252,101,-,-,-,-
平成28,2016,1,13350,島部,All islands,190,80,110,57,190,80,110,57,-,-,-,-
,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成28年）TOKYO STATISTICAL YEARBOOK ( 2016 )　18  社会保障 18  SOCIAL SECURITY,,,,,,,,,,,,,,,,,
18-5  児童扶養手当受給状況（平成24～28年度末） 18-5  RECIPIENTS OF CHILD CARE ALLOWANCES ( End of Fiscal Years 2012-2016 ),,,,,,,,,,,,,,,,,
資料：都福祉保健局総務部総務課 「福祉・衛生統計年報」 Source: Bureau of Social Welfare and Public Health， TMG    ,,,,,,,,,,,,,,,,,
地域階層（0:東京都　1:区部・市部・郡部・島部　2:区市),,,,,,,,,,,,,,,,,
