年度,Fiscal year,地域階層,地域コード,地域,District,病院病床  Beds／総数 Total,病院病床  Beds／精神病床 Psychiatric ,病院病床  Beds／結核病床 Tuberculosis,病院病床  Beds／感染症病床 Infectious diseases beds,病院病床  Beds ／療養病床 Long-term care,病院病床  Beds／一般病床 General,患者延数 Total number of patients／在院患者 Inpatients,患者延数 Total number of patients／新入院患者数 New inpatients,患者延数 Total number of patients／外来患者数 Outpatients
平成23,2011,0,13000,東京都,Tokyo-to,127380,23679,638,145,20947,81971,37225751,1509674,53190197
平成24,2012,0,13000,東京都,Tokyo-to,127483,23409,638,145,21815,81476,37355034,1553292,53444546
平成25,2013,0,13000,東京都,Tokyo-to,127639,23041,601,145,22432,81420,37201572,1578399,53278536
平成26,2014,0,13000,東京都,Tokyo-to,127110,22612,520,145,22708,81125,37056997,1601199,52381203
平成27,2015,0,13000,東京都,Tokyo-to,128166,22494,510,145,23524,81493,37267796,1650070,52441970
平成27,2015,1,13100,区部,All ku,79718,6959,173,99,12804,59683,22586619,1236691,40080075
平成27,2015,2,13101,千代田区,Chiyoda-ku,2251,27,-,-,50,2174,558103,54881,2088495
平成27,2015,2,13102,中央区,Chuo-ku,1219,-,-,-,52,1167,374431,34298,1003019
平成27,2015,2,13103,港区,Minato-ku,4013,49,8,-,68,3888,1060909,87620,3216411
平成27,2015,2,13104,新宿区,Shinjuku-ku,6212,315,40,4,85,5768,1675398,129223,4015428
平成27,2015,2,13105,文京区,Bunkyo-ku,5221,137,-,30,118,4936,1510592,110261,4012976
平成27,2015,2,13106,台東区,Taito-ku,1078,85,-,-,297,696,321660,12806,541716
平成27,2015,2,13107,墨田区,Sumida-ku,2473,36,-,10,206,2221,676007,44889,1178867
平成27,2015,2,13108,江東区,Koto-ku,2864,129,-,-,232,2503,846542,53443,1614951
平成27,2015,2,13109,品川区,Shinagawa-ku,3199,50,-,-,696,2453,768930,53166,1534480
平成27,2015,2,13110,目黒区,Meguro-ku,2421,50,-,-,198,2173,701372,50155,1302670
平成27,2015,2,13111,大田区,Ota-ku,5041,128,-,20,1020,3873,1436162,77051,2815957
平成27,2015,2,13112,世田谷区,Setagaya-ku,5655,1204,25,10,854,3562,1491279,58512,1851514
平成27,2015,2,13113,渋谷区,Shibuya-ku,3101,53,2,-,936,2110,871213,51221,1744525
平成27,2015,2,13114,中野区,Nakano-ku,1710,-,-,-,479,1231,507594,22153,740213
平成27,2015,2,13115,杉並区,Suginami-ku,2695,-,-,-,931,1764,791010,40376,1010402
平成27,2015,2,13116,豊島区,Toshima-ku,1710,-,-,-,287,1423,499430,22846,642793
平成27,2015,2,13117,北区,Kita-ku,2569,203,-,-,542,1824,764397,28668,1174964
平成27,2015,2,13118,荒川区,Arakawa-ku,1543,-,-,-,434,1109,463195,20137,629416
平成27,2015,2,13119,板橋区,Itabashi-ku,9880,1959,12,20,2352,5537,2910461,106616,3168005
平成27,2015,2,13120,練馬区,Nerima-ku,3087,1081,-,-,614,1392,953294,36572,1171315
平成27,2015,2,13121,足立区,Adachi-ku,6503,1236,-,-,1259,4008,1895872,56405,1988851
平成27,2015,2,13122,葛飾区,Katsushika-ku,2426,217,36,5,373,1795,705104,39336,1286990
平成27,2015,2,13123,江戸川区,Edogawa-ku,2847,-,50,-,721,2076,803664,46056,1346117
平成27,2015,1,13200,市部,All shi,47810,15475,337,44,10295,21659,14491098,411281,12267072
平成27,2015,2,13201,八王子市,Hachioji-shi,9138,4206,34,8,2096,2794,2834825,59754,1755018
平成27,2015,2,13202,立川市,Tachikawa-shi,1633,63,-,6,166,1398,483611,30587,645392
平成27,2015,2,13203,武蔵野市,Musashino-shi,1168,-,-,20,148,1000,354676,23399,599574
平成27,2015,2,13204,三鷹市,Mitaka-shi,2820,1133,-,-,227,1460,858640,30689,1017923
平成27,2015,2,13205,青梅市,Ome-shi,4588,2442,-,4,1430,712,1475723,18228,539758
平成27,2015,2,13206,府中市,Fuchu-shi,3627,941,60,-,283,2343,1034515,50165,1037659
平成27,2015,2,13207,昭島市,Akishima-shi,1279,-,-,-,492,787,352123,11934,458692
平成27,2015,2,13208,調布市,Chofu-shi,1622,842,-,-,279,501,462072,7119,371180
平成27,2015,2,13209,町田市,Machida-shi,4190,1592,-,-,1019,1579,1311459,25327,961739
平成27,2015,2,13210,小金井市,Koganei-shi,1142,510,-,-,384,248,376179,5053,178543
平成27,2015,2,13211,小平市,Kodaira-shi,2331,750,-,6,573,1002,723745,22027,569401
平成27,2015,2,13212,日野市,Hino-shi,1084,238,-,-,398,448,338186,8420,291516
平成27,2015,2,13213,東村山市,Higashimurayama-shi,2431,670,8,-,432,1321,694637,15018,502715
平成27,2015,2,13214,国分寺市,Kokubunji-shi,251,-,-,-,209,42,84349,1009,23955
平成27,2015,2,13215,国立市,Kunitachi-shi,66,-,-,-,8,58,17550,1599,93218
平成27,2015,2,13218,福生市,Fussa-shi,688,-,-,-,96,592,174736,9041,288902
平成27,2015,2,13219,狛江市,Komae-shi,717,20,27,-,136,534,209203,12290,390874
平成27,2015,2,13220,東大和市,Higashiyamato-shi,412,-,-,-,-,412,131021,8202,99070
平成27,2015,2,13221,清瀬市,Kiyose-shi,2113,255,208,-,675,975,644318,15073,465563
平成27,2015,2,13222,東久留米市,Higashikurume-shi,330,183,-,-,-,147,101477,3851,184826
平成27,2015,2,13223,武蔵村山市,Musashimurayama-shi,839,-,-,-,216,623,252928,8059,309117
平成27,2015,2,13224,多摩市,Tama-shi,2248,852,-,-,250,1146,666374,20244,534082
平成27,2015,2,13225,稲城市,Inagi-shi,948,339,-,-,319,290,296322,8020,178069
平成27,2015,2,13227,羽村市,Hamura-shi,246,-,-,-,246,-,84362,472,13642
平成27,2015,2,13228,あきる野市,Akiruno-shi,583,113,-,-,100,370,166776,4568,234968
平成27,2015,2,13229,西東京市,Nishitokyo-shi,1316,326,-,-,113,877,361291,11133,521676
平成27,2015,1,13300,郡部,All gun,584,60,-,-,425,99,180125,1492,41243
平成27,2015,2,13303,瑞穂町,Mizuho-machi,120,-,-,-,120,-,41514,236,7588
平成27,2015,2,13305,日の出町,Hinode-machi,421,60,-,-,305,56,132305,889,21130
平成27,2015,2,13307,檜原村,Hinohara-mura,-,-,-,-,-,-,-,-,-
平成27,2015,2,13308,奥多摩町,Okutama-machi,43,-,-,-,-,43,6306,367,12525
平成27,2015,1,13350,島部,All islands,54,-,-,2,-,52,9954,606,53580
,,,,,,,,,,,,,,
東京都統計年鑑（平成28年）TOKYO STATISTICAL YEARBOOK ( 2016 )　19  医療・衛生・環境 19  MEDICAL CARE， SANITATION， AND ENVIRONMENT,,,,,,,,,,,,,,
19-3  種類別病床数及び患者延数 (平23～平成27年度) 19-3  NUMBER OF BEDS AND PATIENTS BY TYPE OF CARE ( Fiscal Years 2011-2015 ),,,,,,,,,,,,,,
資料：都福祉保健局総務部総務課「東京都の医療施設」 Source: Bureau of Social Welfare and Public Health， TMG,,,,,,,,,,,,,,
地域階層（0:東京都　1:区部・市部・郡部・島部　2:区市町村),,,,,,,,,,,,,,
