年次,Year,地域階層,地域コード,地域,District,病院 Hospital／総数 Total,病院 Hospital／精神科病院 Psychiatric hospital,病院 Hospital／一般病院 General hospital,病院 Hospital／(再掲 Relisted)／救急告示病院 Designated emergency hospital,病院 Hospital／(再掲 Relisted)／療養病床を有するもの Hospital with long-term care beds,一般診療所 General  clinic,歯科診療所 Dental clinic
平成23,2011,0,13000,東京都,Tokyo-to,643,51,592,306,238,12612,10570
平成24,2012,0,13000,東京都,Tokyo-to,641,51,590,300,243,12711,10620
平成25,2013,0,13000,東京都,Tokyo-to,646,51,595,298,246,12758,10647
平成26,2014,0,13000,東京都,Tokyo-to,642,50,592,310,245,12780,10579
平成27,2015,0,13000,東京都,Tokyo-to,648,50,598,308,250,12944,10620
平成27,2015,1,13100,区部,All ku,425,12,413,226,154,9910,8310
平成27,2015,2,13101,千代田区,Chiyoda-ku,15,-,15,5,1,460,337
平成27,2015,2,13102,中央区,Chuo-ku,4,-,4,1,1,514,439
平成27,2015,2,13103,港区,Minato-ku,14,-,14,7,1,728,587
平成27,2015,2,13104,新宿区,Shinjuku-ku,15,1,14,12,2,601,425
平成27,2015,2,13105,文京区,Bunkyo-ku,11,-,11,8,2,261,244
平成27,2015,2,13106,台東区,Taito-ku,8,1,7,5,5,225,234
平成27,2015,2,13107,墨田区,Sumida-ku,14,-,14,8,5,220,189
平成27,2015,2,13108,江東区,Koto-ku,17,-,17,12,4,391,289
平成27,2015,2,13109,品川区,Shinagawa-ku,16,-,16,5,6,426,345
平成27,2015,2,13110,目黒区,Meguro-ku,9,-,9,9,5,310,289
平成27,2015,2,13111,大田区,Ota-ku,28,1,27,17,14,584,554
平成27,2015,2,13112,世田谷区,Setagaya-ku,25,-,25,14,7,850,747
平成27,2015,2,13113,渋谷区,Shibuya-ku,17,-,17,7,6,523,422
平成27,2015,2,13114,中野区,Nakano-ku,9,-,9,6,6,318,252
平成27,2015,2,13115,杉並区,Suginami-ku,19,-,19,9,9,484,429
平成27,2015,2,13116,豊島区,Toshima-ku,15,-,15,13,3,440,318
平成27,2015,2,13117,北区,Kita-ku,20,2,18,11,6,270,247
平成27,2015,2,13118,荒川区,Arakawa-ku,14,-,14,6,8,178,138
平成27,2015,2,13119,板橋区,Itabashi-ku,42,-,42,20,23,378,350
平成27,2015,2,13120,練馬区,Nerima-ku,19,2,17,7,7,548,463
平成27,2015,2,13121,足立区,Adachi-ku,52,4,48,25,16,419,380
平成27,2015,2,13122,葛飾区,Katsushika-ku,20,1,19,9,8,357,269
平成27,2015,2,13123,江戸川区,Edogawa-ku,22,-,22,10,9,425,363
平成27,2015,1,13200,市部,All shi,218,38,180,80,93,2976,2276
平成27,2015,2,13201,八王子市,Hachioji-shi,40,7,33,12,17,374,284
平成27,2015,2,13202,立川市,Tachikawa-shi,7,-,7,5,3,156,115
平成27,2015,2,13203,武蔵野市,Musashino-shi,9,-,9,5,4,205,150
平成27,2015,2,13204,三鷹市,Mitaka-shi,8,1,7,4,3,135,97
平成27,2015,2,13205,青梅市,Ome-shi,16,8,8,2,6,92,64
平成27,2015,2,13206,府中市,Fuchu-shi,15,2,13,6,5,177,144
平成27,2015,2,13207,昭島市,Akishima-shi,8,-,8,5,5,65,61
平成27,2015,2,13208,調布市,Chofu-shi,8,2,6,2,3,183,150
平成27,2015,2,13209,町田市,Machida-shi,21,6,15,7,8,314,220
平成27,2015,2,13210,小金井市,Koganei-shi,5,1,4,1,4,86,67
平成27,2015,2,13211,小平市,Kodaira-shi,9,1,8,4,4,127,98
平成27,2015,2,13212,日野市,Hino-shi,6,-,6,2,4,121,84
平成27,2015,2,13213,東村山市,Higashimurayama-shi,11,3,8,4,4,95,68
平成27,2015,2,13214,国分寺市,Kokubunji-shi,2,-,2,-,2,116,74
平成27,2015,2,13215,国立市,Kunitachi-shi,2,-,2,1,1,83,76
平成27,2015,2,13218,福生市,Fussa-shi,4,-,4,3,1,43,32
平成27,2015,2,13219,狛江市,Komae-shi,2,-,2,1,1,52,39
平成27,2015,2,13220,東大和市,Higashiyamato-shi,2,-,2,1,-,49,42
平成27,2015,2,13221,清瀬市,Kiyose-shi,12,2,10,3,7,45,33
平成27,2015,2,13222,東久留米市,Higashikurume-shi,4,1,3,2,-,58,56
平成27,2015,2,13223,武蔵村山市,Musashimurayama-shi,4,-,4,2,2,25,25
平成27,2015,2,13224,多摩市,Tama-shi,8,2,6,2,2,112,65
平成27,2015,2,13225,稲城市,Inagi-shi,3,-,3,1,2,47,37
平成27,2015,2,13227,羽村市,Hamura-shi,2,-,2,-,2,36,32
平成27,2015,2,13228,あきる野市,Akiruno-shi,4,1,3,1,1,44,40
平成27,2015,2,13229,西東京市,Nishitokyo-shi,6,1,5,4,2,136,123
平成27,2015,1,13300,郡部,All gun,4,-,4,1,3,37,20
平成27,2015,2,13303,瑞穂町,Mizuho-machi,1,-,1,-,1,13,12
平成27,2015,2,13305,日の出町,Hinode-machi,2,-,2,-,2,13,6
平成27,2015,2,13307,檜原村,Hinohara-mura,-,-,-,-,-,3,-
平成27,2015,2,13308,奥多摩町,Okutama-machi,1,-,1,1,-,8,2
平成27,2015,1,13350,島部,All islands,1,-,1,1,-,21,14
平成27,2015,2,13361,大島町,Oshima-machi,-,-,-,-,-,4,5
平成27,2015,2,13362,利島村,Toshima-mura,-,-,-,-,-,1,-
平成27,2015,2,13363,新島村,Niijima-mura,-,-,-,-,-,4,-
平成27,2015,2,13364,神津島村,Kozushima-mura,-,-,-,-,-,2,1
平成27,2015,2,13381,三宅村,Miyake-mura,-,-,-,-,-,2,1
平成27,2015,2,13382,御蔵島村,Mikurajima-mura,-,-,-,-,-,1,-
平成27,2015,2,13401,八丈町,Hachijo-machi,1,-,1,1,-,2,6
平成27,2015,2,13402,青ヶ島村,Aogashima-mura,-,-,-,-,-,1,-
平成27,2015,2,13421,小笠原村,Ogasawara-mura,-,-,-,-,-,4,1
,,,,,,,,,,,,
東京都統計年鑑（平成28年）TOKYO STATISTICAL YEARBOOK ( 2016 )　19  医療・衛生・環境 19  MEDICAL CARE， SANITATION， AND ENVIRONMENT,,,,,,,,,,,,
19-1  地域別医療施設数 (平成23～平成27年) 19-1  MEDICAL FACILITIES BY DISTRICT( 2011-2015 ),,,,,,,,,,,,
