年次,Year,地域階層,地域コード,地域,District,福祉事務所 Welfare offices／事務所数 Offices,福祉事務所 Welfare offices／地区担当員数 Caseworkers,民生委員 Local welfare commissioners (volunteers)／定員数 Maximum number,民生委員 Local welfare commissioners (volunteers)／現在員 Current number／総数 Total,民生委員 Local welfare commissioners (volunteers)／現在員 Current number／男 Male,民生委員 Local welfare commissioners (volunteers)／現在員 Current number／女 Female
平成24,2012,0,13000,東京都,Tokyo-to,67,2094,10585,10135,2580,7555
平成25,2013,0,13000,東京都,Tokyo-to,67,2213,10610,10194,2598,7596
平成26,2014,0,13000,東京都,Tokyo-to,63,2225,10714,10118,2575,7543
平成27,2015,0,13000,東京都,Tokyo-to,63,2242,10714,10178,2579,7599
平成28,2016,0,13000,東京都,Tokyo-to,63,2491,10714,10213,2581,7632
平成28,2016,1,13100,区部,All ku,32,1937,7430,7133,1717,5416
平成28,2016,2,13101,千代田区,Chiyoda-ku,1,7,52,50,15,35
平成28,2016,2,13102,中央区,Chuo-ku,1,13,111,103,28,75
平成28,2016,2,13103,港区,Minato-ku,1,26,168,148,43,105
平成28,2016,2,13104,新宿区,Shinjuku-ku,1,96,303,298,73,225
平成28,2016,2,13105,文京区,Bunkyo-ku,1,22,146,145,42,103
平成28,2016,2,13106,台東区,Taito-ku,1,77,213,205,71,134
平成28,2016,2,13107,墨田区,Sumida-ku,1,71,209,187,55,132
平成28,2016,2,13108,江東区,Koto-ku,1,80,325,289,72,217
平成28,2016,2,13109,品川区,Shinagawa-ku,1,44,325,304,72,232
平成28,2016,2,13110,目黒区,Meguro-ku,1,28,231,224,33,191
平成28,2016,2,13111,大田区,Ota-ku,1,150,504,493,110,383
平成28,2016,2,13112,世田谷区,Setagaya-ku,5,104,627,607,80,527
平成28,2016,2,13113,渋谷区,Shibuya-ku,1,35,199,194,40,154
平成28,2016,2,13114,中野区,Nakano-ku,1,54,306,294,40,254
平成28,2016,2,13115,杉並区,Suginami-ku,1,81,432,400,83,317
平成28,2016,2,13116,豊島区,Toshima-ku,1,75,252,234,40,194
平成28,2016,2,13117,北区,Kita-ku,1,94,324,312,84,228
平成28,2016,2,13118,荒川区,Arakawa-ku,1,53,215,215,61,154
平成28,2016,2,13119,板橋区,Itabashi-ku,3,173,519,511,117,394
平成28,2016,2,13120,練馬区,Nerima-ku,4,129,571,567,140,427
平成28,2016,2,13121,足立区,Adachi-ku,1,237,559,541,178,363
平成28,2016,2,13122,葛飾区,Katsushika-ku,1,112,404,382,104,278
平成28,2016,2,13123,江戸川区,Edogawa-ku,1,176,435,430,136,294
平成28,2016,1,13200,市部,All shi,26,534,3085,2891,802,2089
平成28,2016,2,13201,八王子市,Hachioji-shi,1,66,451,445,152,293
平成28,2016,2,13202,立川市,Tachikawa-shi,1,38,157,156,43,113
平成28,2016,2,13203,武蔵野市,Musashino-shi,1,21,109,98,18,80
平成28,2016,2,13204,三鷹市,Mitaka-shi,1,28,127,112,19,93
平成28,2016,2,13205,青梅市,Ome-shi,1,18,148,147,65,82
平成28,2016,2,13206,府中市,Fuchu-shi,1,32,173,165,39,126
平成28,2016,2,13207,昭島市,Akishima-shi,1,17,85,84,25,59
平成28,2016,2,13208,調布市,Chofu-shi,1,23,163,155,69,86
平成28,2016,2,13209,町田市,Machida-shi,1,38,254,235,64,171
平成28,2016,2,13210,小金井市,Koganei-shi,1,13,84,72,12,60
平成28,2016,2,13211,小平市,Kodaira-shi,1,22,138,122,21,101
平成28,2016,2,13212,日野市,Hino-shi,1,19,134,131,35,96
平成28,2016,2,13213,東村山市,Higashimurayama-shi,1,20,119,102,15,87
平成28,2016,2,13214,国分寺市,Kokubunji-shi,1,10,79,76,24,52
平成28,2016,2,13215,国立市,Kunitachi-shi,1,10,54,52,10,42
平成28,2016,2,13218,福生市,Fussa-shi,1,9,52,48,17,31
平成28,2016,2,13219,狛江市,Komae-shi,1,11,58,48,10,38
平成28,2016,2,13220,東大和市,Higashiyamato-shi,1,13,60,56,14,42
平成28,2016,2,13221,清瀬市,Kiyose-shi,1,16,55,51,15,36
平成28,2016,2,13222,東久留米市,Higashikurume-shi,1,15,80,57,14,43
平成28,2016,2,13223,武蔵村山市,Musashimurayama-shi,1,15,62,61,18,43
平成28,2016,2,13224,多摩市,Tama-shi,1,23,112,99,24,75
平成28,2016,2,13225,稲城市,Inagi-shi,1,10,62,60,17,43
平成28,2016,2,13227,羽村市,Hamura-shi,1,7,52,51,10,41
平成28,2016,2,13228,あきる野市,Akiruno-shi,1,8,70,70,27,43
平成28,2016,2,13229,西東京市,Nishitokyo-shi,1,32,147,138,25,113
平成28,2016,1,13300,郡部,All gun,1,8,98,94,31,63
平成28,2016,1,13350,島部,All islands,4,12,101,95,31,64
,,,,,,,,,,,
東京都統計年鑑（平成28年）TOKYO STATISTICAL YEARBOOK ( 2016 )　18  社会保障 18  SOCIAL SECURITY,,,,,,,,,,,
18-11  地域別福祉事務所数及び民生委員数 （平成24～28年） 18-11  WELFARE OFFICES AND LOCAL WELFARE COMMISSIONERS (VOLUNTEERS) BY DISTRICT ( 2012-2016 ),,,,,,,,,,,
各年4月1日現在,,,,,,,,,,,
Figures are as of  Apr.1 of the year noted.,,,,,,,,,,,
資料：都福祉保健局総務部総務課 Source: Bureau of Social Welfare and Public Health， TMG,,,,,,,,,,,
地域階層（0:東京都　1:区部・市部・郡部・島部　2:区市),,,,,,,,,,,
