区分,男女計／実数（千人、％）,男女計／前年同期（千人、％）,男女計／対前年同期／増減数（千人、ポイント）,男女計／対前年同期／増減率（％）,男／実数（千人、％）,男／前年同期（千人、％）,男／対前年同期／増減数（千人、ポイント）,男／対前年同期／増減率（％）,女／実数（千人、％）,女／前年同期（千人、％）,女／対前年同期／増減数（千人、ポイント）,女／対前年同期／増減率（％）
15歳以上人口,12372,12390,-18,-0.1,6038,6056,-18,-0.3,6334,6334,0,0
〔就業状態〕／労働力人口,8517,8475,42,0.5,4684,4691,-7,-0.1,3833,3784,49,1.3
〔就業状態〕／労働力人口／就業者数,8315,8220,95,1.2,4566,4540,26,0.6,3749,3679,70,1.9
〔就業状態〕／労働力人口／就業者数／自営業主数,600,562,38,6.8,408,405,3,0.7,192,158,34,21.5
〔就業状態〕／労働力人口／就業者数／家族従業者数,80,86,-6,-7,16,13,3,23.1,64,72,-8,-11.1
〔就業状態〕／労働力人口／就業者数／雇用者数,7586,7533,53,0.7,4113,4100,13,0.3,3473,3433,40,1.2
〔就業状態〕／労働力人口／就業者数／雇用者数／うち正規の職員・従業員,4680,4641,39,0.8,2897,2872,25,0.9,1783,1769,14,0.8
〔就業状態〕／労働力人口／就業者数／雇用者数／うち非正規の職員・従業員,2372,2371,1,0,810,822,-12,-1.5,1561,1549,12,0.8
〔就業状態〕／労働力人口／就業者数／雇用者数／うち非正規の職員・従業員／うちパート・アルバイト,1577,1601,-24,-1.5,460,440,20,4.5,1118,1162,-44,-3.8
〔就業状態〕／労働力人口／完全失業者数,203,255,-52,-20.4,119,151,-32,-21.2,84,105,-21,-20
〔就業状態〕／非労働力人口,3850,3908,-58,-1.5,1352,1361,-9,-0.7,2498,2546,-48,-1.9
〔就業者の活動状況別内訳〕／就業者数（再掲）,8315,8220,95,1.2,4566,4540,26,0.6,3749,3679,70,1.9
〔就業者の活動状況別内訳〕／就業者数（再掲）／従業者数,8049,7979,70,0.9,4473,4464,9,0.2,3575,3516,59,1.7
〔就業者の活動状況別内訳〕／就業者数（再掲）／従業者数／主に仕事,6859,6812,47,0.7,4206,4227,-21,-0.5,2653,2585,68,2.6
〔就業者の活動状況別内訳〕／就業者数（再掲）／従業者数／通学のかたわらに仕事,326,333,-7,-2.1,162,160,2,1.3,164,173,-9,-5.2
〔就業者の活動状況別内訳〕／就業者数（再掲）／従業者数／家事などのかたわらに仕事,864,834,30,3.6,106,77,29,37.7,758,757,1,0.1
〔就業者の活動状況別内訳〕／就業者数（再掲）／休業者数,266,240,26,10.8,92,76,16,21.1,174,164,10,6.1
〔就業者の主な産業別内訳〕／建設業,419,460,-41,-8.9,336,379,-43,-11.3,83,81,2,2.5
〔就業者の主な産業別内訳〕／製造業,672,752,-80,-10.6,474,506,-32,-6.3,199,246,-47,-19.1
〔就業者の主な産業別内訳〕／情報通信業,953,863,90,10.4,641,586,55,9.4,312,277,35,12.6
〔就業者の主な産業別内訳〕／運輸業，郵便業,452,367,85,23.2,351,281,70,24.9,101,87,14,16.1
〔就業者の主な産業別内訳〕／卸売業，小売業,1270,1296,-26,-2,633,630,3,0.5,637,667,-30,-4.5
〔就業者の主な産業別内訳〕／金融業，保険業,372,337,35,10.4,177,164,13,7.9,195,172,23,13.4
〔就業者の主な産業別内訳〕／不動産業，物品賃貸業,324,312,12,3.8,187,178,9,5.1,137,134,3,2.2
〔就業者の主な産業別内訳〕／学術研究，専門・技術サービス業,579,568,11,1.9,349,360,-11,-3.1,230,208,22,10.6
〔就業者の主な産業別内訳〕／宿泊業，飲食サービス業,524,513,11,2.1,239,237,2,0.8,285,276,9,3.3
〔就業者の主な産業別内訳〕／生活関連サービス業，娯楽業,272,284,-12,-4.2,108,133,-25,-18.8,164,152,12,7.9
〔就業者の主な産業別内訳〕／教育，学習支援業,432,452,-20,-4.4,187,187,0,0,245,265,-20,-7.5
〔就業者の主な産業別内訳〕／医療，福祉,857,821,36,4.4,197,210,-13,-6.2,659,610,49,8
〔就業者の主な産業別内訳〕／サービス業（他に分類されないもの）,696,697,-1,-0.1,410,392,18,4.6,286,305,-19,-6.2
〔雇用者の主な産業別内訳〕／建設業,373,395,-22,-5.6,293,320,-27,-8.4,80,75,5,6.7
〔雇用者の主な産業別内訳〕／製造業,647,726,-79,-10.9,456,490,-34,-6.9,191,236,-45,-19.1
〔雇用者の主な産業別内訳〕／情報通信業,899,811,88,10.9,606,548,58,10.6,293,263,30,11.4
〔雇用者の主な産業別内訳〕／運輸業，郵便業,425,336,89,26.5,324,251,73,29.1,101,85,16,18.8
〔雇用者の主な産業別内訳〕／卸売業，小売業,1201,1239,-38,-3.1,595,600,-5,-0.8,606,639,-33,-5.2
〔雇用者の主な産業別内訳〕／金融業，保険業,368,335,33,9.9,175,163,12,7.4,193,172,21,12.2
〔雇用者の主な産業別内訳〕／不動産業，物品賃貸業,283,260,23,8.8,164,148,16,10.8,120,112,8,7.1
〔雇用者の主な産業別内訳〕／学術研究，専門・技術サービス業,441,446,-5,-1.1,263,278,-15,-5.4,178,168,10,6
〔雇用者の主な産業別内訳〕／宿泊業，飲食サービス業,439,465,-26,-5.6,185,205,-20,-9.8,254,259,-5,-1.9
〔雇用者の主な産業別内訳〕／生活関連サービス業，娯楽業,210,226,-16,-7.1,77,100,-23,-23,133,126,7,5.6
〔雇用者の主な産業別内訳〕／教育，学習支援業,393,424,-31,-7.3,176,183,-7,-3.8,217,241,-24,-10
〔雇用者の主な産業別内訳〕／医療，福祉,827,783,44,5.6,184,191,-7,-3.7,642,591,51,8.6
〔雇用者の主な産業別内訳〕／サービス業（他に分類されないもの）,652,658,-6,-0.9,379,367,12,3.3,273,291,-18,-6.2
〔非農林業雇用者の従業者規模別内訳〕／総数,7579,7528,51,0.7,4106,4096,10,0.2,3473,3432,41,1.2
〔非農林業雇用者の従業者規模別内訳〕／総数／１～29人規模,1698,1788,-90,-5,886,958,-72,-7.5,811,830,-19,-2.3
〔非農林業雇用者の従業者規模別内訳〕／総数／30～499人規模,2284,2225,59,2.7,1248,1204,44,3.7,1037,1021,16,1.6
〔非農林業雇用者の従業者規模別内訳〕／総数／500人以上規模,3062,2931,131,4.5,1718,1628,90,5.5,1344,1303,41,3.1
〔完全失業率（年齢階級別）(%)〕／総数,2.4,3,-0.6,…,2.5,3.2,-0.7,…,2.2,2.8,-0.6,…
〔完全失業率（年齢階級別）(%)〕／総数／15～24歳,2.7,4.1,-1.4,…,3,5,-2,…,2.4,3.1,-0.7,…
〔完全失業率（年齢階級別）(%)〕／総数／25～34歳,2.5,3.6,-1.1,…,2.9,3.9,-1,…,2,3.4,-1.4,…
〔完全失業率（年齢階級別）(%)〕／総数／35～44歳,2.4,2.4,0,…,2.5,3.1,-0.6,…,2.1,1.4,0.7,…
〔完全失業率（年齢階級別）(%)〕／総数／45～54歳,2.1,2.6,-0.5,…,2.5,2.5,0,…,1.8,2.9,-1.1,…
〔完全失業率（年齢階級別）(%)〕／総数／55～64歳,3,3.3,-0.3,…,2.4,3.1,-0.7,…,3.7,3.6,0.1,…
〔完全失業率（年齢階級別）(%)〕／総数／65歳以上,1.8,2.6,-0.8,…,2.1,2.7,-0.6,…,1.4,2.4,-1,…
〔就業率（%）〕／総数,67.2,66.3,0.9,…,75.6,75,0.6,…,59.2,58.1,1.1,…
〔労働力人口比率(%)〕／総数,68.8,68.4,0.4,…,77.6,77.5,0.1,…,60.5,59.7,0.8,…
,,,,,,,,,,,,
東京の労働力統計データ（令和３年10～12月期平均）,,,,,,,,,,,,
第１表　就業状態別15歳以上人口、産業別就業者数及び完全失業者数　　,,,,,,,,,,,,
令和３年10～12月期平均,,,,,,,,,,,,
注)非農林業雇用者の従業者規模別内訳の総数には官公・従業者規模不詳を含んでいるため、内訳の合計とは一致しない。,,,,,,,,,,,,
