階層,類・品目符号,含類総連番,品目,ウエイト(生鮮食品),ウエイト,2013年5月,2013年12月,2014年1月,2014年2月,2014年3月,2014年4月,2014年5月,2014年5月変化率（％）／前月比,2014年5月変化率（％）／前年同月比
0,1,1,総合,,10000,99,99.7,99.3,99.3,99.8,101.7,102.1,0.3,3.1
1,2,2,食料,,2381,97.3,99.5,100,99.8,99.7,102,102.3,0.3,5.1
3,3,3,食料／穀類,,180,99.4,97.8,97.6,97.7,97.4,100,99.7,-0.3,0.2
5,4,4,食料／穀類／米類,,57,107,102.6,102,101.9,101.3,103.8,103.2,-0.6,-3.5
6,1000,5,食料／穀類／米類／うるち米,,54,107.5,102.9,102.4,102.1,101.6,104,103.4,-0.5,-3.8
7,1001,6,食料／穀類／米類／うるち米／国産米Ａ,,23,105.3,101.4,100.2,99.1,98.4,100.5,101.4,1,-3.7
7,1002,7,食料／穀類／米類／うるち米／国産米Ｂ,,31,109.1,104.1,104.1,104.3,104,106.5,104.9,-1.5,-3.9
6,1011,8,食料／穀類／米類／もち米,,3,96.9,96.4,94.8,98.7,96.3,101.2,99.6,-1.6,2.8
5,5,9,食料／穀類／パン,,72,95.2,96,95.9,95.8,96.3,98.6,98.3,-0.3,3.3
6,1021,10,食料／穀類／パン／食パン,,21,94.8,95.6,95.2,94.4,95.3,97.5,97.3,-0.2,2.7
6,1022,11,食料／穀類／パン／あんパン,,26,97.5,97.9,97.3,98.3,97.9,101.3,101.2,-0.1,3.8
6,1023,12,食料／穀類／パン／カレーパン,,26,93.2,94.4,94.9,94.5,95.4,96.8,96.2,-0.6,3.2
5,6,13,食料／穀類／めん類,,40,97,96.4,95.6,95.6,94.9,98.2,98.2,0,1.3
6,1031,14,食料／穀類／めん類／ゆでうどん,,8,105.9,101.4,100.7,99.9,101.1,104.1,105.5,1.4,-0.4
6,1041,15,食料／穀類／めん類／干しうどん,,6,99.4,100.2,99.6,99.6,96.3,99.6,98.9,-0.7,-0.5
6,1042,16,食料／穀類／めん類／スパゲッティ,,4,102.8,104.5,103.7,103.5,103.7,108,106.2,-1.7,3.3
6,1051,17,食料／穀類／めん類／即席めん,,11,95.9,97.6,96.3,97.1,95.6,99.4,99.7,0.3,3.9
6,1052,18,食料／穀類／めん類／生中華めん,,11,88.5,87.4,86.9,86.8,86.3,89.1,88.9,-0.3,0.4
5,7,20,食料／穀類／他の穀類,,11,97.3,90.6,92.9,95.3,93.5,95.9,95.1,-0.8,-2.3
6,1071,21,食料／穀類／他の穀類／小麦粉,,2,100.7,101.9,100.7,104.7,103.3,106.6,106,-0.6,5.2
6,1081,22,食料／穀類／他の穀類／もち,,9,96.4,87.5,90.8,92.7,90.7,92.9,92,-0.9,-4.5
3,8,23,食料／魚介類,,182,95.7,102.6,103.5,103.9,104.9,107.9,107.9,0,12.7
5,9,24,食料／魚介類／生鮮魚介,,109,93.8,102.6,104.1,104.6,105.6,108.3,107.7,-0.5,14.8
6,1101,25,食料／魚介類／生鮮魚介／まぐろ,30,29,90.9,97.3,95.9,95.5,96.4,97.8,101.8,4.1,12.1
6,1102,26,食料／魚介類／生鮮魚介／あじ,6,4,84.1,82.5,95,104.1,93.3,99.8,91.9,-7.9,9.2
6,1103,27,食料／魚介類／生鮮魚介／いわし,2,2,72.4,90.1,93.3,105.5,84.4,86.1,89.9,4.4,24.2
6,1104,28,食料／魚介類／生鮮魚介／かつお,9,5,93.2,-,-,-,109.3,125.9,105.9,-15.9,13.6
6,1105,29,食料／魚介類／生鮮魚介／かれい,4,3,69,82.8,87.1,93.6,90.9,93.5,67.8,-27.5,-1.7
6,1106,30,食料／魚介類／生鮮魚介／さけ,14,13,98.8,111.4,117,117.1,120.4,125.7,129.5,3,31
6,1107,31,食料／魚介類／生鮮魚介／さば,3,3,84.9,96.1,92.3,98.6,100.1,97.4,94.3,-3.2,11.1
6,1108,32,食料／魚介類／生鮮魚介／さんま,2,4,74.6,98.4,93.9,92.6,93.2,96.2,98,1.9,31.5
6,1110,33,食料／魚介類／生鮮魚介／たい,4,3,103.8,98.4,99.7,100.2,101.4,102.8,99.6,-3.1,-4.1
6,1111,34,食料／魚介類／生鮮魚介／ぶり,6,9,85.2,95.5,104.4,106.8,112.5,102.6,97.3,-5.2,14.2
6,1112,35,食料／魚介類／生鮮魚介／いか,5,7,114.9,96.2,94.4,98.9,112.9,114.5,117.4,2.6,2.2
6,1113,36,食料／魚介類／生鮮魚介／たこ,6,5,98.3,99.7,98.4,107.2,109.3,115.4,119.4,3.5,21.6
6,1114,37,食料／魚介類／生鮮魚介／えび,9,10,109.3,120.4,129.1,122.3,125.9,128.7,132.3,2.8,21
6,1131,38,食料／魚介類／生鮮魚介／あさり,7,5,90.2,106.9,106.8,100.3,96.2,102.1,99.6,-2.4,10.5
6,1132,39,食料／魚介類／生鮮魚介／かき（貝）,-,2,-,115.1,115.3,107.6,102.6,-,-,-,-
6,1133,40,食料／魚介類／生鮮魚介／ほたて貝,4,4,102.7,107.4,111.7,111.3,109.2,113.7,116.9,2.9,13.8
5,10,41,食料／魚介類／塩干魚介,,32,103.9,108.2,109.4,109.1,110.4,113.3,114.4,1,10.1
6,1141,42,食料／魚介類／塩干魚介／塩さけ,,5,105.7,113.3,116,117.3,126.1,131.1,133.7,2,26.5
6,1142,43,食料／魚介類／塩干魚介／たらこ,,10,97.6,101.5,102.9,101,102.9,103.1,104,0.8,6.5
6,1143,44,食料／魚介類／塩干魚介／しらす干し,,6,102.2,101.6,102.9,103.7,101.5,103.9,106.6,2.5,4.3
6,1144,45,食料／魚介類／塩干魚介／干しあじ,,5,97.2,106.7,109.1,107.5,108.3,112,112.5,0.4,15.8
6,1146,46,食料／魚介類／塩干魚介／煮干し,,1,110,109.4,108.9,109.8,108.8,113.1,113,-0.1,2.7
6,1150,47,食料／魚介類／塩干魚介／ししゃも,,1,104.2,104.2,105.1,102.2,106.5,107,108.9,1.8,4.5
6,1167,48,食料／魚介類／塩干魚介／いくら,,4,131,135.6,132.2,135.3,130.6,138.4,136.7,-1.3,4.3
5,11,49,食料／魚介類／魚肉練製品,,17,88.1,85.8,85.4,85.8,85.7,87.3,88,0.8,0
6,1151,50,食料／魚介類／魚肉練製品／揚げかまぼこ,,6,93,90.4,90,90.7,91.4,91.6,93,1.5,0
