"都道府県コード又は市区町村コード","NO","都道府県名","市区町村名","名称","名称_カナ","医療機関の種類","住所","方書","電話番号","内線番号","FAX番号","法人番号","法人の名称","医療機関コード","診療曜日","診療開始時間","診療終了時間","診療日時特記事項","時間外における対応","診療科目","病床数","URL","備考","経度","緯度","分類"
"131148","1","東京都","中野区","医療法人社団　健朗会　三五医院","イリョウホウジンシャダン　ケンロウカイ　サンゴイイン","無床診療所","東京都中野区南台2-6-8","","03-3381-0313","","","","","","","","","","","内科;神経内科","0","","","139.671200712672","35.6817168959533","医療機関一覧"
"131148","2","東京都","中野区","白石医院","シライシイイン","有床診療所","東京都中野区南台2-18-10","","03-3384-5255","","","","","","","","","","","内科;皮膚科;小児科;精神科;外科;泌尿器科;整形外科;産婦人科","2","","","139.671505699994","35.6832239003009","医療機関一覧"
"131148","3","東京都","中野区","医療法人社団　三峰会　宮下医院","イリョウホウジンシャダン　ミツミネカイ　ミヤシタイイン","無床診療所","東京都中野区南台2-24-12","","03-5385-3050","","","","","","","","","","","内科;小児科;外科","0","","","139.671490697099","35.6836049012176","医療機関一覧"
"131148","4","東京都","中野区","医療法人社団　二人会　クリニカル南台","イリョウホウジンシャダン　フタリカイ　クリニカルミナミダイ","無床診療所","東京都中野区南台2-45-10","","03-3381-8681","","","","","","","","","","","皮膚科;小児科;外科;リハビリ科;麻酔科;呼吸器内科;循環器内科;消化器内科（胃腸内科）;糖尿病内科（代謝内科）;ペインクリニック","0","","","139.671535681571","35.685515906129","医療機関一覧"
"131148","5","東京都","中野区","整形外科峰岸クリニック","セイケイゲカミネギシクリニック","無床診療所","東京都中野区南台2-49-10","","03-3384-5947","","","","","","","","","","","整形外科;リハビリ科;麻酔科","0","","","139.670360683078","35.6861109051902","医療機関一覧"
"131148","6","東京都","中野区","白川クリニック","シラカワクリニック","無床診療所","東京都中野区南台2-51-8","グランルージュ中野南台1階","03-6382-5011","","","","","","","","","","","内科;内視鏡内科;消化器科（胃腸内科）;外科;肛門外科","0","","","139.669262695614","35.685275900709","医療機関一覧"
"131148","7","東京都","中野区","医療法人社団　育寿会　高橋医院","イリョウホウジンシャダン　イクジュカイ　タカハシイイン","無床診療所","東京都中野区南台3-3-3","","03-3381-3238","","","","","","","","","","","内科;皮膚科;小児科;外科","0","","","139.668773707958","35.6840588964292","医療機関一覧"
"131148","8","東京都","中野区","皮膚科こかじクリニック","ヒフカコカジクリニック","無床診療所","東京都中野区南台3-6-17","クリスタルコート88 1F","03-3383-5033","","","","","","","","","","","皮膚科;アレルギー科","0","","","139.66822469459","35.6860959007195","医療機関一覧"
"131148","9","東京都","中野区","たまつ小児科医院","タマツショウニカイイン","無床診療所","東京都中野区南台3-15-5","岡山ビル1階","03-3380-0325","","","","","","","","","","","小児科","0","","","139.667187718856","35.6837538921274","医療機関一覧"
"131148","10","東京都","中野区","医療法人社団　多田町診療所","イリョウホウジンシャダン　タダマチシンリョウジョ","無床診療所","東京都中野区南台3-33-5","","03-3381-3191","","","","","","","","","","","内科;呼吸器科;アレルギー科;小児科","0","","","139.666027726691","35.6835478889964","医療機関一覧"
"131148","11","東京都","中野区","南台寺尾クリニック　内科・小児科","ミナミダイテラオクリニック　ナイカ・ショウニカ","無床診療所","東京都中野区南台3-37-27","シルクれじでんす1階","03-3381-7755","","","","","","","","","","","内科;小児科;循環器内科","0","","","139.665432729041","35.6836508879738","医療機関一覧"
"131148","12","東京都","中野区","山田クリニック","ヤマダクリニック","無床診療所","東京都中野区南台5-32-2","","03-3381-5213","","","","","","","","","","","内科;消化器内科（胃腸内科）;外科","0","","","139.659725761088","35.6835248755797","医療機関一覧"
