"市区町村コード","番号","都道府県名","市区町村名","医療機関名","住所","方書","電話番号","BCG","B型肝炎","ヒブ（インフルエンザ菌b型）","小児用肺炎球菌","DPT-IPV（ジフテリア・百日せき・破傷風・ポリオ（四種混合））","ポリオ（急性灰白髄炎）","DT","MR（麻しん風しん混合ワクチン）","M単","R単","日脳","HPV","水痘（水ぼうそう）","おたふくかぜ（流行性耳下腺炎）","ロタウイルス","経度","緯度","分類"
"131148","1","東京都","中野区","白石医院","東京都中野区南台2-18-10","","(03)3384-5255","","○","○","○","○","○","○","○","○","○","○","○","○","○","","139.671505699994","35.6832239003009","定期予防接種_任意接種助成実施医療機関一覧"
"131148","2","東京都","中野区","宮下医院","東京都中野区南台2-24-12","","(03)5385-3050","○","○","○","○","○","○","○","○","○","○","○","○","○","○","○","139.671490697099","35.6836049012176","定期予防接種_任意接種助成実施医療機関一覧"
"131148","3","東京都","中野区","クリニカル南台","東京都中野区南台2-45-10","","(03)3381-8681","○","○","○","○","○","○","○","○","○","○","○","○","○","○","○","139.671535681571","35.685515906129","定期予防接種_任意接種助成実施医療機関一覧"
"131148","4","東京都","中野区","白川クリニック","東京都中野区南台2-51-8","1F","(03)6382-5011","","○","○","○","○","○","○","○","○","○","○","○","○","○","○","139.669262695614","35.685275900709","定期予防接種_任意接種助成実施医療機関一覧"
"131148","5","東京都","中野区","高橋医院","東京都中野区南台3-3-3","","(03)3381-3238","","○","○","○","○","○","○","○","○","○","○","","○","○","○","139.668773707958","35.6840588964292","定期予防接種_任意接種助成実施医療機関一覧"
"131148","6","東京都","中野区","たまつ小児科医院","東京都中野区南台3-15-5","","(03)3380-0325","○","○","○","○","○","○","○","○","","","○","","○","○","○","139.667187718856","35.6837538921274","定期予防接種_任意接種助成実施医療機関一覧"
"131148","7","東京都","中野区","多田町診療所","東京都中野区南台3-33-5","","(03)3381-3191","○","○","○","○","○","○","○","○","○","○","○","○","○","○","○","139.666027726691","35.6835478889964","定期予防接種_任意接種助成実施医療機関一覧"
"131148","8","東京都","中野区","南台寺尾クリニック内科・小児科","東京都中野区南台3-37-27","1F","(03)3381-7755","○","○","○","○","○","○","○","○","○","○","○","○","○","○","○","139.665432729041","35.6836508879738","定期予防接種_任意接種助成実施医療機関一覧"
"131148","9","東京都","中野区","やよい町こども医院","東京都中野区弥生町1-8-11","","(03)6300-4790","○","○","○","○","○","○","○","○","○","○","○","○","○","○","○","139.681591581821","35.6916469409132","定期予防接種_任意接種助成実施医療機関一覧"
"131148","10","東京都","中野区","藤間産婦人科医院","東京都中野区弥生町1-17-1","","(03)3372-5700","○","○","○","○","○","○","○","○","○","○","○","○","○","○","○","139.680126606263","35.6894869329432","定期予防接種_任意接種助成実施医療機関一覧"
"131148","11","東京都","中野区","平澤クリニック","東京都中野区弥生町1-54-12","","(03)5304-5790","○","○","○","○","○","○","○","○","","","○","○","○","○","○","139.677868601158","35.6915049331358","定期予防接種_任意接種助成実施医療機関一覧"
"131148","12","東京都","中野区","溝口医院","東京都中野区弥生町2-12-9","","(03)3372-0035","","○","○","○","○","○","○","○","○","○","○","","○","○","○","139.6756096035","35.6925539316425","定期予防接種_任意接種助成実施医療機関一覧"
"131148","13","東京都","中野区","山本クリニック","東京都中野区弥生町3-26-3","","(03)3372-0007","","○","○","○","○","○","○","○","○","○","○","○","○","○","○","139.672588668076","35.6865009107714","定期予防接種_任意接種助成実施医療機関一覧"
"131148","14","東京都","中野区","川島診療所","東京都中野区弥生町3-27-11","","(03)3372-4438","","○","○","○","○","○","○","○","○","○","○","○","○","○","○","139.672420659635","35.6876679133099","定期予防接種_任意接種助成実施医療機関一覧"
"131148","15","東京都","中野区","柳田医院","東京都中野区弥生町4-36-13","","(03)3381-4066","○","○","○","○","○","○","○","○","○","○","○","○","○","○","○","139.67055965128","35.6899529154773","定期予防接種_任意接種助成実施医療機関一覧"
"131148","16","東京都","中野区","やなだクリニック","東京都中野区弥生町6-2-20","","(03)5342-9511","○","○","○","○","○","○","○","○","○","○","○","○","○","○","○","139.663189715827","35.6867978923526","定期予防接種_任意接種助成実施医療機関一覧"
"131148","17","東京都","中野区","荘司医院","東京都中野区本町1-3-11","","(03)3373-3335","","","","","","","○","○","","","○","","","○","","139.683086565392","35.6927149468679","定期予防接種_任意接種助成実施医療機関一覧"
