"市区町村コード","番号","都道府県名","市区町村名","医療機関名","住所","方書","電話番号","風しん第５期抗体検査及び予防接種","経度","緯度","分類"
"131148","1","東京都","中野区","三五医院","東京都中野区南台2-6-8","","(03)3381-0313","○","139.671200712672","35.6817168959533","風しん第5期抗体検査及び予防接種_契約医療機関一覧"
"131148","2","東京都","中野区","白石医院","東京都中野区南台2-18-10","","(03)3384-5255","○","139.671505699994","35.6832239003009","風しん第5期抗体検査及び予防接種_契約医療機関一覧"
"131148","3","東京都","中野区","宮下医院","東京都中野区南台2-24-12","","(03)5385-3050","○","139.671490697099","35.6836049012176","風しん第5期抗体検査及び予防接種_契約医療機関一覧"
"131148","4","東京都","中野区","クリニカル南台","東京都中野区南台2-45-10","","(03)3381-8681","○","139.671535681571","35.685515906129","風しん第5期抗体検査及び予防接種_契約医療機関一覧"
"131148","5","東京都","中野区","白川クリニック","東京都中野区南台2-51-8","","(03)6382-5011","○","139.669262695614","35.685275900709","風しん第5期抗体検査及び予防接種_契約医療機関一覧"
"131148","6","東京都","中野区","高橋医院","東京都中野区南台3-3-3","","(03)3381-3238","○","139.668773707958","35.6840588964292","風しん第5期抗体検査及び予防接種_契約医療機関一覧"
"131148","7","東京都","中野区","皮膚科こかじクリニック","東京都中野区南台3-6-17","","(03)3383-5033","○","139.66822469459","35.6860959007195","風しん第5期抗体検査及び予防接種_契約医療機関一覧"
"131148","8","東京都","中野区","多田町診療所","東京都中野区南台3-33-5","","(03)3381-3191","○","139.666027726691","35.6835478889964","風しん第5期抗体検査及び予防接種_契約医療機関一覧"
"131148","9","東京都","中野区","南台寺尾クリニック内科・小児科","東京都中野区南台3-37-27","","(03)3381-7755","○","139.665432729041","35.6836508879738","風しん第5期抗体検査及び予防接種_契約医療機関一覧"
"131148","10","東京都","中野区","山田クリニック","東京都中野区南台5-32-2","","(03)3381-5213","○","139.659725761088","35.6835248755797","風しん第5期抗体検査及び予防接種_契約医療機関一覧"
"131148","11","東京都","中野区","やよい町こども医院","東京都中野区弥生町1-8-11","","(03)6300-4790","○","139.681591581821","35.6916469409132","風しん第5期抗体検査及び予防接種_契約医療機関一覧"
"131148","12","東京都","中野区","藤間産婦人科医院","東京都中野区弥生町1-17-1","","(03)3372-5700","○","139.680126606263","35.6894869329432","風しん第5期抗体検査及び予防接種_契約医療機関一覧"
"131148","13","東京都","中野区","平澤クリニック","東京都中野区弥生町1-54-12","","(03)5304-5790","○","139.677868601158","35.6915049331358","風しん第5期抗体検査及び予防接種_契約医療機関一覧"
"131148","14","東京都","中野区","中野なおクリニック","東京都中野区弥生町2-4-9","","(03)6379-6021","○","139.676708607006","35.6914829307645","風しん第5期抗体検査及び予防接種_契約医療機関一覧"
"131148","15","東京都","中野区","溝口医院","東京都中野区弥生町2-12-9","","(03)3372-0035","○","139.6756096035","35.6925539316425","風しん第5期抗体検査及び予防接種_契約医療機関一覧"
"131148","16","東京都","中野区","山本クリニック","東京都中野区弥生町3-26-3","","(03)3372-0007","○","139.672588668076","35.6865009107714","風しん第5期抗体検査及び予防接種_契約医療機関一覧"
"131148","17","東京都","中野区","川島診療所","東京都中野区弥生町3-27-11","","(03)3372-4438","○","139.672420659635","35.6876679133099","風しん第5期抗体検査及び予防接種_契約医療機関一覧"
"131148","18","東京都","中野区","柳田医院","東京都中野区弥生町4-36-13","","(03)3381-4066","○","139.67055965128","35.6899529154773","風しん第5期抗体検査及び予防接種_契約医療機関一覧"
"131148","19","東京都","中野区","やなだクリニック","東京都中野区弥生町6-2-20","","(03)5342-9511","○","139.663189715827","35.6867978923526","風しん第5期抗体検査及び予防接種_契約医療機関一覧"
"131148","20","東京都","中野区","荘司医院","東京都中野区本町1-3-11","","(03)3373-3335","○","139.683086565392","35.6927149468679","風しん第5期抗体検査及び予防接種_契約医療機関一覧"
"131148","21","東京都","中野区","仁友クリニック","東京都中野区本町2-45-10","","(03)3372-5121","○","139.682155542395","35.6959499541196","風しん第5期抗体検査及び予防接種_契約医療機関一覧"
"131148","22","東京都","中野区","弥生ファーストクリニック","東京都中野区本町2-46-1","3F","(03)3320-7211","○","139.682461540735","35.6959649547386","風しん第5期抗体検査及び予防接種_契約医療機関一覧"
"131148","23","東京都","中野区","河崎外科胃腸科","東京都中野区本町3-7-5","","(03)3372-0273","○","139.677395586842","35.6934929379293","風しん第5期抗体検査及び予防接種_契約医療機関一覧"
"131148","24","東京都","中野区","秋吉クリニック","東京都中野区本町3-20-22","","(03)3378-1600","○","139.67545757543","35.6960069416589","風しん第5期抗体検査及び予防接種_契約医療機関一覧"
"131148","25","東京都","中野区","やまもと消化器内科クリニック","東京都中野区本町3-31-7","","(03)5304-1195","○","139.675854561778","35.6974029465631","風しん第5期抗体検査及び予防接種_契約医療機関一覧"
"131148","26","東京都","中野区","重光クリニック","東京都中野区本町4-1-2","","(03)6385-0242","○","139.674038598906","35.6940799333066","風しん第5期抗体検査及び予防接種_契約医療機関一覧"
"131148","27","東京都","中野区","本郷診療所","東京都中野区本町4-26-2","","(03)3381-5456","○","139.670605616865","35.6941219273294","風しん第5期抗体検査及び予防接種_契約医療機関一覧"
"131148","28","東京都","中野区","新中野内科クリニック","東京都中野区本町4-45-9","4F","(03)6382-5270","○","139.669124597772","35.6973609344135","風しん第5期抗体検査及び予防接種_契約医療機関一覧"
"131148","29","東京都","中野区","やまぎしこどもクリニック","東京都中野区本町4-45-9","2F","(03)3382-2525","○","139.669124597772","35.6973609344135","風しん第5期抗体検査及び予防接種_契約医療機関一覧"
"131148","30","東京都","中野区","新中野女性クリニック","東京都中野区本町4-48-23","","(03)3384-3281","○","139.66852960587","35.6967699315827","風しん第5期抗体検査及び予防接種_契約医療機関一覧"
"131148","31","東京都","中野区","中村診療所","東京都中野区本町5-39-2","","(03)3381-3797","○","139.668590645378","35.6919899173512","風しん第5期抗体検査及び予防接種_契約医療機関一覧"
"131148","32","東京都","中野区","中野診療所","東京都中野区本町6-12-13","","(03)3381-0151","○","139.667782625812","35.6948549245097","風しん第5期抗体検査及び予防接種_契約医療機関一覧"
"131148","33","東京都","中野区","吉田内科クリニック","東京都中野区本町6-20-17","","(03)5328-2050","○","139.665920620294","35.6967089267615","風しん第5期抗体検査及び予防接種_契約医療機関一覧"
"131148","34","東京都","中野区","田沼内科・小児科医院","東京都中野区本町6-23-3","","(03)3380-2622","○","139.664425638917","35.6954309202697","風しん第5期抗体検査及び予防接種_契約医療機関一覧"
"131148","36","東京都","中野区","セイメイ内科","東京都中野区中央1-25-5","","(03)5389-2972","○","139.68580247566","35.7015079760699","風しん第5期抗体検査及び予防接種_契約医療機関一覧"
"131148","37","東京都","中野区","中野サンクリニック","東京都中野区中央1-32-7","","(03)6908-8030","○","139.684231513554","35.6981009639579","風しん第5期抗体検査及び予防接種_契約医療機関一覧"
"131148","38","東京都","中野区","渡辺整形外科・外科・内科","東京都中野区中央2-2-3","","(03)3361-1770","○","139.681850532944","35.6972389571759","風しん第5期抗体検査及び予防接種_契約医療機関一覧"
"131148","39","東京都","中野区","中野坂上米沢医院","東京都中野区中央2-4-3","","(03)3365-2727","○","139.6802795394","35.6974109547591","風しん第5期抗体検査及び予防接種_契約医療機関一覧"
"131148","40","東京都","中野区","くすのき診療所","東京都中野区中央2-7-8","","(03)3361-0072","○","139.681515524865","35.6983869598002","風しん第5期抗体検査及び予防接種_契約医療機関一覧"
"131148","41","東京都","中野区","塔ノ山医院","東京都中野区中央2-14-9","","(03)3371-7106","○","139.681835510052","35.6999359647475","風しん第5期抗体検査及び予防接種_契約医療機関一覧"
"131148","42","東京都","中野区","中野中央クリニック","東京都中野区中央2-59-18","2F","(03)5332-5429","○","139.676998519461","35.7016409611642","風しん第5期抗体検査及び予防接種_契約医療機関一覧"
"131148","43","東京都","中野区","みやびハート&ケアクリニック","東京都中野区中央3-35-4","","(03)5385-3880","○","139.670955580948","35.6982079402096","風しん第5期抗体検査及び予防接種_契約医療機関一覧"
"131148","44","東京都","中野区","新渡戸記念中野総合病院","東京都中野区中央4-59-16","","(03)3382-1231","○","139.66712656219","35.7026939468604","風しん第5期抗体検査及び予防接種_契約医療機関一覧"
"131148","45","東京都","中野区","やまさき内科クリニック","東京都中野区中央5-39-13","","(03)3380-7777","○","139.667095581858","35.7005269403043","風しん第5期抗体検査及び予防接種_契約医療機関一覧"
"131148","46","東京都","中野区","木村内科","東京都中野区東中野1-37-11","","(03)3361-1114","○","139.686275446711","35.7044559848494","風しん第5期抗体検査及び予防接種_契約医療機関一覧"
"131148","47","東京都","中野区","近藤泌尿器科内科クリニック","東京都中野区東中野1-51-1","","(03)3362-1777","○","139.686321432498","35.7060089891158","風しん第5期抗体検査及び予防接種_契約医療機関一覧"
"131148","48","東京都","中野区","東中野クリニック","東京都中野区東中野1-58-12","","(03)3361-2732","○","139.683574445647","35.7061079849468","風しん第5期抗体検査及び予防接種_契約医療機関一覧"
"131148","49","東京都","中野区","長澤内科","東京都中野区東中野2-28-14","","(03)3362-5695","○","139.681194458289","35.7060549809531","風しん第5期抗体検査及び予防接種_契約医療機関一覧"
"131148","50","東京都","中野区","いたや内科クリニック","東京都中野区東中野3-8-9","","(03)3366-3300","○","139.682552438442","35.7074889871612","風しん第5期抗体検査及び予防接種_契約医療機関一覧"
"131148","51","東京都","中野区","中山レディスクリニック","東京都中野区東中野3-9-14","","(03)3371-2676","○","139.682537433541","35.7080419886853","風しん第5期抗体検査及び予防接種_契約医療機関一覧"
"131148","52","東京都","中野区","新井クリニック","東京都中野区東中野3-10-12","3F","(03)5331-3383","○","139.683529426312","35.7082819909016","風しん第5期抗体検査及び予防接種_契約医療機関一覧"
"131148","53","東京都","中野区","桜山診療所","東京都中野区東中野3-17-8","","(03)3369-0900","○","139.68099643383","35.7088469885626","風しん第5期抗体検査及び予防接種_契約医療機関一覧"
