"年月[西暦]","調査項目","設問","政策目標","調査回答者の属性種別","調査回答者の属性","調査数[人]","強くそう思う[人]","どちらかといえばそう思う[人]","あまりそう思わない[人]","全くそう思わない[人]","無回答[人]"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(24)区政に関する情報が十分に提供されている","全体",,"658","37","281","265","50","25"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(24)区政に関する情報が十分に提供されている","性・年代別","男性（計）","248","16","107","91","27","7"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(24)区政に関する情報が十分に提供されている","性・年代別","男性 18～29歳","23","3","11","7","2","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(24)区政に関する情報が十分に提供されている","性・年代別","男性 30～39歳","35","2","19","10","3","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(24)区政に関する情報が十分に提供されている","性・年代別","男性 40～49歳","41","4","21","11","5","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(24)区政に関する情報が十分に提供されている","性・年代別","男性 50～59歳","49","4","18","19","7","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(24)区政に関する情報が十分に提供されている","性・年代別","男性 60～69歳","39","0","16","20","3","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(24)区政に関する情報が十分に提供されている","性・年代別","男性 70歳以上","60","3","22","23","7","5"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(24)区政に関する情報が十分に提供されている","性・年代別","男性 無回答","1","0","0","1","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(24)区政に関する情報が十分に提供されている","性・年代別","女性（計）","400","21","169","171","22","17"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(24)区政に関する情報が十分に提供されている","性・年代別","女性 18～29歳","28","3","9","12","3","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(24)区政に関する情報が十分に提供されている","性・年代別","女性 30～39歳","65","3","30","28","3","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(24)区政に関する情報が十分に提供されている","性・年代別","女性 40～49歳","95","8","44","33","7","3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(24)区政に関する情報が十分に提供されている","性・年代別","女性 50～59歳","82","2","33","41","4","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(24)区政に関する情報が十分に提供されている","性・年代別","女性 60～69歳","55","1","28","22","3","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(24)区政に関する情報が十分に提供されている","性・年代別","女性 70歳以上","75","4","25","35","2","9"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(24)区政に関する情報が十分に提供されている","性・年代別","女性 無回答","0","0","0","0","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(24)区政に関する情報が十分に提供されている","性・年代別","無回答","10","0","5","3","1","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(24)区政に関する情報が十分に提供されている","職業別","自営業主・家族従業","92","3","30","46","10","3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(24)区政に関する情報が十分に提供されている","職業別","会社員・団体職員・公務員","280","17","129","102","23","9"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(24)区政に関する情報が十分に提供されている","職業別","アルバイト・パートタイマー","58","3","29","21","4","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(24)区政に関する情報が十分に提供されている","職業別","家事専業","94","3","44","40","3","4"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(24)区政に関する情報が十分に提供されている","職業別","学生","20","4","5","7","4","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(24)区政に関する情報が十分に提供されている","職業別","無職","83","4","30","37","6","6"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(24)区政に関する情報が十分に提供されている","職業別","その他","26","3","13","10","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(24)区政に関する情報が十分に提供されている","職業別","無回答","5","0","1","2","0","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(24)区政に関する情報が十分に提供されている","居住地区別","芝地区","107","6","50","40","6","5"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(24)区政に関する情報が十分に提供されている","居住地区別","麻布地区","140","13","50","57","14","6"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(24)区政に関する情報が十分に提供されている","居住地区別","赤坂地区","88","3","33","43","7","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(24)区政に関する情報が十分に提供されている","居住地区別","高輪地区","155","3","70","65","12","5"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(24)区政に関する情報が十分に提供されている","居住地区別","芝浦港南地区","164","12","77","59","10","6"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(24)区政に関する情報が十分に提供されている","居住地区別","無回答","4","0","1","1","1","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(24)区政に関する情報が十分に提供されている","住居形態別","持家（一戸建）","95","4","41","35","10","5"
