"年月[西暦]","調査項目","設問","基本政策","政策","調査回答者の属性種別","調査回答者の属性","調査数[人]","十分[人]","まあ十分[人]","やや不十分[人]","不十分[人]","わからない[人]","無回答[人]"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策４）港区からブランド性ある産業・文化を発信する","政策(14)豊かで多様な文化に包まれたまちづくりを進める","全体",,"558","48","193","104","51","156","6"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策４）港区からブランド性ある産業・文化を発信する","政策(14)豊かで多様な文化に包まれたまちづくりを進める","性・年代別","男性（計）","231","18","73","49","26","61","4"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策４）港区からブランド性ある産業・文化を発信する","政策(14)豊かで多様な文化に包まれたまちづくりを進める","性・年代別","男性 18～29歳","13","3","7","0","1","1","1"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策４）港区からブランド性ある産業・文化を発信する","政策(14)豊かで多様な文化に包まれたまちづくりを進める","性・年代別","男性 30～39歳","38","4","10","8","4","11","1"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策４）港区からブランド性ある産業・文化を発信する","政策(14)豊かで多様な文化に包まれたまちづくりを進める","性・年代別","男性 40～49歳","50","7","12","12","7","12","0"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策４）港区からブランド性ある産業・文化を発信する","政策(14)豊かで多様な文化に包まれたまちづくりを進める","性・年代別","男性 50～59歳","47","1","14","9","5","16","2"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策４）港区からブランド性ある産業・文化を発信する","政策(14)豊かで多様な文化に包まれたまちづくりを進める","性・年代別","男性 60～69歳","42","1","17","8","5","11","0"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策４）港区からブランド性ある産業・文化を発信する","政策(14)豊かで多様な文化に包まれたまちづくりを進める","性・年代別","男性 70歳以上","40","2","12","12","4","10","0"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策４）港区からブランド性ある産業・文化を発信する","政策(14)豊かで多様な文化に包まれたまちづくりを進める","性・年代別","男性 無回答","1","0","1","0","0","0","0"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策４）港区からブランド性ある産業・文化を発信する","政策(14)豊かで多様な文化に包まれたまちづくりを進める","性・年代別","女性（計）","313","29","117","52","23","92","0"
