"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","本人について","Q8. 障害の種類をおたずねします。（あてはまるものすべてに○）","視覚障害","6","9.5","11.5"
"202003","本人について","Q8. 障害の種類をおたずねします。（あてはまるものすべてに○）","聴覚・平衡機能障害","4","6.3","7.7"
"202003","本人について","Q8. 障害の種類をおたずねします。（あてはまるものすべてに○）","音声・言語・そしゃく機能障害","6","9.5","11.5"
"202003","本人について","Q8. 障害の種類をおたずねします。（あてはまるものすべてに○）","肢体不自由","41","65.1","78.8"
"202003","本人について","Q8. 障害の種類をおたずねします。（あてはまるものすべてに○）","心臓機能障害","2","3.2","3.8"
"202003","本人について","Q8. 障害の種類をおたずねします。（あてはまるものすべてに○）","じん臓機能障害","0","0.0","0.0"
"202003","本人について","Q8. 障害の種類をおたずねします。（あてはまるものすべてに○）","呼吸器機能障害","0","0.0","0.0"
"202003","本人について","Q8. 障害の種類をおたずねします。（あてはまるものすべてに○）","ぼうこうまたは直腸機能障害","1","1.6","1.9"
"202003","本人について","Q8. 障害の種類をおたずねします。（あてはまるものすべてに○）","小腸機能障害","0","0.0","0.0"
"202003","本人について","Q8. 障害の種類をおたずねします。（あてはまるものすべてに○）","免疫機能障害","0","0.0","0.0"
"202003","本人について","Q8. 障害の種類をおたずねします。（あてはまるものすべてに○）","肝臓機能障害","0","0.0","0.0"
"202003","本人について","Q8. 障害の種類をおたずねします。（あてはまるものすべてに○）","無回答","11","17.5",

"港区保健福祉基礎調査（知的障害者）・単純集計表・本人についてQ8","Ver202003",,,,,
