"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","災害に対する備えと災害時の行動について","Q23. あなたが、大きな地震や台風や大雨が発生したときに利用する主な情報収集手段は何ですか。（あてはまるものすべてに○）","テレビ","1276","91.5","93.0"
"202003","災害に対する備えと災害時の行動について","Q23. あなたが、大きな地震や台風や大雨が発生したときに利用する主な情報収集手段は何ですか。（あてはまるものすべてに○）","ラジオ","455","32.6","33.2"
"202003","災害に対する備えと災害時の行動について","Q23. あなたが、大きな地震や台風や大雨が発生したときに利用する主な情報収集手段は何ですか。（あてはまるものすべてに○）","防災行政無線","253","18.1","18.4"
"202003","災害に対する備えと災害時の行動について","Q23. あなたが、大きな地震や台風や大雨が発生したときに利用する主な情報収集手段は何ですか。（あてはまるものすべてに○）","港区公式ホームページやTwitter（ツイッター）、Facebook（フェイスブック）などのSNS（エスエヌエス）","280","20.1","20.4"
"202003","災害に対する備えと災害時の行動について","Q23. あなたが、大きな地震や台風や大雨が発生したときに利用する主な情報収集手段は何ですか。（あてはまるものすべてに○）","エリアメール","245","17.6","17.9"
"202003","災害に対する備えと災害時の行動について","Q23. あなたが、大きな地震や台風や大雨が発生したときに利用する主な情報収集手段は何ですか。（あてはまるものすべてに○）","港区防災情報メール","256","18.4","18.7"
"202003","災害に対する備えと災害時の行動について","Q23. あなたが、大きな地震や台風や大雨が発生したときに利用する主な情報収集手段は何ですか。（あてはまるものすべてに○）","インターネット","550","39.5","40.1"
"202003","災害に対する備えと災害時の行動について","Q23. あなたが、大きな地震や台風や大雨が発生したときに利用する主な情報収集手段は何ですか。（あてはまるものすべてに○）","区設掲示板","52","3.7","3.8"
"202003","災害に対する備えと災害時の行動について","Q23. あなたが、大きな地震や台風や大雨が発生したときに利用する主な情報収集手段は何ですか。（あてはまるものすべてに○）","その他","42","3.0","3.1"
"202003","災害に対する備えと災害時の行動について","Q23. あなたが、大きな地震や台風や大雨が発生したときに利用する主な情報収集手段は何ですか。（あてはまるものすべてに○）","無回答","22","1.6",

"港区保健福祉基礎調査（身体障害者）・単純集計表・災害に対する備えと災害時の行動についてQ23","Ver202003",,,,,
