種別,箇所数,１次／２次／３次,施設名称,所在地,区市町村
（１）保健所,58,2,八王子市保健所,八王子市旭町１３－１８,八王子
（１）保健所,※,2,南多摩保健所,多摩市永山２－１－５,多摩
（１）保健所,※,2,西多摩保健所,青梅市東青梅５－１９－６,青梅
（１）保健所,※,2,町田市保健所,町田市中町２－１３－３,町田
（１）保健所,※,2,多摩府中保健所,府中市美好町２－５１－１,府中
（１）保健所,※,2,多摩立川保健所,立川市柴崎町２－２１－１９,立川
（１）保健所,※,2,多摩小平保健所,小平市花小金井１－３１－２４,小平
（１）保健所,※,2,千代田保健所,千代田区九段北１－２－１４,千代田
（１）保健所,※,2,中央区保健所,中央区明石町１２－１,中央
（１）保健所,※,2,みなと保健所,港区三田１－４－１０,港
（１）保健所,※,2,新宿区保健所,新宿区新宿５－１８－２１,新宿
（１）保健所,※,2,文京保健所,文京区春日１－１６－２１,文京
（１）保健所,※,2,台東保健所,台東区東上野４－２２－８,台東
（１）保健所,※,2,墨田区保健所,墨田区吾妻橋１－２３－２０,墨田
（１）保健所,※,2,江東区保健所,江東区東陽２－１－１,江東
（１）保健所,※,2,品川区保健所,品川区広町２－１－３６,品川
（１）保健所,※,2,目黒区保健所,目黒区上目黒２－１９－１５（総合庁舎内）,目黒
（１）保健所,※,2,大田区保健所（保健衛生課）,大田区蒲田５－１３－１４,大田
（１）保健所,※,2,世田谷保健所,世田谷区世田谷４－２２－３５,世田谷
（１）保健所,※,2,渋谷区保健所,渋谷区宇田川町１－１,渋谷
（１）保健所,※,2,中野区保健所,中野区中野２－１７－４,中野
（１）保健所,※,2,杉並保健所,杉並区荻窪５－２０－１,杉並
（１）保健所,※,2,豊島区池袋保健所,豊島区東池袋１－２０－９,豊島
（１）保健所,※,2,北区保健所,北区東十条２－７－３,北
（１）保健所,※,2,荒川区保健所,荒川区荒川２－１１－１,荒川
（１）保健所,※,2,板橋区保健所,板橋区大山東町３２－１５,板橋
（１）保健所,※,2,練馬区保健所,練馬区豊玉北６－１２－１,練馬
（１）保健所,※,2,足立保健所（生活衛生課）,足立区中央本町１－５－３,足立
（１）保健所,※,2,葛飾保健所,葛飾区青戸４－１５－１４,葛飾
（１）保健所,※,2,江戸川保健所（保健予防課）,江戸川区中央４－２４－１９,江戸川
（１）保健所,※,2,立川健康会館,立川市高松町３－２２－９,立川
（１）保健所,※,2,武蔵野市保健センター,武蔵野市吉祥寺北町４－８－１０,武蔵野
（１）保健所,※,2,三鷹市総合保健センター,三鷹市新川６－３５－２８,三鷹
（１）保健所,※,2,青梅市健康センター,青梅市東青梅１－１７４－１,青梅
（１）保健所,※,2,府中市保健センター,府中市府中町２－２５,府中
（１）保健所,※,2,昭島市保健福祉センター,昭島市昭和町４－７－１,昭島
（１）保健所,※,2,調布市保健センター,調布市小島町２－３３－１,調布
（１）保健所,※,2,小金井市保健センター,小金井市貫井北町５－１８－１８,小金井
（１）保健所,※,2,小平市健康センター,小平市学園東町１－１９－１２,小平
（１）保健所,※,2,日野市生活保健センター,日野市日野本町１－６－２,日野
（１）保健所,※,2,東村山市保健福祉総合センター,東村山市本町１－２－３,東村山
（１）保健所,※,2,国分寺市いずみ保健センター,国分寺市泉町２－３－８,国分寺
（１）保健所,※,2,国立市保健センター,国立市富士見台３－１６－５,国立
（１）保健所,※,2,福生市保健センター,福生市大字福生２１２５－３,福生
（１）保健所,※,2,狛江市あいとぴあセンター,狛江市元和泉２－３５－１,狛江
（１）保健所,※,2,東大和市保健センター,東大和市中央３－９１８－１,東大和
（１）保健所,※,2,清瀬市健康センター,清瀬市中里５－８４２,清瀬
（１）保健所,※,2,東久留米市わくわく健康プラザ（健康課）,東久留米市滝山４－３－１４,東久留米
（１）保健所,※,2,武蔵村山市保健相談センター,武蔵村山市本町１－２３,武蔵村山
（１）保健所,※,2,多摩市立健康センター,多摩市関戸４－１９－５,多摩
（１）保健所,※,2,稲城市保健センター,稲城市百村１１２－１,稲城
（１）保健所,※,2,羽村市保健センター,羽村市緑ヶ丘５－５－２,羽村
（１）保健所,※,2,あきる野市五日市保健センター,あきる野市五日市４１４－５,あきる野
（１）保健所,※,2,西東京市保谷保健福祉総合センター,西東京市中町１－５－１,西東京
（１）保健所,※,2,瑞穂町保健センター,西多摩郡瑞穂町大字石畑１９７０,瑞穂
（１）保健所,※,2,日の出町保健センター,西多摩郡日の出町平井２７８０,日の出
（１）保健所,※,2,檜原村やすらぎの里,西多摩郡檜原村２７１７,檜原
（１）保健所,※,2,奥多摩町保健福祉センター,西多摩郡奥多摩町氷川１１１１,奥多摩
