品名,数量,製品名（内訳）,製品名（内訳）数量,備蓄所在地会社名,備蓄所在地,備蓄所在地電話番号,調達連絡先会社名,調達連絡先所在地,調達連絡先電話番号,管理
調整粉乳（缶）,20973,・森永はぐくみ（１缶３００ｇ）,19845,鴻池運輸（株）関東中央支店西多摩営業所,西多摩郡瑞穂町富士山栗原新田１８２,042-556-1935,森永乳業（株）,港区港南３－８－１（森永乳業港南ビル）,03-5479-4671,福祉保健局少子社会対策部家庭支援課
調整粉乳（缶）,※,・乳たんぱく質消化調整粉末ニューＭＡ－１（１缶３５０ｇ）,372,鴻池運輸（株）関東中央支店西多摩営業所,西多摩郡瑞穂町富士山栗原新田１８２,042-556-1935,森永乳業（株）,港区港南３－８－１（森永乳業港南ビル）,03-5479-4671,福祉保健局少子社会対策部家庭支援課
調整粉乳（缶）,※,・乳たんぱく質消化調整粉末低脂肪ＭＡ－１（１缶３５０ｇ）,12,鴻池運輸（株）関東中央支店西多摩営業所,西多摩郡瑞穂町富士山栗原新田１８２,042-556-1935,森永乳業（株）,港区港南３－８－１（森永乳業港南ビル）,03-5479-4671,福祉保健局少子社会対策部家庭支援課
調整粉乳（缶）,※,・乳たんぱく質消化調整粉末ＭＡ－ｍｉ（１缶３５０ｇ）,372,鴻池運輸（株）関東中央支店西多摩営業所,西多摩郡瑞穂町富士山栗原新田１８２,042-556-1935,森永乳業（株）,港区港南３－８－１（森永乳業港南ビル）,03-5479-4671,福祉保健局少子社会対策部家庭支援課
調整粉乳（缶）,※,・無乳糖調整粉末ノンクラクト（１缶３５０ｇ）,372,鴻池運輸（株）関東中央支店西多摩営業所,西多摩郡瑞穂町富士山栗原新田１８２,042-556-1935,森永乳業（株）,港区港南３－８－１（森永乳業港南ビル）,03-5479-4671,福祉保健局少子社会対策部家庭支援課
調整粉乳（箱）,4987,・明治ほほえみらくらくキューブ（１箱１２９６ｇ）,-,（株）明治埼玉工場倉庫,埼玉県春日部市南栄町１－５,048-754-7101,（株）明治,墨田区緑１－２６－１１,03-5625-8521,福祉保健局少子社会対策部家庭支援課
調整粉乳（缶）,21456,・ビーンスタークすこやか（１缶３００ｇ）,21216,ビーンスターク・スノー（株）群馬工場,群馬県邑楽大泉町吉田１２０１,03-3226-2143,ビーンスターク・スノー（株）,調布市多摩川１－３０－４,042-490-7951,福祉保健局少子社会対策部家庭支援課
調整粉乳（缶）,※,・ペプディエット（１缶３５０ｇ）,240,ビーンスターク・スノー（株）群馬工場,群馬県邑楽大泉町吉田１２０１,03-3226-2143,ビーンスターク・スノー（株）,調布市多摩川１－３０－４,042-490-7951,福祉保健局少子社会対策部家庭支援課
ほ乳びん（本）,10000,・プラスチック製ほ乳びん（環境ホルモン対応）乳首付（２４０ｍｌ）,5000,ピジョン（株）筑波事業所,茨城県稲敷郡阿見町大字香澄の里３６－３,029-889-3625,ピジョン（株）,中央区日本橋久松町４－４,03-3661-4271,福祉保健局少子社会対策部家庭支援課
ほ乳びん（本）,※,・プラスチック製ほ乳びん（環境ホルモン対応）乳首付（１６０ｍｌ）,5000,ピジョン（株）筑波事業所,茨城県稲敷郡阿見町大字香澄の里３６－３,029-889-3625,ピジョン（株）,中央区日本橋久松町４－４,03-3661-4271,福祉保健局少子社会対策部家庭支援課
