"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","余暇活動、文化芸術活動について","Q14. あなたは、文化芸術活動に参加するにあたって、どのようなことが重要だと感じていますか。（あてはまるものすべてに○）","障害があっても様々な文化芸術の公演や展覧会を気軽に鑑賞できる機会の充実","93","38.0","41.5"
"202003","余暇活動、文化芸術活動について","Q14. あなたは、文化芸術活動に参加するにあたって、どのようなことが重要だと感じていますか。（あてはまるものすべてに○）","障害を気にせずに文化芸術の創作や練習、発表などができる機会の充実","65","26.5","29.0"
"202003","余暇活動、文化芸術活動について","Q14. あなたは、文化芸術活動に参加するにあたって、どのようなことが重要だと感じていますか。（あてはまるものすべてに○）","障害者が主役の舞台や障害者による作品が芸術的に高く評価されること","32","13.1","14.3"
"202003","余暇活動、文化芸術活動について","Q14. あなたは、文化芸術活動に参加するにあたって、どのようなことが重要だと感じていますか。（あてはまるものすべてに○）","文化芸術活動を通じて、障害の有無にかかわらず人々が交流できる機会が増えること","60","24.5","26.8"
"202003","余暇活動、文化芸術活動について","Q14. あなたは、文化芸術活動に参加するにあたって、どのようなことが重要だと感じていますか。（あてはまるものすべてに○）","障害者向けの福祉サービスや福祉施設で、様々な文化芸術に触れたり、楽しんだりできること","84","34.3","37.5"
"202003","余暇活動、文化芸術活動について","Q14. あなたは、文化芸術活動に参加するにあたって、どのようなことが重要だと感じていますか。（あてはまるものすべてに○）","障害者による文化芸術活動を支える体制の整備","47","19.2","21.0"
"202003","余暇活動、文化芸術活動について","Q14. あなたは、文化芸術活動に参加するにあたって、どのようなことが重要だと感じていますか。（あてはまるものすべてに○）","障害者に向けた文化芸術の鑑賞・参加・体験機会の情報提供の充実","61","24.9","27.2"
"202003","余暇活動、文化芸術活動について","Q14. あなたは、文化芸術活動に参加するにあたって、どのようなことが重要だと感じていますか。（あてはまるものすべてに○）","その他","13","5.3","5.8"
"202003","余暇活動、文化芸術活動について","Q14. あなたは、文化芸術活動に参加するにあたって、どのようなことが重要だと感じていますか。（あてはまるものすべてに○）","特にこれといったものはない・わからない","71","29.0","31.7"
"202003","余暇活動、文化芸術活動について","Q14. あなたは、文化芸術活動に参加するにあたって、どのようなことが重要だと感じていますか。（あてはまるものすべてに○）","無回答","21","8.6",

"港区保健福祉基礎調査（知的障害者）・単純集計表・余暇活動文化芸術活動についてQ14","Ver202003",,,,,
